phoneme,n_languages,n_total,freq,IDF
phoneme_290,0,241,0,5.488937726156687
phoneme_291,0,241,0,5.488937726156687
phoneme_292,0,241,0,5.488937726156687
phoneme_293,0,241,0,5.488937726156687
phoneme_294,55,241,0.22821576763485477,1.463586035421537
phoneme_295,0,241,0,5.488937726156687
phoneme_296,0,241,0,5.488937726156687
phoneme_297,0,241,0,5.488937726156687
phoneme_298,0,241,0,5.488937726156687
phoneme_299,0,241,0,5.488937726156687
phoneme_300,0,241,0,5.488937726156687
phoneme_301,0,241,0,5.488937726156687
phoneme_302,0,241,0,5.488937726156687
phoneme_303,1,241,0.004149377593360996,4.795790545596741
phoneme_304,0,241,0,5.488937726156687
phoneme_305,0,241,0,5.488937726156687
phoneme_306,0,241,0,5.488937726156687
phoneme_307,0,241,0,5.488937726156687
phoneme_308,0,241,0,5.488937726156687
phoneme_309,1,241,0.004149377593360996,4.795790545596741
phoneme_310,0,241,0,5.488937726156687
phoneme_311,0,241,0,5.488937726156687
phoneme_312,13,241,0.05394190871369295,2.849880396541428
phoneme_313,0,241,0,5.488937726156687
phoneme_314,0,241,0,5.488937726156687
phoneme_315,2,241,0.008298755186721992,4.390325437488577
phoneme_316,0,241,0,5.488937726156687
phoneme_317,0,241,0,5.488937726156687
phoneme_318,0,241,0,5.488937726156687
phoneme_319,0,241,0,5.488937726156687
phoneme_320,1,241,0.004149377593360996,4.795790545596741
phoneme_321,0,241,0,5.488937726156687
phoneme_322,0,241,0,5.488937726156687
phoneme_323,0,241,0,5.488937726156687
phoneme_324,0,241,0,5.488937726156687
phoneme_325,0,241,0,5.488937726156687
phoneme_326,0,241,0,5.488937726156687
phoneme_327,34,241,0.14107883817427386,1.9335896646672728
phoneme_328,63,241,0.26141078838174275,1.3300546427970146
phoneme_329,145,241,0.6016597510373444,0.5053311044483499
phoneme_330,0,241,0,5.488937726156687
phoneme_331,0,241,0,5.488937726156687
phoneme_332,0,241,0,5.488937726156687
phoneme_333,0,241,0,5.488937726156687
phoneme_334,206,241,0.8547717842323651,0.15621893289131739
phoneme_335,0,241,0,5.488937726156687
phoneme_336,15,241,0.06224066390041494,2.716349003916905
phoneme_337,0,241,0,5.488937726156687
phoneme_338,92,241,0.3817427385892116,0.9563382330034305
phoneme_339,0,241,0,5.488937726156687
phoneme_340,0,241,0,5.488937726156687
phoneme_341,19,241,0.07883817427385892,2.4932054526026954
phoneme_342,0,241,0,5.488937726156687
phoneme_343,19,241,0.07883817427385892,2.4932054526026954
phoneme_344,0,241,0,5.488937726156687
phoneme_345,2,241,0.008298755186721992,4.390325437488577
phoneme_346,0,241,0,5.488937726156687
phoneme_347,0,241,0,5.488937726156687
phoneme_348,1,241,0.004149377593360996,4.795790545596741
phoneme_349,0,241,0,5.488937726156687
phoneme_350,0,241,0,5.488937726156687
phoneme_351,0,241,0,5.488937726156687
phoneme_352,0,241,0,5.488937726156687
phoneme_353,0,241,0,5.488937726156687
phoneme_354,2,241,0.008298755186721992,4.390325437488577
phoneme_355,0,241,0,5.488937726156687
phoneme_356,1,241,0.004149377593360996,4.795790545596741
phoneme_357,0,241,0,5.488937726156687
phoneme_358,3,241,0.012448132780082987,4.102643365036796
phoneme_359,0,241,0,5.488937726156687
phoneme_360,0,241,0,5.488937726156687
phoneme_361,0,241,0,5.488937726156687
phoneme_362,0,241,0,5.488937726156687
phoneme_363,1,241,0.004149377593360996,4.795790545596741
phoneme_364,1,241,0.004149377593360996,4.795790545596741
phoneme_365,1,241,0.004149377593360996,4.795790545596741
phoneme_366,0,241,0,5.488937726156687
phoneme_367,0,241,0,5.488937726156687
phoneme_368,0,241,0,5.488937726156687
phoneme_369,0,241,0,5.488937726156687
phoneme_370,0,241,0,5.488937726156687
phoneme_371,0,241,0,5.488937726156687
phoneme_372,0,241,0,5.488937726156687
phoneme_373,0,241,0,5.488937726156687
phoneme_374,0,241,0,5.488937726156687
phoneme_375,2,241,0.008298755186721992,4.390325437488577
phoneme_376,0,241,0,5.488937726156687
phoneme_377,0,241,0,5.488937726156687
phoneme_378,0,241,0,5.488937726156687
phoneme_379,1,241,0.004149377593360996,4.795790545596741
phoneme_380,3,241,0.012448132780082987,4.102643365036796
phoneme_381,0,241,0,5.488937726156687
phoneme_382,0,241,0,5.488937726156687
phoneme_383,2,241,0.008298755186721992,4.390325437488577
phoneme_384,0,241,0,5.488937726156687
phoneme_385,10,241,0.04149377593360996,3.091042453358316
phoneme_386,0,241,0,5.488937726156687
phoneme_387,0,241,0,5.488937726156687
phoneme_388,0,241,0,5.488937726156687
phoneme_389,0,241,0,5.488937726156687
phoneme_390,0,241,0,5.488937726156687
phoneme_391,181,241,0.7510373443983402,0.284931039079891
phoneme_392,231,241,0.9585062240663901,0.04220035449037647
phoneme_393,0,241,0,5.488937726156687
phoneme_394,17,241,0.07053941908713693,2.5985659682605218
phoneme_395,0,241,0,5.488937726156687
phoneme_396,14,241,0.058091286307053944,2.7808875250544762
phoneme_397,10,241,0.04149377593360996,3.091042453358316
phoneme_398,11,241,0.04564315352697095,3.004031076368686
phoneme_399,0,241,0,5.488937726156687
phoneme_400,0,241,0,5.488937726156687
phoneme_401,63,241,0.26141078838174275,1.3300546427970146
phoneme_402,1,241,0.004149377593360996,4.795790545596741
phoneme_403,4,241,0.016597510373443983,3.879499813722586
phoneme_404,0,241,0,5.488937726156687
phoneme_405,0,241,0,5.488937726156687
phoneme_406,0,241,0,5.488937726156687
phoneme_407,0,241,0,5.488937726156687
phoneme_408,1,241,0.004149377593360996,4.795790545596741
phoneme_409,145,241,0.6016597510373444,0.5053311044483499
phoneme_410,4,241,0.016597510373443983,3.879499813722586
phoneme_411,1,241,0.004149377593360996,4.795790545596741
phoneme_412,1,241,0.004149377593360996,4.795790545596741
phoneme_413,0,241,0,5.488937726156687
phoneme_414,8,241,0.03319502074688797,3.291713148820467
phoneme_415,181,241,0.7510373443983402,0.284931039079891
phoneme_416,0,241,0,5.488937726156687
phoneme_417,2,241,0.008298755186721992,4.390325437488577
phoneme_418,0,241,0,5.488937726156687
phoneme_419,2,241,0.008298755186721992,4.390325437488577
phoneme_420,0,241,0,5.488937726156687
phoneme_421,2,241,0.008298755186721992,4.390325437488577
phoneme_422,0,241,0,5.488937726156687
phoneme_423,1,241,0.004149377593360996,4.795790545596741
phoneme_424,0,241,0,5.488937726156687
phoneme_425,0,241,0,5.488937726156687
phoneme_426,0,241,0,5.488937726156687
phoneme_427,0,241,0,5.488937726156687
phoneme_428,0,241,0,5.488937726156687
phoneme_429,0,241,0,5.488937726156687
phoneme_430,201,241,0.8340248962655602,0.1806700287554816
phoneme_431,0,241,0,5.488937726156687
phoneme_432,0,241,0,5.488937726156687
phoneme_433,1,241,0.004149377593360996,4.795790545596741
phoneme_434,1,241,0.004149377593360996,4.795790545596741
phoneme_435,7,241,0.029045643153526972,3.4094961844768505
phoneme_436,0,241,0,5.488937726156687
phoneme_437,3,241,0.012448132780082987,4.102643365036796
phoneme_438,1,241,0.004149377593360996,4.795790545596741
phoneme_439,0,241,0,5.488937726156687
phoneme_440,0,241,0,5.488937726156687
phoneme_441,0,241,0,5.488937726156687
phoneme_442,0,241,0,5.488937726156687
phoneme_443,0,241,0,5.488937726156687
phoneme_444,0,241,0,5.488937726156687
phoneme_445,1,241,0.004149377593360996,4.795790545596741
phoneme_446,0,241,0,5.488937726156687
phoneme_447,2,241,0.008298755186721992,4.390325437488577
phoneme_448,0,241,0,5.488937726156687
phoneme_449,4,241,0.016597510373443983,3.879499813722586
phoneme_450,0,241,0,5.488937726156687
phoneme_451,0,241,0,5.488937726156687
phoneme_452,0,241,0,5.488937726156687
phoneme_453,2,241,0.008298755186721992,4.390325437488577
phoneme_454,0,241,0,5.488937726156687
phoneme_455,0,241,0,5.488937726156687
phoneme_456,2,241,0.008298755186721992,4.390325437488577
phoneme_457,0,241,0,5.488937726156687
phoneme_458,24,241,0.0995850622406639,2.2700619012884857
phoneme_459,0,241,0,5.488937726156687
phoneme_460,0,241,0,5.488937726156687
phoneme_461,0,241,0,5.488937726156687
phoneme_462,0,241,0,5.488937726156687
phoneme_463,0,241,0,5.488937726156687
phoneme_464,0,241,0,5.488937726156687
phoneme_465,0,241,0,5.488937726156687
phoneme_466,0,241,0,5.488937726156687
phoneme_467,6,241,0.024896265560165973,3.543027577101373
phoneme_468,13,241,0.05394190871369295,2.849880396541428
phoneme_469,0,241,0,5.488937726156687
phoneme_470,1,241,0.004149377593360996,4.795790545596741
phoneme_471,0,241,0,5.488937726156687
phoneme_472,0,241,0,5.488937726156687
phoneme_473,3,241,0.012448132780082987,4.102643365036796
phoneme_474,1,241,0.004149377593360996,4.795790545596741
phoneme_475,0,241,0,5.488937726156687
phoneme_476,77,241,0.31950207468879666,1.1322288994670946
phoneme_477,6,241,0.024896265560165973,3.543027577101373
phoneme_478,0,241,0,5.488937726156687
phoneme_479,0,241,0,5.488937726156687
phoneme_480,0,241,0,5.488937726156687
phoneme_481,0,241,0,5.488937726156687
phoneme_482,106,241,0.43983402489626555,0.8161088916947803
phoneme_483,0,241,0,5.488937726156687
phoneme_484,0,241,0,5.488937726156687
phoneme_485,0,241,0,5.488937726156687
phoneme_486,0,241,0,5.488937726156687
phoneme_487,2,241,0.008298755186721992,4.390325437488577
phoneme_488,0,241,0,5.488937726156687
phoneme_489,2,241,0.008298755186721992,4.390325437488577
phoneme_490,0,241,0,5.488937726156687
phoneme_491,0,241,0,5.488937726156687
phoneme_492,0,241,0,5.488937726156687
phoneme_493,15,241,0.06224066390041494,2.716349003916905
phoneme_494,0,241,0,5.488937726156687
phoneme_495,0,241,0,5.488937726156687
phoneme_496,0,241,0,5.488937726156687
phoneme_497,3,241,0.012448132780082987,4.102643365036796
phoneme_498,0,241,0,5.488937726156687
phoneme_499,2,241,0.008298755186721992,4.390325437488577
phoneme_500,0,241,0,5.488937726156687
phoneme_501,0,241,0,5.488937726156687
phoneme_502,0,241,0,5.488937726156687
phoneme_503,0,241,0,5.488937726156687
phoneme_504,0,241,0,5.488937726156687
phoneme_505,0,241,0,5.488937726156687
phoneme_506,2,241,0.008298755186721992,4.390325437488577
phoneme_507,11,241,0.04564315352697095,3.004031076368686
phoneme_508,0,241,0,5.488937726156687
phoneme_509,0,241,0,5.488937726156687
phoneme_510,1,241,0.004149377593360996,4.795790545596741
phoneme_511,0,241,0,5.488937726156687
phoneme_512,0,241,0,5.488937726156687
phoneme_513,0,241,0,5.488937726156687
phoneme_514,0,241,0,5.488937726156687
phoneme_515,239,241,0.991701244813278,0.008298802814695064
phoneme_516,236,241,0.979253112033195,0.02087758502155518
phoneme_517,0,241,0,5.488937726156687
phoneme_518,0,241,0,5.488937726156687
phoneme_519,9,241,0.03734439834024896,3.186352633162641
phoneme_520,11,241,0.04564315352697095,3.004031076368686
phoneme_521,1,241,0.004149377593360996,4.795790545596741
phoneme_522,0,241,0,5.488937726156687
phoneme_523,1,241,0.004149377593360996,4.795790545596741
phoneme_524,0,241,0,5.488937726156687
phoneme_525,0,241,0,5.488937726156687
phoneme_526,1,241,0.004149377593360996,4.795790545596741
phoneme_527,0,241,0,5.488937726156687
phoneme_528,1,241,0.004149377593360996,4.795790545596741
phoneme_529,0,241,0,5.488937726156687
phoneme_530,0,241,0,5.488937726156687
phoneme_531,0,241,0,5.488937726156687
phoneme_532,1,241,0.004149377593360996,4.795790545596741
phoneme_533,0,241,0,5.488937726156687
phoneme_534,1,241,0.004149377593360996,4.795790545596741
phoneme_535,0,241,0,5.488937726156687
phoneme_536,51,241,0.21161825726141079,1.5376940075752592
phoneme_537,0,241,0,5.488937726156687
phoneme_538,0,241,0,5.488937726156687
phoneme_539,0,241,0,5.488937726156687
phoneme_540,0,241,0,5.488937726156687
phoneme_541,0,241,0,5.488937726156687
phoneme_542,0,241,0,5.488937726156687
phoneme_543,0,241,0,5.488937726156687
phoneme_544,211,241,0.8755186721991701,0.132351451484674
phoneme_545,6,241,0.024896265560165973,3.543027577101373
phoneme_546,0,241,0,5.488937726156687
phoneme_547,1,241,0.004149377593360996,4.795790545596741
phoneme_548,0,241,0,5.488937726156687
phoneme_549,1,241,0.004149377593360996,4.795790545596741
phoneme_550,9,241,0.03734439834024896,3.186352633162641
phoneme_551,0,241,0,5.488937726156687
phoneme_552,0,241,0,5.488937726156687
phoneme_553,2,241,0.008298755186721992,4.390325437488577
phoneme_554,0,241,0,5.488937726156687
phoneme_555,110,241,0.45643153526970953,0.7794075248443523
phoneme_556,2,241,0.008298755186721992,4.390325437488577
phoneme_557,1,241,0.004149377593360996,4.795790545596741
phoneme_558,0,241,0,5.488937726156687
phoneme_559,0,241,0,5.488937726156687
phoneme_560,15,241,0.06224066390041494,2.716349003916905
phoneme_561,0,241,0,5.488937726156687
phoneme_562,0,241,0,5.488937726156687
phoneme_563,0,241,0,5.488937726156687
phoneme_564,0,241,0,5.488937726156687
phoneme_565,0,241,0,5.488937726156687
phoneme_566,0,241,0,5.488937726156687
phoneme_567,0,241,0,5.488937726156687
phoneme_568,0,241,0,5.488937726156687
phoneme_569,0,241,0,5.488937726156687
phoneme_570,0,241,0,5.488937726156687
phoneme_571,1,241,0.004149377593360996,4.795790545596741
phoneme_572,51,241,0.21161825726141079,1.5376940075752592
phoneme_573,0,241,0,5.488937726156687
phoneme_574,3,241,0.012448132780082987,4.102643365036796
phoneme_575,1,241,0.004149377593360996,4.795790545596741
phoneme_576,1,241,0.004149377593360996,4.795790545596741
phoneme_577,0,241,0,5.488937726156687
phoneme_578,0,241,0,5.488937726156687
phoneme_579,0,241,0,5.488937726156687
phoneme_580,1,241,0.004149377593360996,4.795790545596741
phoneme_581,0,241,0,5.488937726156687
phoneme_582,0,241,0,5.488937726156687
phoneme_583,0,241,0,5.488937726156687
phoneme_584,0,241,0,5.488937726156687
phoneme_585,0,241,0,5.488937726156687
phoneme_586,0,241,0,5.488937726156687
phoneme_587,0,241,0,5.488937726156687
phoneme_588,15,241,0.06224066390041494,2.716349003916905
phoneme_589,43,241,0.17842323651452283,1.7047480922384253
phoneme_590,0,241,0,5.488937726156687
phoneme_591,0,241,0,5.488937726156687
phoneme_592,0,241,0,5.488937726156687
phoneme_593,5,241,0.02074688796680498,3.6971782569286313
phoneme_594,0,241,0,5.488937726156687
phoneme_595,5,241,0.02074688796680498,3.6971782569286313
phoneme_596,1,241,0.004149377593360996,4.795790545596741
phoneme_597,3,241,0.012448132780082987,4.102643365036796
phoneme_598,4,241,0.016597510373443983,3.879499813722586
phoneme_599,1,241,0.004149377593360996,4.795790545596741
phoneme_600,0,241,0,5.488937726156687
phoneme_601,0,241,0,5.488937726156687
phoneme_602,0,241,0,5.488937726156687
phoneme_603,0,241,0,5.488937726156687
phoneme_604,0,241,0,5.488937726156687
phoneme_605,0,241,0,5.488937726156687
phoneme_606,0,241,0,5.488937726156687
phoneme_607,1,241,0.004149377593360996,4.795790545596741
phoneme_608,0,241,0,5.488937726156687
phoneme_609,47,241,0.1950207468879668,1.6177367152487956
phoneme_610,0,241,0,5.488937726156687
phoneme_611,0,241,0,5.488937726156687
phoneme_612,0,241,0,5.488937726156687
phoneme_613,0,241,0,5.488937726156687
phoneme_614,1,241,0.004149377593360996,4.795790545596741
phoneme_615,0,241,0,5.488937726156687
phoneme_616,0,241,0,5.488937726156687
phoneme_617,0,241,0,5.488937726156687
