phoneme,ipa,class,winning_model,er_rate,ard_rate_01,ard_rate_10,er2_rate_bg,er2_rate_ph,ard2_rate_bg_01,ard2_rate_bg_10,ard2_rate_ph_01,ard2_rate_ph_10,span_has,eng_has,jap_has,ph_prevalence,unrelated_prevalence,austronesian_prevalence,n_austronesian,n_ph,austronesian_nonph_prevalence,p_er_vs_ard,p_1reg_vs_2reg,loglik_er,loglik_ard,loglik_1reg,loglik_2reg,ard_se_na,reg2_se_na,fit_note
phoneme_329,h,consonant,ARD1,0.47806884851026404,0.9908585531103725,0.5663220808196674,NA,NA,8.421615199691207,4.486346239956785,0.7434460958162338,0.5790889274861034,0,1,1,0.5909090909090909,0.6277372262773723,0.6337209302325582,109,26,0.6484375,0.0030031907328119975,0.38683906079523467,-112.1862045278506,-107.78344007905548,-108.47658725961374,-107.52684072358794,FALSE,FALSE,
phoneme_334,s,consonant,ARD1,0.05613165163964329,0.84694235971848,0.07070829890975974,NA,NA,0.7947500067886393,0.0685384437851681,4.226148466128061,0.12771648630777024,1,1,1,0.9545454545454546,0.8686131386861314,0.8895348837209303,153,42,0.8671875,9.519604737631502e-4,0.2670555318136946,-55.49396898505521,-50.03459619511954,-50.72774337567884,-49.40744471779217,FALSE,FALSE,
phoneme_336,ʮ,consonant,ER1,0.023010009150428886,0.022665899816695683,0,0.02523772088892483,0,NA,NA,NA,NA,1,1,0,0,0.072992700729927,0.046511627906976744,8,0,0.0625,0.7212859977167692,0.30454480577224147,-26.803766382263518,-26.740134449381493,-27.496913562823465,-26.969820184308286,FALSE,TRUE,NaNs produced | Inf replaced by maximum positive value
phoneme_338,v,consonant,ARD1,0.15328282213264022,0.009680402740853404,0.3257878431010544,NA,NA,0,0.3210416987527723,0.05904644776174963,0,0,1,0,0.13636363636363635,0.31386861313868614,0.313953488372093,54,6,0.375,0.002089490568165118,0.35173479483548303,-80.64990052685292,-75.91529429376754,-76.60844147432753,-75.56356366321434,FALSE,TRUE,
phoneme_341,x,consonant,ER1,0.04808445826790578,0.05257029868128529,0.17376794906107113,0.047417630994757154,0.05561586395208865,NA,NA,NA,NA,1,0,0,0.13636363636363635,0.29927007299270075,0.10465116279069768,18,6,0.09375,0.516553963597952,0.8817328049189389,-44.96358646376542,-44.7532023512042,-45.65673364432535,-45.64566695071114,FALSE,FALSE,
phoneme_343,z,consonant,ER1,0.03967779551731318,0.06281832488921156,0.7106167990863618,0.043802793892860604,0,NA,NA,NA,NA,0,1,1,0,0.40875912408759124,0.06976744186046512,12,0,0.09375,0.06168695590532054,0.17784938251761,-39.383782128162004,-37.638062816669894,-40.07692930872197,-39.16917731379542,FALSE,TRUE,
phoneme_345,ɦ,consonant,ER1,0.007249749613100492,0,0.42907081975173833,0.0078868079768388,0,NA,NA,NA,NA,0,0,0,0,0.029197080291970802,0.01744186046511628,3,0,0.0234375,0.07206414523674486,0.5643754842405068,-9.897015408573727,-8.279331791725312,-10.590162589133651,-10.424070242280795,TRUE,TRUE,NaNs produced | Inf replaced by maximum positive value
phoneme_380,ž,consonant,ARD1,0.010962802280768048,0.010787935086956198,0.7595062465873408,NA,NA,0.003959473284688583,0,0.08854740928502067,1.9376528440973728,0,1,0,0.045454545454545456,0.19708029197080293,0.023255813953488372,4,2,0.015625,0.020419951744637975,0.13330142046525764,-17.703330364893226,-15.015514793588213,-15.70866197414646,-13.693519578445681,FALSE,FALSE,NaNs produced | Inf replaced by maximum positive value
phoneme_385,ɸ,consonant,ARD1,0.034751639676579585,0.17711231123645282,3.1820048000396977,NA,NA,0.06995456060419683,1.8346164823769817,0.5428641362482676,5.237736672372605,0,0,0,0.09090909090909091,0.06569343065693431,0.05813953488372093,10,4,0.046875,1.6277237402527914e-5,0.3002946507408334,-46.00740376369603,-36.71653451706705,-37.40968169762699,-36.20669058042465,FALSE,FALSE,
phoneme_391,e,vowel,ARD2,0.18981862002791935,0.2945974183219127,0.15184648225044414,NA,NA,0.19040439578402016,0.10915646858090491,0.7376621452350988,2.383900138952415,1,0,1,0.25,0.6715328467153284,0.6046511627906976,104,11,0.7265625,0.041175603843967665,3.799824950208136e-4,-101.92802164175349,-99.84363504230451,-100.53678222286464,-92.66139685082504,FALSE,FALSE,
phoneme_392,i,vowel,ARD1,0.043406849913698344,3.347498170731534,0.2541452972849251,NA,NA,2.0480695615436275,0.12958980977521328,15.876149035207087,1.5951964929423206,1,0,1,0.9090909090909091,0.8978102189781022,0.9302325581395349,160,40,0.9375,1.2432284378777867e-4,0.46347359369189645,-49.85289544268305,-42.48991685236972,-43.183064032929565,-42.41405816579188,FALSE,FALSE,
phoneme_394,æ,vowel,ARD1,0.04575874770118721,0,0.6248607262464428,NA,NA,0,0.6248192818186752,0,0,0,1,0,0,0.10948905109489052,0.06976744186046512,12,0,0.09375,0.0015437985413633958,1,-42.57242397643335,-37.55962681187752,-38.252773992432786,-38.26457993900158,FALSE,TRUE,NaNs produced | Inf replaced by maximum positive value
phoneme_396,I,vowel,ARD1,0.04782288898562192,0.2884159029370116,3.464085138356442,NA,NA,0.17759312930524898,2.447876944553127,1.5951561289571758,15.875722252862348,0,1,0,0.09090909090909091,0.11678832116788321,0.0755813953488372,13,4,0.0703125,4.3665685170808595e-5,0.594932947334468,-53.39993350589577,-45.04743182359935,-45.74057900415939,-45.221272430816974,FALSE,FALSE,
phoneme_397,ø,vowel,ER1,0.018697607195429646,0.04581160239428525,1.2374939028137713,0.01619590470902401,0.0464969263714403,NA,NA,NA,NA,0,0,0,0.022727272727272728,0.10948905109489052,0.029069767441860465,5,1,0.03125,0.07002622762243589,0.40244954338317374,-23.17431967671339,-21.533116978268055,-23.86746685727333,-23.51696933000321,FALSE,FALSE,
phoneme_398,y,vowel,ER1,0.014800005746886868,0,0.8523984338618853,0.016149786748029527,0,NA,NA,NA,NA,0,0,0,0,0.12408759124087591,0.023255813953488372,4,0,0.03125,0.13288343075267486,0.4103393841870454,-18.010058863569284,-16.880813023344093,-18.70320604413134,-18.36429745272069,TRUE,TRUE,NaNs produced | Inf replaced by maximum positive value
phoneme_401,ɛ,vowel,ARD1,0.21315887429379246,0.3247878870423956,0.8182236606381607,NA,NA,0.232366649785208,0.5756338949562274,1.6441360789105106,10.208843003529218,0,1,0,0.13636363636363635,0.31386861313868614,0.2441860465116279,42,6,0.28125,0.0023580619675249255,0.08288909180564187,-98.35874575249132,-93.73495327015623,-94.42810045071191,-91.93784864265166,FALSE,FALSE,
phoneme_403,œ,vowel,ER1,0.010918947326070726,0.021669833031487628,0.9999901332594378,0.011889564174425212,0,NA,NA,NA,NA,0,0,0,0,0.0072992700729927005,0.01744186046511628,3,0,0.0234375,0.571973155094697,0.47947401421671926,-13.786963835847505,-13.627267748717841,-14.480111016407452,-14.2300813058347,FALSE,TRUE,NaNs produced | Inf replaced by maximum positive value
phoneme_409,j,consonant,ER1,0.08641197388966787,0.09876179081909427,0.08356302684390604,0.09833377563158818,0,NA,NA,NA,NA,1,1,1,1,0.948905109489051,0.686046511627907,118,44,0.578125,0.8323443248599997,0.04658441850826957,-60.28065990776095,-60.258252341012096,-60.973807088328485,-58.99363935022825,FALSE,TRUE,2-regime favoured by LRT but SE non-finite; forced 1-regime
phoneme_414,w̥,consonant,ER1,0.011123967121416941,0.268877787549717,8.843085974043104,0.012134745441703308,0,NA,NA,NA,NA,0,0,0,0,0.0364963503649635,0.029069767441860465,5,0,0.0390625,1,0.4751937699575161,-17.81979772358203,-21.878935958397456,-18.512944904141943,-18.258008324899752,FALSE,TRUE,NaNs produced | Inf replaced by maximum positive value
phoneme_415,w,consonant,ARD1,0.09627219587208517,0.4565057714614273,0.05517159025554623,NA,NA,0.31797059193981203,0.08347756802778895,0.008178128261044785,0,1,1,1,1,0.7956204379562044,0.7790697674418605,134,44,0.703125,5.900051450165068e-4,0.21399783352436186,-71.84839653856098,-65.94477152452767,-66.35741804987003,-64.81562866214057,FALSE,FALSE,
phoneme_430,l,consonant,ARD1,0.08193263961596228,0.6327765395994533,0.07126933242846271,NA,NA,0.634225005639798,0.07941023630179901,24801.785569043943,522.4457492690296,1,0,0,0.9772727272727273,0.8759124087591241,0.8546511627906976,147,43,0.8125,8.250959624931882e-5,0.21904017379026608,-73.49719367532333,-65.74724341718314,-66.440390597743,-64.92189047371863,FALSE,TRUE,
phoneme_435,ɬ,consonant,ARD1,0.026728445776257766,0.01294517238476345,0.38422195936869113,NA,NA,0.016332582777695275,0.40265819914056217,0,15.597276058141123,0,0,0,0,0.1678832116788321,0.040697674418604654,7,0,0.0546875,0.014633497030995975,0.6227939169315724,-31.623744545311702,-28.643711767511256,-29.33685894807582,-28.86331934171548,FALSE,TRUE,
phoneme_458,cː,mod_consonant,ER2,0.06231799627064837,0.07300946300929649,0.3283637026646572,0.04779938540326976,0.23075670832451747,NA,NA,NA,NA,0,0,1,0.20454545454545456,0.29927007299270075,0.13953488372093023,24,9,0.1171875,0.08221590216670845,0.022081744804798017,-61.18541915811724,-59.67514734615489,-61.87856633867713,-59.258900085366754,FALSE,FALSE,
phoneme_467,cʲ,mod_consonant,ER1,0.01092328741776555,0.025907630744812657,1.2025442208107473,0.011894689991168059,0,NA,NA,NA,NA,0,0,0,0,0.051094890510948905,0.01744186046511628,3,0,0.0234375,0.4039579781817742,0.4793833094684771,-14.213413138376438,-13.865156808727809,-14.90656031893638,-14.656427366809401,FALSE,TRUE,NaNs produced | Inf replaced by maximum positive value
phoneme_468,ᴺc,mod_consonant,ER1,0.014672548321798625,0,0.6900480136834884,0.015997479012721697,0,NA,NA,NA,NA,0,0,0,0,0.06569343065693431,0.029069767441860465,5,0,0.0390625,0.22878419659703442,0.4124489852959665,-18.234777268195906,-17.51057520491633,-18.927924448757977,-18.592059284183666,TRUE,TRUE,NaNs produced | Inf replaced by maximum positive value
phoneme_473,cᵚ,mod_consonant,ARD1,0.014734227205053074,2.162347944652672e-4,1.0609565270453645,NA,NA,0.002948234623697279,1.0360278692150715,0,0,0,0,0,0,0,0.023255813953488372,4,0,0.03125,5.851270528887507e-5,0.9827073942318258,-22.095988290945016,-14.020893380876856,-14.71404056143701,-14.69659669219896,FALSE,FALSE,NaNs produced | Inf replaced by maximum positive value
phoneme_476,cʷ,mod_consonant,ARD1,0.06375225842084384,0.0286452977989515,0.18661887974328378,NA,NA,0.02550579091751878,0.18687614331908708,0.13729638624649165,5.361427566169939,0,0,0,0.022727272727272728,0.058394160583941604,0.20930232558139536,36,1,0.2734375,8.724187147971312e-4,0.652791061299359,-56.97445510674802,-51.43422208351872,-52.12736926407865,-51.70087109579016,FALSE,FALSE,
phoneme_477,vowelharmony,mod_vowel,ER1,0.01099918284081436,0,0.9274483452632842,0.011984880982092567,0,NA,NA,NA,NA,0,0,0,0,0.0948905109489051,0.01744186046511628,3,0,0.0234375,1,0.4777970385550293,-14.403190645678754,-14.559793755072604,-15.096337826238715,-14.844394176880353,FALSE,TRUE,NaNs produced | Inf replaced by maximum positive value
phoneme_482,vː,mod_vowel,ER2,0.21750061972400433,0.19531118370276115,0.04827842392202388,0.12651819432743985,1.0349780236796102,NA,NA,NA,NA,0,0,1,0.4090909090909091,0.5912408759124088,0.45930232558139533,79,18,0.4765625,0.12688609491420835,1.3292420543405974e-5,-98.66767555169996,-97.50257874797612,-99.36082273225993,-89.87678655121225,FALSE,FALSE,
phoneme_493,v˜,mod_vowel,ER1,0.018513846953176306,0,0.6902026218441476,0.020214815417061553,0,NA,NA,NA,NA,0,0,0,0,0.19708029197080293,0.029069767441860465,5,0,0.0390625,0.16790982141211677,0.35730672859072454,-19.72610268428724,-18.775349571821106,-20.41924986484717,-19.995581272970146,FALSE,TRUE,NaNs produced | Inf replaced by maximum positive value
phoneme_507,n̥,consonant,ER1,0.014954900094349157,0,0.9557042217841023,0.016337298551572857,0,NA,NA,NA,NA,0,0,0,0,0.043795620437956206,0.03488372093023256,6,0,0.046875,1,0.4077806372579207,-23.35901826858706,-27.26130247796953,-24.05216544914697,-23.70953444387736,TRUE,TRUE,NaNs produced | Inf replaced by maximum positive value
phoneme_515,m,consonant,ER1,0.0035846696934171826,1.967765329881354,0.013257014405867558,0.0038938038556855033,0,NA,NA,NA,NA,1,1,1,1,0.9562043795620438,0.9941860465116279,171,44,0.9921875,0.14067701806778116,0.6852413661996539,-6.424326006629122,-5.3390570450273716,-7.1174731871890495,-7.035330517066957,FALSE,TRUE,NaNs produced | Inf replaced by maximum positive value
phoneme_516,n,consonant,ARD1,0.021076442606088878,0.9993106817004493,0.040646505597301055,NA,NA,1.0641226631451117,0.05270267196894671,0,0,1,1,1,1,0.9781021897810219,0.9534883720930233,164,44,0.9375,0.03522955839422751,0.4559818812842081,-29.394385084995726,-27.177377970336984,-27.870525150897166,-27.085222946614138,FALSE,TRUE,
phoneme_520,m̥,consonant,ER1,0.014954900094349157,0,0.9557042217841023,0.016337298551572857,0,NA,NA,NA,NA,0,0,0,0,0.0364963503649635,0.03488372093023256,6,0,0.046875,1,0.4077806372579207,-23.35901826858706,-27.26130247796953,-24.05216544914697,-23.70953444387736,TRUE,TRUE,NaNs produced | Inf replaced by maximum positive value
phoneme_536,n˜,consonant,ER1,0.06360513953759402,0.06662226743283647,0.03353993858101575,0.05863708382245818,0.11165640926028161,NA,NA,NA,NA,1,0,0,0.1590909090909091,0.39416058394160586,0.20930232558139536,36,7,0.2265625,0.4275050217891696,0.4406908457923926,-54.8412325654713,-54.52643658090698,-55.534379746031256,-55.23713832175619,FALSE,FALSE,
phoneme_544,ŋ,consonant,ARD1,0.03765816395692472,0.608894724166631,0.0354201093326212,NA,NA,0.6162774468227801,0.04657276148579999,0.0037504266071334983,0,0,1,0,1,0.5912408759124088,0.9186046511627907,158,44,0.890625,0.009913441435017063,0.4653766938573381,-41.17983552142757,-37.854643138287756,-38.54779031884774,-37.782882211820514,FALSE,FALSE,
phoneme_545,n˜̥,consonant,ER1,0.010947047515295131,0,0.8926747462064367,0.01192301928986497,0,NA,NA,NA,NA,0,0,0,0,0.0072992700729927005,0.01744186046511628,3,0,0.0234375,0.05680993076644949,0.4788849157115545,-13.905589710999733,-12.091514684148494,-14.598736891559664,-14.348036089084063,FALSE,TRUE,NaNs produced | Inf replaced by maximum positive value
phoneme_550,ŋ̥,consonant,ER1,0.011119761090272124,0,1.0508268562403809,0.012130216037583252,0,NA,NA,NA,NA,0,0,0,0,0.0072992700729927005,0.029069767441860465,5,0,0.0390625,1,0.4752766142189428,-20.116641718483127,-24.42314572863222,-20.809788899043024,-20.5549479751976,FALSE,TRUE,NaNs produced | Inf replaced by maximum positive value
phoneme_555,ʔ,consonant,ER1,0.09840257942396462,0.13220501458120526,0.06979297914243653,0.1135771864056383,0,NA,NA,NA,NA,0,0,0,1,0.41605839416058393,0.5872093023255814,101,44,0.4453125,0.15963830524452985,0.033430064861908165,-74.64603352686645,-73.65720905662147,-75.33918070742632,-73.07737169216533,FALSE,TRUE,2-regime favoured by LRT but SE non-finite; forced 1-regime
phoneme_556,t̪,consonant,ARD1,0.007240777261504167,0,0.8567062551291335,NA,NA,0,0.857068653220098,0,0.009256015450124557,0,0,0,0,0.0364963503649635,0.01744186046511628,3,0,0.0234375,0.00520463682888164,1,-11.704847981460702,-7.801385057555451,-8.494532238114456,-8.505954242682742,FALSE,FALSE,NaNs produced | Inf replaced by maximum positive value
phoneme_560,tʰ,consonant,ER1,0.027276678525054728,0.3829650487595581,7.700753206701447,0.02995856657211105,0,NA,NA,NA,NA,0,0,0,0,0.19708029197080293,0.046511627906976744,8,0,0.0625,0.18339757665625298,0.2637240552768156,-32.4615843622871,-31.576646971878517,-33.154731542847024,-32.53018053118154,FALSE,TRUE,
phoneme_572,ⁿd,consonant,ARD1,0.06004019903642902,0.028919867345150764,0.33257988653103393,NA,NA,0.03455200208507096,0.33979679061728263,0,0,0,0,0,0,0.029197080291970802,0.13372093023255813,23,0,0.1796875,0.007569680804721779,0.5277073830169612,-51.549703251033684,-47.983425987278835,-48.67657316783318,-48.03735982010086,FALSE,TRUE,
phoneme_588,pʰ,consonant,ER1,0.027276678525054728,0.3829650487595581,7.700753206701447,0.02995856657211105,0,NA,NA,NA,NA,0,0,0,0,0.16058394160583941,0.046511627906976744,8,0,0.0625,0.18339757665625298,0.2637240552768156,-32.4615843622871,-31.576646971878517,-33.154731542847024,-32.53018053118154,FALSE,TRUE,
phoneme_589,ᵑɡ,consonant,ARD1,0.055284977388456454,0.021386613894400774,0.3251992572588653,NA,NA,0.025286857313514086,0.3301043905432646,0,0,0,0,0,0,0.043795620437956206,0.12790697674418605,22,0,0.171875,0.002440547801220728,0.624066721973245,-49.094875337236594,-44.502556273263515,-45.19570345382529,-44.72420546373555,FALSE,TRUE,
phoneme_593,ɓ,consonant,ER1,0.01094337872135346,0,0.6967002085681353,0.011918308522337337,0,NA,NA,NA,NA,0,0,0,0,0.08759124087591241,0.01744186046511628,3,0,0.0234375,0.04553142272485374,0.47896478008984317,-13.290644968473527,-11.291221872293956,-13.983792149033471,-13.733182405934578,TRUE,TRUE,NaNs produced | Inf replaced by maximum positive value | ARD favoured by LRT but SE non-finite; forced ER
phoneme_595,ˀb,consonant,ER1,0.014699302068092295,8.720659312762971e-4,0.508706155346174,0.016029757271142357,0,NA,NA,NA,NA,0,0,0,0,0,0.023255813953488372,4,0,0.03125,0.05858899134846858,0.4120026945371546,-17.000762467802268,-15.212321001913475,-17.693909648364183,-17.35740255563087,FALSE,TRUE,NaNs produced | Inf replaced by maximum positive value
phoneme_597,ɟ,consonant,ARD1,0.02257077234091179,0.16166164901450406,4.167313426668851,NA,NA,0.027012268004999705,1.0390943031349524,1.548642546597203,21.13549748291474,0,0,0,0.06818181818181818,0.058394160583941604,0.040697674418604654,7,3,0.03125,0.0028676117308187705,0.09741254644957159,-31.82382697316603,-27.378904784770747,-28.072051965330786,-25.743251702352005,FALSE,FALSE,
phoneme_598,ˀd,consonant,ER1,0.010932574135068401,0,0.5703786000179173,0.01190536921823889,0,NA,NA,NA,NA,0,0,0,0,0,0.01744186046511628,3,0,0.0234375,0.14043828631568014,0.47919187869782803,-13.136428425309358,-12.04985330991592,-13.829575605869307,-13.579224659298577,FALSE,TRUE,NaNs produced | Inf replaced by maximum positive value
phoneme_609,ͫb,consonant,ARD1,0.06004019903642902,0.028919867345150764,0.33257988653103393,NA,NA,0.03455200208507096,0.33979679061728263,0,0,0,0,0,0,0.0364963503649635,0.13372093023255813,23,0,0.1796875,0.007569680804721779,0.5277073830169612,-51.549703251033684,-47.983425987278835,-48.67657316783318,-48.03735982010086,FALSE,TRUE,
phoneme_619,ṭ,consonant,ER1,0.01111297544121055,0.011249838351773222,0,0.012121370972797982,0,NA,NA,NA,NA,0,0,0,0,0.10948905109489052,0.029069767441860465,5,0,0.0390625,0.7037006110777827,0.47542364800329323,-15.759663843960242,-15.68733846233803,-16.452811024520184,-16.19813980522643,TRUE,TRUE,NaNs produced | Inf replaced by maximum positive value
phoneme_631,kʰ,consonant,ER1,0.027276678525054728,0.3829650487595581,7.700753206701447,0.02995856657211105,0,NA,NA,NA,NA,0,0,0,0,0.18248175182481752,0.046511627906976744,8,0,0.0625,0.18339757665625298,0.2637240552768156,-32.4615843622871,-31.576646971878517,-33.154731542847024,-32.53018053118154,FALSE,TRUE,
phoneme_632,b,consonant,ER1,0.10956915732295298,0.12445950914058276,0.08849123686171999,0.127779806406374,0,NA,NA,NA,NA,1,1,1,1,0.708029197080292,0.5697674418604651,98,44,0.421875,0.5765041383646299,0.024671023633182087,-66.13139910437364,-65.9754389069926,-66.82454628493358,-64.30113089302709,FALSE,TRUE,2-regime favoured by LRT but SE non-finite; forced 1-regime
phoneme_633,c,consonant,ARD1,0.0388931708194239,0.15427657697081854,2.164966172982636,NA,NA,0.06516189491217494,0.9916734535491986,0.14192859390124118,0,0,0,0,0.09090909090909091,0.11678832116788321,0.06976744186046512,12,4,0.0625,0.03626351170060587,0.6279025833313954,-41.722834401544105,-39.53049941005767,-40.22364659061777,-39.75827634398739,FALSE,TRUE,
