phoneme,ipa,class,winning_model,node,p_present,n_desc_tips,in_philippine_clade
phoneme_121,o,vowel,ARD2,173,0.046,172,FALSE
phoneme_121,o,vowel,ARD2,174,0.016,5,FALSE
phoneme_121,o,vowel,ARD2,175,0.016,3,FALSE
phoneme_121,o,vowel,ARD2,176,0.006,2,FALSE
phoneme_121,o,vowel,ARD2,177,0.016,2,FALSE
phoneme_121,o,vowel,ARD2,178,0.046,167,FALSE
phoneme_121,o,vowel,ARD2,179,0.046,166,FALSE
phoneme_121,o,vowel,ARD2,180,0.046,165,FALSE
phoneme_121,o,vowel,ARD2,181,0.261,160,FALSE
phoneme_121,o,vowel,ARD2,182,0.326,159,FALSE
phoneme_121,o,vowel,ARD2,183,0.326,114,FALSE
phoneme_121,o,vowel,ARD2,184,0.326,107,FALSE
phoneme_121,o,vowel,ARD2,185,0.837,11,FALSE
phoneme_121,o,vowel,ARD2,186,0.898,9,FALSE
phoneme_121,o,vowel,ARD2,187,0.901,8,FALSE
phoneme_121,o,vowel,ARD2,188,0.888,7,FALSE
phoneme_121,o,vowel,ARD2,189,0.997,2,FALSE
phoneme_121,o,vowel,ARD2,190,0.888,5,FALSE
phoneme_121,o,vowel,ARD2,191,0.888,4,FALSE
phoneme_121,o,vowel,ARD2,192,0.994,3,FALSE
phoneme_121,o,vowel,ARD2,193,1,2,FALSE
phoneme_121,o,vowel,ARD2,194,0.893,2,FALSE
phoneme_121,o,vowel,ARD2,195,0.334,96,FALSE
phoneme_121,o,vowel,ARD2,196,0.975,92,FALSE
phoneme_121,o,vowel,ARD2,197,0.976,91,FALSE
phoneme_121,o,vowel,ARD2,198,0.976,89,FALSE
phoneme_121,o,vowel,ARD2,199,0.996,85,FALSE
phoneme_121,o,vowel,ARD2,200,0.995,2,FALSE
phoneme_121,o,vowel,ARD2,201,0.999,83,FALSE
phoneme_121,o,vowel,ARD2,202,1,82,FALSE
phoneme_121,o,vowel,ARD2,203,1,70,FALSE
phoneme_121,o,vowel,ARD2,204,1,69,FALSE
phoneme_121,o,vowel,ARD2,205,1,30,FALSE
phoneme_121,o,vowel,ARD2,206,0.997,21,FALSE
phoneme_121,o,vowel,ARD2,207,0.981,20,FALSE
phoneme_121,o,vowel,ARD2,208,0.983,18,FALSE
phoneme_121,o,vowel,ARD2,209,0.999,12,FALSE
phoneme_121,o,vowel,ARD2,210,0.999,8,FALSE
phoneme_121,o,vowel,ARD2,211,0.999,7,FALSE
phoneme_121,o,vowel,ARD2,212,1,2,FALSE
phoneme_121,o,vowel,ARD2,213,0.972,5,FALSE
phoneme_121,o,vowel,ARD2,214,0.972,4,FALSE
phoneme_121,o,vowel,ARD2,215,0.416,3,FALSE
phoneme_121,o,vowel,ARD2,216,0.416,2,FALSE
phoneme_121,o,vowel,ARD2,217,1,4,FALSE
phoneme_121,o,vowel,ARD2,218,1,3,FALSE
phoneme_121,o,vowel,ARD2,219,1,2,FALSE
phoneme_121,o,vowel,ARD2,220,0.983,6,FALSE
phoneme_121,o,vowel,ARD2,221,0.98,5,FALSE
phoneme_121,o,vowel,ARD2,222,0.959,4,FALSE
phoneme_121,o,vowel,ARD2,223,0.102,3,FALSE
phoneme_121,o,vowel,ARD2,224,0.102,2,FALSE
phoneme_121,o,vowel,ARD2,225,0.981,2,FALSE
phoneme_121,o,vowel,ARD2,226,0.998,9,FALSE
phoneme_121,o,vowel,ARD2,227,0.998,8,FALSE
phoneme_121,o,vowel,ARD2,228,1,7,FALSE
phoneme_121,o,vowel,ARD2,229,1,6,FALSE
phoneme_121,o,vowel,ARD2,230,1,2,FALSE
phoneme_121,o,vowel,ARD2,231,1,4,FALSE
phoneme_121,o,vowel,ARD2,232,1,2,FALSE
phoneme_121,o,vowel,ARD2,233,1,2,FALSE
phoneme_121,o,vowel,ARD2,234,1,39,FALSE
phoneme_121,o,vowel,ARD2,235,1,4,FALSE
phoneme_121,o,vowel,ARD2,236,0.991,2,FALSE
phoneme_121,o,vowel,ARD2,237,0.996,2,FALSE
phoneme_121,o,vowel,ARD2,238,1,35,FALSE
phoneme_121,o,vowel,ARD2,239,1,18,FALSE
phoneme_121,o,vowel,ARD2,240,1,5,FALSE
phoneme_121,o,vowel,ARD2,241,0.998,3,FALSE
phoneme_121,o,vowel,ARD2,242,0.988,2,FALSE
phoneme_121,o,vowel,ARD2,243,1,2,FALSE
phoneme_121,o,vowel,ARD2,244,0.999,13,FALSE
phoneme_121,o,vowel,ARD2,245,1,9,FALSE
phoneme_121,o,vowel,ARD2,246,0.998,3,FALSE
phoneme_121,o,vowel,ARD2,247,0.994,2,FALSE
phoneme_121,o,vowel,ARD2,248,1,6,FALSE
phoneme_121,o,vowel,ARD2,249,0.999,2,FALSE
phoneme_121,o,vowel,ARD2,250,1,4,FALSE
phoneme_121,o,vowel,ARD2,251,1,3,FALSE
phoneme_121,o,vowel,ARD2,252,0.998,2,FALSE
phoneme_121,o,vowel,ARD2,253,0.994,4,FALSE
phoneme_121,o,vowel,ARD2,254,0.973,3,FALSE
phoneme_121,o,vowel,ARD2,255,0.973,2,FALSE
phoneme_121,o,vowel,ARD2,256,0.998,17,FALSE
phoneme_121,o,vowel,ARD2,257,0.998,7,FALSE
phoneme_121,o,vowel,ARD2,258,0.998,2,FALSE
phoneme_121,o,vowel,ARD2,259,0.995,5,FALSE
phoneme_121,o,vowel,ARD2,260,1,4,FALSE
phoneme_121,o,vowel,ARD2,261,1,3,FALSE
phoneme_121,o,vowel,ARD2,262,1,2,FALSE
phoneme_121,o,vowel,ARD2,263,0.996,10,FALSE
phoneme_121,o,vowel,ARD2,264,0.936,2,FALSE
phoneme_121,o,vowel,ARD2,265,0.998,8,FALSE
phoneme_121,o,vowel,ARD2,266,0.997,5,FALSE
phoneme_121,o,vowel,ARD2,267,0.99,4,FALSE
phoneme_121,o,vowel,ARD2,268,1,2,FALSE
phoneme_121,o,vowel,ARD2,269,0.988,2,FALSE
phoneme_121,o,vowel,ARD2,270,1,3,FALSE
phoneme_121,o,vowel,ARD2,271,1,2,FALSE
phoneme_121,o,vowel,ARD2,272,0.998,12,FALSE
phoneme_121,o,vowel,ARD2,273,1,7,FALSE
phoneme_121,o,vowel,ARD2,274,1,3,FALSE
phoneme_121,o,vowel,ARD2,275,0.999,2,FALSE
phoneme_121,o,vowel,ARD2,276,1,4,FALSE
phoneme_121,o,vowel,ARD2,277,1,3,FALSE
phoneme_121,o,vowel,ARD2,278,1,2,FALSE
phoneme_121,o,vowel,ARD2,279,0.998,5,FALSE
phoneme_121,o,vowel,ARD2,280,0.99,4,FALSE
phoneme_121,o,vowel,ARD2,281,0.978,3,FALSE
phoneme_121,o,vowel,ARD2,282,0.976,2,FALSE
phoneme_121,o,vowel,ARD2,283,0.99,4,FALSE
phoneme_121,o,vowel,ARD2,284,0.99,3,FALSE
phoneme_121,o,vowel,ARD2,285,0.991,2,FALSE
phoneme_121,o,vowel,ARD2,286,0.976,2,FALSE
phoneme_121,o,vowel,ARD2,287,0.334,4,FALSE
phoneme_121,o,vowel,ARD2,288,0.79,2,FALSE
phoneme_121,o,vowel,ARD2,289,0.418,2,FALSE
phoneme_121,o,vowel,ARD2,290,0.325,7,FALSE
phoneme_121,o,vowel,ARD2,291,0.012,6,FALSE
phoneme_121,o,vowel,ARD2,292,0.012,3,FALSE
phoneme_121,o,vowel,ARD2,293,0.008,2,FALSE
phoneme_121,o,vowel,ARD2,294,0.023,3,FALSE
phoneme_121,o,vowel,ARD2,295,0.023,2,FALSE
phoneme_121,o,vowel,ARD2,296,0.328,45,FALSE
phoneme_121,o,vowel,ARD2,297,0.545,44,TRUE
phoneme_121,o,vowel,ARD2,298,0.539,22,TRUE
phoneme_121,o,vowel,ARD2,299,0.539,13,TRUE
phoneme_121,o,vowel,ARD2,300,0.54,12,TRUE
phoneme_121,o,vowel,ARD2,301,0.841,3,TRUE
phoneme_121,o,vowel,ARD2,302,0.841,2,TRUE
phoneme_121,o,vowel,ARD2,303,0.545,9,TRUE
phoneme_121,o,vowel,ARD2,304,0.555,7,TRUE
phoneme_121,o,vowel,ARD2,305,0,5,TRUE
phoneme_121,o,vowel,ARD2,306,0,4,TRUE
phoneme_121,o,vowel,ARD2,307,0.002,2,TRUE
phoneme_121,o,vowel,ARD2,308,0,2,TRUE
phoneme_121,o,vowel,ARD2,309,0.654,2,TRUE
phoneme_121,o,vowel,ARD2,310,0.546,2,TRUE
phoneme_121,o,vowel,ARD2,311,0.539,9,TRUE
phoneme_121,o,vowel,ARD2,312,0.422,6,TRUE
phoneme_121,o,vowel,ARD2,313,0.395,5,TRUE
phoneme_121,o,vowel,ARD2,314,0.394,4,TRUE
phoneme_121,o,vowel,ARD2,315,0.577,3,TRUE
phoneme_121,o,vowel,ARD2,316,0.583,2,TRUE
phoneme_121,o,vowel,ARD2,317,0.503,3,TRUE
phoneme_121,o,vowel,ARD2,318,0.494,2,TRUE
phoneme_121,o,vowel,ARD2,319,0.543,22,TRUE
phoneme_121,o,vowel,ARD2,320,0.505,21,TRUE
phoneme_121,o,vowel,ARD2,321,0.425,6,TRUE
phoneme_121,o,vowel,ARD2,322,0.022,5,TRUE
phoneme_121,o,vowel,ARD2,323,0.021,4,TRUE
phoneme_121,o,vowel,ARD2,324,0.026,2,TRUE
phoneme_121,o,vowel,ARD2,325,0.022,2,TRUE
phoneme_121,o,vowel,ARD2,326,0.637,15,TRUE
phoneme_121,o,vowel,ARD2,327,0.637,14,TRUE
phoneme_121,o,vowel,ARD2,328,0.702,4,TRUE
phoneme_121,o,vowel,ARD2,329,0.855,3,TRUE
phoneme_121,o,vowel,ARD2,330,0.857,2,TRUE
phoneme_121,o,vowel,ARD2,331,0.641,10,TRUE
phoneme_121,o,vowel,ARD2,332,0.641,6,TRUE
phoneme_121,o,vowel,ARD2,333,0.935,5,TRUE
phoneme_121,o,vowel,ARD2,334,0.935,2,TRUE
phoneme_121,o,vowel,ARD2,335,0.938,3,TRUE
phoneme_121,o,vowel,ARD2,336,0.938,2,TRUE
phoneme_121,o,vowel,ARD2,337,0.592,4,TRUE
phoneme_121,o,vowel,ARD2,338,0.592,3,TRUE
phoneme_121,o,vowel,ARD2,339,0.51,2,TRUE
phoneme_121,o,vowel,ARD2,340,0.046,5,FALSE
phoneme_121,o,vowel,ARD2,341,0.07,4,FALSE
phoneme_121,o,vowel,ARD2,342,0.057,3,FALSE
phoneme_121,o,vowel,ARD2,343,0,2,FALSE
phoneme_139,ə,vowel,ARD2,173,0.003,172,FALSE
phoneme_139,ə,vowel,ARD2,174,0.002,5,FALSE
phoneme_139,ə,vowel,ARD2,175,0.002,3,FALSE
phoneme_139,ə,vowel,ARD2,176,0.004,2,FALSE
phoneme_139,ə,vowel,ARD2,177,0.002,2,FALSE
phoneme_139,ə,vowel,ARD2,178,0.003,167,FALSE
phoneme_139,ə,vowel,ARD2,179,0.003,166,FALSE
phoneme_139,ə,vowel,ARD2,180,0.003,165,FALSE
phoneme_139,ə,vowel,ARD2,181,0.004,160,FALSE
phoneme_139,ə,vowel,ARD2,182,0.007,159,FALSE
phoneme_139,ə,vowel,ARD2,183,0.007,114,FALSE
phoneme_139,ə,vowel,ARD2,184,0.007,107,FALSE
phoneme_139,ə,vowel,ARD2,185,0.927,11,FALSE
phoneme_139,ə,vowel,ARD2,186,0.985,9,FALSE
phoneme_139,ə,vowel,ARD2,187,0.986,8,FALSE
phoneme_139,ə,vowel,ARD2,188,1,7,FALSE
phoneme_139,ə,vowel,ARD2,189,1,2,FALSE
phoneme_139,ə,vowel,ARD2,190,1,5,FALSE
phoneme_139,ə,vowel,ARD2,191,1,4,FALSE
phoneme_139,ə,vowel,ARD2,192,1,3,FALSE
phoneme_139,ə,vowel,ARD2,193,1,2,FALSE
phoneme_139,ə,vowel,ARD2,194,0.959,2,FALSE
phoneme_139,ə,vowel,ARD2,195,0.007,96,FALSE
phoneme_139,ə,vowel,ARD2,196,0.002,92,FALSE
phoneme_139,ə,vowel,ARD2,197,0.002,91,FALSE
phoneme_139,ə,vowel,ARD2,198,0.002,89,FALSE
phoneme_139,ə,vowel,ARD2,199,0,85,FALSE
phoneme_139,ə,vowel,ARD2,200,0.009,2,FALSE
phoneme_139,ə,vowel,ARD2,201,0,83,FALSE
phoneme_139,ə,vowel,ARD2,202,0,82,FALSE
phoneme_139,ə,vowel,ARD2,203,0,70,FALSE
phoneme_139,ə,vowel,ARD2,204,0,69,FALSE
phoneme_139,ə,vowel,ARD2,205,0.045,30,FALSE
phoneme_139,ə,vowel,ARD2,206,0.024,21,FALSE
phoneme_139,ə,vowel,ARD2,207,0.009,20,FALSE
phoneme_139,ə,vowel,ARD2,208,0,18,FALSE
phoneme_139,ə,vowel,ARD2,209,0,12,FALSE
phoneme_139,ə,vowel,ARD2,210,0,8,FALSE
phoneme_139,ə,vowel,ARD2,211,0,7,FALSE
phoneme_139,ə,vowel,ARD2,212,0.001,2,FALSE
phoneme_139,ə,vowel,ARD2,213,0.008,5,FALSE
phoneme_139,ə,vowel,ARD2,214,0.008,4,FALSE
phoneme_139,ə,vowel,ARD2,215,0.466,3,FALSE
phoneme_139,ə,vowel,ARD2,216,0.466,2,FALSE
phoneme_139,ə,vowel,ARD2,217,0.001,4,FALSE
phoneme_139,ə,vowel,ARD2,218,0,3,FALSE
phoneme_139,ə,vowel,ARD2,219,0,2,FALSE
phoneme_139,ə,vowel,ARD2,220,0,6,FALSE
phoneme_139,ə,vowel,ARD2,221,0,5,FALSE
phoneme_139,ə,vowel,ARD2,222,0.001,4,FALSE
phoneme_139,ə,vowel,ARD2,223,0,3,FALSE
phoneme_139,ə,vowel,ARD2,224,0,2,FALSE
phoneme_139,ə,vowel,ARD2,225,0.009,2,FALSE
phoneme_139,ə,vowel,ARD2,226,0.58,9,FALSE
phoneme_139,ə,vowel,ARD2,227,0.615,8,FALSE
phoneme_139,ə,vowel,ARD2,228,0.975,7,FALSE
phoneme_139,ə,vowel,ARD2,229,0.975,6,FALSE
phoneme_139,ə,vowel,ARD2,230,0.975,2,FALSE
phoneme_139,ə,vowel,ARD2,231,1,4,FALSE
phoneme_139,ə,vowel,ARD2,232,1,2,FALSE
phoneme_139,ə,vowel,ARD2,233,1,2,FALSE
phoneme_139,ə,vowel,ARD2,234,0,39,FALSE
phoneme_139,ə,vowel,ARD2,235,0,4,FALSE
phoneme_139,ə,vowel,ARD2,236,0.003,2,FALSE
phoneme_139,ə,vowel,ARD2,237,0.024,2,FALSE
phoneme_139,ə,vowel,ARD2,238,0,35,FALSE
phoneme_139,ə,vowel,ARD2,239,0,18,FALSE
phoneme_139,ə,vowel,ARD2,240,0,5,FALSE
phoneme_139,ə,vowel,ARD2,241,0.003,3,FALSE
phoneme_139,ə,vowel,ARD2,242,0.005,2,FALSE
phoneme_139,ə,vowel,ARD2,243,0,2,FALSE
phoneme_139,ə,vowel,ARD2,244,0.001,13,FALSE
phoneme_139,ə,vowel,ARD2,245,0,9,FALSE
phoneme_139,ə,vowel,ARD2,246,0.002,3,FALSE
phoneme_139,ə,vowel,ARD2,247,0.002,2,FALSE
phoneme_139,ə,vowel,ARD2,248,0,6,FALSE
phoneme_139,ə,vowel,ARD2,249,0,2,FALSE
phoneme_139,ə,vowel,ARD2,250,0,4,FALSE
phoneme_139,ə,vowel,ARD2,251,0,3,FALSE
phoneme_139,ə,vowel,ARD2,252,0,2,FALSE
phoneme_139,ə,vowel,ARD2,253,0.004,4,FALSE
phoneme_139,ə,vowel,ARD2,254,0.015,3,FALSE
phoneme_139,ə,vowel,ARD2,255,0.015,2,FALSE
phoneme_139,ə,vowel,ARD2,256,0,17,FALSE
phoneme_139,ə,vowel,ARD2,257,0,7,FALSE
phoneme_139,ə,vowel,ARD2,258,0,2,FALSE
phoneme_139,ə,vowel,ARD2,259,0.001,5,FALSE
phoneme_139,ə,vowel,ARD2,260,0.001,4,FALSE
phoneme_139,ə,vowel,ARD2,261,0.001,3,FALSE
phoneme_139,ə,vowel,ARD2,262,0,2,FALSE
phoneme_139,ə,vowel,ARD2,263,0,10,FALSE
phoneme_139,ə,vowel,ARD2,264,0,2,FALSE
phoneme_139,ə,vowel,ARD2,265,0,8,FALSE
phoneme_139,ə,vowel,ARD2,266,0.043,5,FALSE
phoneme_139,ə,vowel,ARD2,267,0.56,4,FALSE
phoneme_139,ə,vowel,ARD2,268,0.99,2,FALSE
phoneme_139,ə,vowel,ARD2,269,0.56,2,FALSE
phoneme_139,ə,vowel,ARD2,270,0,3,FALSE
phoneme_139,ə,vowel,ARD2,271,0,2,FALSE
phoneme_139,ə,vowel,ARD2,272,0,12,FALSE
phoneme_139,ə,vowel,ARD2,273,0,7,FALSE
phoneme_139,ə,vowel,ARD2,274,0,3,FALSE
phoneme_139,ə,vowel,ARD2,275,0,2,FALSE
phoneme_139,ə,vowel,ARD2,276,0,4,FALSE
phoneme_139,ə,vowel,ARD2,277,0,3,FALSE
phoneme_139,ə,vowel,ARD2,278,0,2,FALSE
phoneme_139,ə,vowel,ARD2,279,0,5,FALSE
phoneme_139,ə,vowel,ARD2,280,0,4,FALSE
phoneme_139,ə,vowel,ARD2,281,0,3,FALSE
phoneme_139,ə,vowel,ARD2,282,0,2,FALSE
phoneme_139,ə,vowel,ARD2,283,0.935,4,FALSE
phoneme_139,ə,vowel,ARD2,284,0.935,3,FALSE
phoneme_139,ə,vowel,ARD2,285,0.935,2,FALSE
phoneme_139,ə,vowel,ARD2,286,0.002,2,FALSE
phoneme_139,ə,vowel,ARD2,287,0.007,4,FALSE
phoneme_139,ə,vowel,ARD2,288,0.189,2,FALSE
phoneme_139,ə,vowel,ARD2,289,0.185,2,FALSE
phoneme_139,ə,vowel,ARD2,290,0.007,7,FALSE
phoneme_139,ə,vowel,ARD2,291,0.194,6,FALSE
phoneme_139,ə,vowel,ARD2,292,0.194,3,FALSE
phoneme_139,ə,vowel,ARD2,293,0.048,2,FALSE
phoneme_139,ə,vowel,ARD2,294,0.668,3,FALSE
phoneme_139,ə,vowel,ARD2,295,0.676,2,FALSE
phoneme_139,ə,vowel,ARD2,296,0.009,45,FALSE
phoneme_139,ə,vowel,ARD2,297,0.201,44,TRUE
phoneme_139,ə,vowel,ARD2,298,0.349,22,TRUE
phoneme_139,ə,vowel,ARD2,299,0.349,13,TRUE
phoneme_139,ə,vowel,ARD2,300,0.346,12,TRUE
phoneme_139,ə,vowel,ARD2,301,0.336,3,TRUE
phoneme_139,ə,vowel,ARD2,302,0.336,2,TRUE
phoneme_139,ə,vowel,ARD2,303,0.348,9,TRUE
phoneme_139,ə,vowel,ARD2,304,0.324,7,TRUE
phoneme_139,ə,vowel,ARD2,305,0.355,5,TRUE
phoneme_139,ə,vowel,ARD2,306,0.355,4,TRUE
phoneme_139,ə,vowel,ARD2,307,0.283,2,TRUE
phoneme_139,ə,vowel,ARD2,308,0.355,2,TRUE
phoneme_139,ə,vowel,ARD2,309,0.325,2,TRUE
phoneme_139,ə,vowel,ARD2,310,0.345,2,TRUE
phoneme_139,ə,vowel,ARD2,311,0.349,9,TRUE
phoneme_139,ə,vowel,ARD2,312,0.328,6,TRUE
phoneme_139,ə,vowel,ARD2,313,0.331,5,TRUE
phoneme_139,ə,vowel,ARD2,314,0.33,4,TRUE
phoneme_139,ə,vowel,ARD2,315,0.346,3,TRUE
phoneme_139,ə,vowel,ARD2,316,0.344,2,TRUE
phoneme_139,ə,vowel,ARD2,317,0.343,3,TRUE
phoneme_139,ə,vowel,ARD2,318,0.323,2,TRUE
phoneme_139,ə,vowel,ARD2,319,0.253,22,TRUE
phoneme_139,ə,vowel,ARD2,320,0.346,21,TRUE
phoneme_139,ə,vowel,ARD2,321,0.33,6,TRUE
phoneme_139,ə,vowel,ARD2,322,0.352,5,TRUE
phoneme_139,ə,vowel,ARD2,323,0.355,4,TRUE
phoneme_139,ə,vowel,ARD2,324,0.338,2,TRUE
phoneme_139,ə,vowel,ARD2,325,0.319,2,TRUE
phoneme_139,ə,vowel,ARD2,326,0.333,15,TRUE
phoneme_139,ə,vowel,ARD2,327,0.333,14,TRUE
phoneme_139,ə,vowel,ARD2,328,0.338,4,TRUE
phoneme_139,ə,vowel,ARD2,329,0.36,3,TRUE
phoneme_139,ə,vowel,ARD2,330,0.358,2,TRUE
phoneme_139,ə,vowel,ARD2,331,0.345,10,TRUE
phoneme_139,ə,vowel,ARD2,332,0.345,6,TRUE
phoneme_139,ə,vowel,ARD2,333,0.347,5,TRUE
phoneme_139,ə,vowel,ARD2,334,0.346,2,TRUE
phoneme_139,ə,vowel,ARD2,335,0.337,3,TRUE
phoneme_139,ə,vowel,ARD2,336,0.337,2,TRUE
phoneme_139,ə,vowel,ARD2,337,0.341,4,TRUE
phoneme_139,ə,vowel,ARD2,338,0.341,3,TRUE
phoneme_139,ə,vowel,ARD2,339,0.366,2,TRUE
phoneme_139,ə,vowel,ARD2,340,0.003,5,FALSE
phoneme_139,ə,vowel,ARD2,341,0.003,4,FALSE
phoneme_139,ə,vowel,ARD2,342,0.002,3,FALSE
phoneme_139,ə,vowel,ARD2,343,0,2,FALSE
phoneme_141,ɨ,vowel,ARD2,173,0.969,172,FALSE
phoneme_141,ɨ,vowel,ARD2,174,0.906,5,FALSE
phoneme_141,ɨ,vowel,ARD2,175,0.905,3,FALSE
phoneme_141,ɨ,vowel,ARD2,176,0.135,2,FALSE
phoneme_141,ɨ,vowel,ARD2,177,0.906,2,FALSE
phoneme_141,ɨ,vowel,ARD2,178,0.969,167,FALSE
phoneme_141,ɨ,vowel,ARD2,179,0.969,166,FALSE
phoneme_141,ɨ,vowel,ARD2,180,0.969,165,FALSE
phoneme_141,ɨ,vowel,ARD2,181,0.694,160,FALSE
phoneme_141,ɨ,vowel,ARD2,182,0.578,159,FALSE
phoneme_141,ɨ,vowel,ARD2,183,0.578,114,FALSE
phoneme_141,ɨ,vowel,ARD2,184,0.578,107,FALSE
phoneme_141,ɨ,vowel,ARD2,185,0.375,11,FALSE
phoneme_141,ɨ,vowel,ARD2,186,0.054,9,FALSE
phoneme_141,ɨ,vowel,ARD2,187,0.025,8,FALSE
phoneme_141,ɨ,vowel,ARD2,188,0.006,7,FALSE
phoneme_141,ɨ,vowel,ARD2,189,0.001,2,FALSE
phoneme_141,ɨ,vowel,ARD2,190,0.006,5,FALSE
phoneme_141,ɨ,vowel,ARD2,191,0.006,4,FALSE
phoneme_141,ɨ,vowel,ARD2,192,0.001,3,FALSE
phoneme_141,ɨ,vowel,ARD2,193,0.001,2,FALSE
phoneme_141,ɨ,vowel,ARD2,194,0.412,2,FALSE
phoneme_141,ɨ,vowel,ARD2,195,0.574,96,FALSE
phoneme_141,ɨ,vowel,ARD2,196,0.014,92,FALSE
phoneme_141,ɨ,vowel,ARD2,197,0.014,91,FALSE
phoneme_141,ɨ,vowel,ARD2,198,0.014,89,FALSE
phoneme_141,ɨ,vowel,ARD2,199,0.003,85,FALSE
phoneme_141,ɨ,vowel,ARD2,200,0.004,2,FALSE
phoneme_141,ɨ,vowel,ARD2,201,0.003,83,FALSE
phoneme_141,ɨ,vowel,ARD2,202,0.003,82,FALSE
phoneme_141,ɨ,vowel,ARD2,203,0.002,70,FALSE
phoneme_141,ɨ,vowel,ARD2,204,0,69,FALSE
phoneme_141,ɨ,vowel,ARD2,205,0.063,30,FALSE
phoneme_141,ɨ,vowel,ARD2,206,0.032,21,FALSE
phoneme_141,ɨ,vowel,ARD2,207,0.004,20,FALSE
phoneme_141,ɨ,vowel,ARD2,208,0.001,18,FALSE
phoneme_141,ɨ,vowel,ARD2,209,0,12,FALSE
phoneme_141,ɨ,vowel,ARD2,210,0,8,FALSE
phoneme_141,ɨ,vowel,ARD2,211,0,7,FALSE
phoneme_141,ɨ,vowel,ARD2,212,0.001,2,FALSE
phoneme_141,ɨ,vowel,ARD2,213,0,5,FALSE
phoneme_141,ɨ,vowel,ARD2,214,0,4,FALSE
phoneme_141,ɨ,vowel,ARD2,215,0,3,FALSE
phoneme_141,ɨ,vowel,ARD2,216,0,2,FALSE
phoneme_141,ɨ,vowel,ARD2,217,0.001,4,FALSE
phoneme_141,ɨ,vowel,ARD2,218,0,3,FALSE
phoneme_141,ɨ,vowel,ARD2,219,0,2,FALSE
phoneme_141,ɨ,vowel,ARD2,220,0.001,6,FALSE
phoneme_141,ɨ,vowel,ARD2,221,0.001,5,FALSE
phoneme_141,ɨ,vowel,ARD2,222,0,4,FALSE
phoneme_141,ɨ,vowel,ARD2,223,0,3,FALSE
phoneme_141,ɨ,vowel,ARD2,224,0,2,FALSE
phoneme_141,ɨ,vowel,ARD2,225,0.004,2,FALSE
phoneme_141,ɨ,vowel,ARD2,226,0.575,9,FALSE
phoneme_141,ɨ,vowel,ARD2,227,0.597,8,FALSE
phoneme_141,ɨ,vowel,ARD2,228,0.748,7,FALSE
phoneme_141,ɨ,vowel,ARD2,229,0.748,6,FALSE
phoneme_141,ɨ,vowel,ARD2,230,0.744,2,FALSE
phoneme_141,ɨ,vowel,ARD2,231,0.795,4,FALSE
phoneme_141,ɨ,vowel,ARD2,232,0.795,2,FALSE
phoneme_141,ɨ,vowel,ARD2,233,0.8,2,FALSE
phoneme_141,ɨ,vowel,ARD2,234,0,39,FALSE
phoneme_141,ɨ,vowel,ARD2,235,0,4,FALSE
phoneme_141,ɨ,vowel,ARD2,236,0.01,2,FALSE
phoneme_141,ɨ,vowel,ARD2,237,0.007,2,FALSE
phoneme_141,ɨ,vowel,ARD2,238,0,35,FALSE
phoneme_141,ɨ,vowel,ARD2,239,0.002,18,FALSE
phoneme_141,ɨ,vowel,ARD2,240,0.002,5,FALSE
phoneme_141,ɨ,vowel,ARD2,241,0.004,3,FALSE
phoneme_141,ɨ,vowel,ARD2,242,0.01,2,FALSE
phoneme_141,ɨ,vowel,ARD2,243,0.002,2,FALSE
phoneme_141,ɨ,vowel,ARD2,244,0.002,13,FALSE
phoneme_141,ɨ,vowel,ARD2,245,0.002,9,FALSE
phoneme_141,ɨ,vowel,ARD2,246,0.003,3,FALSE
phoneme_141,ɨ,vowel,ARD2,247,0.001,2,FALSE
phoneme_141,ɨ,vowel,ARD2,248,0.002,6,FALSE
phoneme_141,ɨ,vowel,ARD2,249,0.004,2,FALSE
phoneme_141,ɨ,vowel,ARD2,250,0.002,4,FALSE
phoneme_141,ɨ,vowel,ARD2,251,0.002,3,FALSE
phoneme_141,ɨ,vowel,ARD2,252,0.002,2,FALSE
phoneme_141,ɨ,vowel,ARD2,253,0.002,4,FALSE
phoneme_141,ɨ,vowel,ARD2,254,0.003,3,FALSE
phoneme_141,ɨ,vowel,ARD2,255,0.003,2,FALSE
phoneme_141,ɨ,vowel,ARD2,256,0,17,FALSE
phoneme_141,ɨ,vowel,ARD2,257,0,7,FALSE
phoneme_141,ɨ,vowel,ARD2,258,0,2,FALSE
phoneme_141,ɨ,vowel,ARD2,259,0.003,5,FALSE
phoneme_141,ɨ,vowel,ARD2,260,0,4,FALSE
phoneme_141,ɨ,vowel,ARD2,261,0,3,FALSE
phoneme_141,ɨ,vowel,ARD2,262,0,2,FALSE
phoneme_141,ɨ,vowel,ARD2,263,0.001,10,FALSE
phoneme_141,ɨ,vowel,ARD2,264,0.002,2,FALSE
phoneme_141,ɨ,vowel,ARD2,265,0.001,8,FALSE
phoneme_141,ɨ,vowel,ARD2,266,0.008,5,FALSE
phoneme_141,ɨ,vowel,ARD2,267,0.03,4,FALSE
phoneme_141,ɨ,vowel,ARD2,268,0.985,2,FALSE
phoneme_141,ɨ,vowel,ARD2,269,0.026,2,FALSE
phoneme_141,ɨ,vowel,ARD2,270,0,3,FALSE
phoneme_141,ɨ,vowel,ARD2,271,0,2,FALSE
phoneme_141,ɨ,vowel,ARD2,272,0,12,FALSE
phoneme_141,ɨ,vowel,ARD2,273,0,7,FALSE
