glottocode,PC1,PC2,language,longitude,latitude,subgroup,colour,rotPC1,rotPC2,rotLongitude,rotLatitude
suri1273,6.396763057539563,2.926245143437039,Surigaonon,126,9,Central Philippine,#565153,0.03493384593113129,-0.2540047531792021,123.77660811312784,1.4944237971929564
tady1237,-0.38062733923012304,-2.5381065972161796,Tadyawan,121.305,13.0211,North Mangyan,#ECBEBD,0.07066298052578567,0.06130040744600183,125.35680128282547,15.439431613444716
taga1270,7.667297716830763,-2.7788051000643614,Marinduque Tagalog; Mindoro Tagalog; Tagalog; Tagalog (Anthony dela Paz),121.747,14.06,Central Philippine,#565153,0.23530565237592152,-0.18163775677433813,132.6384561129786,4.695000433818498
taus1251,0.08222971785547778,0.7513670745625667,"Tausug, Jolo Dialect",118.88,5.12236,Central Philippine,#565153,-0.021513577667993104,-0.017210092352495994,121.28010675001585,11.967146126023584
tbol1240,-1.4989293168712705,-0.4548357503719851,Tagabili; Tboli (Tagabili),124.538,6.20377,Tboli-Blaan,#5C7193,-0.015289661504315573,0.055009546594956986,121.55537201804407,15.16120558135306
tina1248,0.04109863009752657,3.294132180010682,Sambal,120.095,15.5797,Sambalic,#F1C878,-0.10056000193749616,-0.0656236860682286,117.78411892000612,9.825957122202498
tiru1241,-1.5195006264749558,-0.20721472683258588,Tiruray,124.127,6.77321,Bilic,#BA7862,-0.023311061318214494,0.050804650106808534,121.20060940369198,14.975235537990972
wara1300,4.1678560256482955,-2.8855648081342555,Samar-Leyte; Waray-Waray,125.012,11.4911,Central Philippine,#565153,0.1702204494377435,-0.07187144451549486,129.75993150559327,9.549637381008207
west2555,-1.2992714137719943,1.5737371722796698,"Manobo, Western Bukidnon; Western Bukidnon Manobo",124.825,7.6682,Manobo,#F16DEF,-0.07380958849068678,0.009232712305306702,118.96721000504911,13.136632590835989
west2557,-0.1836471815127746,0.5273608385018771,"Subanon, Siocon; Western Subanon",122.341,7.79964,Subanen,#7CF2D9,-0.019815299787552695,-0.004652338967616972,121.35521652072163,12.52253814294924
yoga1237,-1.0951703174550729,-1.7355295005596143,Yogad,121.718,16.7015,Cagayan Valley,#79F287,0.032006698724435186,0.06760710521330775,123.6471491134852,15.718358065157187
