"","cent2084","agut1237","akla1241","alan1249","arta1239","pamp1244","aben1249","amba1267","maga1263","magi1241","babu1242","bala1310","bant1288","bata1301","buhi1245","buhi1243","cent2087","irig1242","koro1310","sara1326","binu1244","boli1256","cent2292","guin1256","boto1242","butu1244","capi1239","cebu1242","cuyo1237","casi1235","dupa1235","gadd1244","gian1241","hanu1241","hili1240","ibal1244","iban1267","amga1235","bata1298","kele1259","ilok1237","ilon1239","alab1246","atii1237","iray1237","ivat1242","isin1239","isna1241","itaw1240","bino1237","kaga1256","kala1388","lubu1243","limo1248","lowe1412","sout2908","kaya1320","kama1363","kank1243","nort2877","pamp1243","kina1250","magu1243","mama1275","cama1250","atam1240","diba1242","ilia1236","cota1241","sara1327","mati1250","west2555","mans1262","mara1404","masb1238","pang1290","rata1245","romb1245","sout2916","wara1300","tina1248","sang1337","remo1247","west2557","cent2089","suri1273","tady1237","tbol1240","taga1270","cent2090","cala1258","taus1251","tiru1241","yoga1237"
"iray1237",6010.6341046086,5090.47159841496,5090.47159841496,2440.86760671847,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5090.47159841496,5090.47159841496,3475.76665788696,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,5090.47159841496,3475.76665788696,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,5090.47159841496,0,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5090.47159841496,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,5090.47159841496,5090.47159841496,5090.47159841496,5222.45424519902,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,6010.6341046086,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,6010.6341046086,6760.46798272896,5222.45424519902,5090.47159841496,5090.47159841496,5090.47159841496,2440.86760671847,5090.47159841496,5222.45424519902,5090.47159841496,5090.47159841496,5090.47159841496,5090.47159841496,6010.6341046086
"ivat1242",4906.1939289813,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,4906.1939289813,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,815.518073673757,4906.1939289813,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,4906.1939289813,4906.1939289813,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,4906.1939289813,4906.1939289813,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,4906.1939289813,4906.1939289813,4906.1939289813,4906.1939289813,4906.1939289813,4906.1939289813,6010.6341046086,6010.6341046086,6010.6341046086,0,4906.1939289813,4906.1939289813,4906.1939289813,4906.1939289813,6010.6341046086,6010.6341046086,4906.1939289813,4906.1939289813,4906.1939289813,4906.1939289813,4906.1939289813,6010.6341046086,4906.1939289813,4906.1939289813,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813
"isin1239",4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,3197.5670286186,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,3197.5670286186,3197.5670286186,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,4286.52922538778,3197.5670286186,3197.5670286186,3197.5670286186,4286.52922538778,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,0,4286.52922538778,4286.52922538778,3197.5670286186,6010.6341046086,6010.6341046086,3197.5670286186,3197.5670286186,3197.5670286186,3197.5670286186,3538.80768883702,6010.6341046086,3197.5670286186,3197.5670286186,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778
"isna1241",2281.10214041624,6010.6341046086,6010.6341046086,6010.6341046086,3304.84652510398,1731.82129266329,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,4286.52922538778,4286.52922538778,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3304.84652510398,3304.84652510398,2481.36302006827,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,1731.82129266329,4286.52922538778,4286.52922538778,4286.52922538778,3934.20179846154,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,4286.52922538778,0,1506.84022904169,4286.52922538778,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2481.36302006827
"itaw1240",2281.10214041624,6010.6341046086,6010.6341046086,6010.6341046086,3304.84652510398,1731.82129266329,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,4286.52922538778,4286.52922538778,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3304.84652510398,3304.84652510398,2481.36302006827,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,1731.82129266329,4286.52922538778,4286.52922538778,4286.52922538778,3934.20179846154,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,4286.52922538778,1506.84022904169,0,4286.52922538778,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2481.36302006827
"bino1237",4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,2793.63572961396,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,2793.63572961396,2793.63572961396,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,4286.52922538778,2793.63572961396,2793.63572961396,2793.63572961396,4286.52922538778,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,3197.5670286186,4286.52922538778,4286.52922538778,0,6010.6341046086,6010.6341046086,1210.791467331,1723.86343507064,2175.88548169442,2175.88548169442,3538.80768883702,6010.6341046086,2793.63572961396,2793.63572961396,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778
"kaga1256",6010.6341046086,4800.21412629267,3610.34910506634,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3610.34910506634,4800.21412629267,5090.47159841496,3610.34910506634,3610.34910506634,3610.34910506634,4428.04484206979,4428.04484206979,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3610.34910506634,3610.34910506634,3610.34910506634,3610.34910506634,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,5090.47159841496,3610.34910506634,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,3610.34910506634,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,0,3833.87636216406,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3610.34910506634,6010.6341046086,6010.6341046086,6010.6341046086,3610.34910506634,4428.04484206979,3610.34910506634,5222.45424519902,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,3833.87636216406,4428.04484206979,3610.34910506634,6010.6341046086,3610.34910506634,3610.34910506634,4800.21412629267,3610.34910506634,6010.6341046086,6760.46798272897,5222.45424519903,4428.04484206979,4428.04484206979,3610.34910506634,5090.47159841496,4428.04484206979,5222.45424519903,4800.21412629267,4800.21412629267,3610.34910506634,4428.04484206979,6010.6341046086
"kala1388",6010.6341046086,4800.21412629267,3833.87636216406,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3833.87636216406,4800.21412629267,5090.47159841496,3833.87636216406,3833.87636216406,3833.87636216406,4428.04484206979,4428.04484206979,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3833.87636216406,3833.87636216406,3833.87636216406,3833.87636216406,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,5090.47159841496,3833.87636216406,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,3833.87636216406,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3833.87636216406,0,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3833.87636216406,6010.6341046086,6010.6341046086,6010.6341046086,3833.87636216406,4428.04484206979,3833.87636216406,5222.45424519902,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,1442.82021180518,4428.04484206979,3833.87636216406,6010.6341046086,3833.87636216406,3833.87636216406,4800.21412629267,3833.87636216406,6010.6341046086,6760.46798272896,5222.45424519902,4428.04484206979,4428.04484206979,3833.87636216406,5090.47159841496,4428.04484206979,5222.45424519902,4800.21412629267,4800.21412629267,3833.87636216406,4428.04484206979,6010.6341046086
"lubu1243",4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,2793.63572961396,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,2793.63572961396,2793.63572961396,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,4286.52922538778,2793.63572961396,2793.63572961396,2793.63572961396,4286.52922538778,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,3197.5670286186,4286.52922538778,4286.52922538778,1210.791467331,6010.6341046086,6010.6341046086,0,1723.86343507064,2175.88548169442,2175.88548169442,3538.80768883702,6010.6341046086,2793.63572961396,2793.63572961396,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778
"limo1248",4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,2793.63572961396,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,2793.63572961396,2793.63572961396,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,4286.52922538778,2793.63572961396,2793.63572961396,2793.63572961396,4286.52922538778,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,3197.5670286186,4286.52922538778,4286.52922538778,1723.86343507064,6010.6341046086,6010.6341046086,1723.86343507064,0,2175.88548169442,2175.88548169442,3538.80768883702,6010.6341046086,2793.63572961396,2793.63572961396,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778
"lowe1412",4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,2793.63572961396,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,2793.63572961396,2793.63572961396,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,4286.52922538778,2793.63572961396,2793.63572961396,2793.63572961396,4286.52922538778,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,3197.5670286186,4286.52922538778,4286.52922538778,2175.88548169442,6010.6341046086,6010.6341046086,2175.88548169442,2175.88548169442,0,1220.5498097656,3538.80768883702,6010.6341046086,2793.63572961396,2793.63572961396,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778
"sout2908",4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,2793.63572961396,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,2793.63572961396,2793.63572961396,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,4286.52922538778,2793.63572961396,2793.63572961396,2793.63572961396,4286.52922538778,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,3197.5670286186,4286.52922538778,4286.52922538778,2175.88548169442,6010.6341046086,6010.6341046086,2175.88548169442,2175.88548169442,1220.5498097656,0,3538.80768883702,6010.6341046086,2793.63572961396,2793.63572961396,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778
"kaya1320",4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,3538.80768883702,3538.80768883702,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,1256.55723918073,4286.52922538778,3538.80768883702,3538.80768883702,3538.80768883702,4286.52922538778,2752.71455393814,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,3538.80768883702,4286.52922538778,4286.52922538778,3538.80768883702,6010.6341046086,6010.6341046086,3538.80768883702,3538.80768883702,3538.80768883702,3538.80768883702,0,6010.6341046086,3538.80768883702,3538.80768883702,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2188.07628592418,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778
"kama1363",6010.6341046086,4800.21412629267,3201.70265576022,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3201.70265576022,4800.21412629267,5090.47159841496,2875.6889427694,2875.6889427694,2875.6889427694,4428.04484206979,4428.04484206979,4428.04484206979,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,2146.2890881615,3201.70265576022,2452.32506455432,3201.70265576022,6010.6341046086,6010.6341046086,6010.6341046086,4428.04484206979,5090.47159841496,3201.70265576022,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5222.45424519902,3201.70265576022,5090.47159841496,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3610.34910506634,3833.87636216406,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,0,6010.6341046086,6010.6341046086,6010.6341046086,3201.70265576022,4428.04484206979,2146.2890881615,5222.45424519902,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,4428.04484206979,3833.87636216406,4428.04484206979,2875.6889427694,6010.6341046086,3201.70265576022,3201.70265576022,4800.21412629267,2875.6889427694,6010.6341046086,6760.46798272896,5222.45424519902,4428.04484206979,4428.04484206979,1570.27145666924,5090.47159841496,4428.04484206979,5222.45424519902,4800.21412629267,4800.21412629267,2146.2890881615,4428.04484206979,6010.6341046086
"kank1243",4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,1952.08616000621,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,1952.08616000621,1516.23417327818,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,4286.52922538778,2325.01746338406,2325.01746338406,2325.01746338406,4286.52922538778,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,3197.5670286186,4286.52922538778,4286.52922538778,2793.63572961396,6010.6341046086,6010.6341046086,2793.63572961396,2793.63572961396,2793.63572961396,2793.63572961396,3538.80768883702,6010.6341046086,0,1516.23417327818,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778
"nort2877",4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,4906.1939289813,1952.08616000621,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,1952.08616000621,1232.46267833989,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778,4286.52922538778,4286.52922538778,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,4286.52922538778,2325.01746338406,2325.01746338406,2325.01746338406,4286.52922538778,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,4906.1939289813,3197.5670286186,4286.52922538778,4286.52922538778,2793.63572961396,6010.6341046086,6010.6341046086,2793.63572961396,2793.63572961396,2793.63572961396,2793.63572961396,3538.80768883702,6010.6341046086,1516.23417327818,0,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3538.80768883702,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,4286.52922538778
"pamp1243",5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,5307.65093095348,3392.51800202773,3392.51800202773,3392.51800202773,3392.51800202773,5307.65093095348,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3392.51800202773,5307.65093095348,5307.65093095348,3392.51800202773,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,5307.65093095348,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,6010.6341046086,6010.6341046086,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,5307.65093095348,6010.6341046086,5307.65093095348,5307.65093095348,0,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,3392.51800202773,6760.46798272896,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,6010.6341046086,5307.65093095348
