"","cent2084","agut1237","akla1241","alan1249","arta1239","pamp1244","aben1249","amba1267","maga1263","magi1241","babu1242","bala1310","bant1288","bata1301","buhi1245","cent2087","buhi1243","irig1242","koro1310","sara1326","binu1244","boli1256","cent2292","guin1256","boto1242","butu1244","capi1239","cebu1242","cuyo1237","casi1235","dupa1235","gadd1244","gian1241","hanu1241","hili1240","ibal1244","iban1267","amga1235","bata1298","kele1259","ilok1237","ilon1239","ivat1242","alab1246","atii1237","iray1237","isin1239","isna1241","itaw1240","bino1237","kaga1256","kala1388","lowe1412","lubu1243","limo1248","sout2908","kaya1320","kama1363","kank1243","nort2877","pamp1243","kina1250","magu1243","mama1275","cama1250","atam1240","diba1242","ilia1236","cota1241","sara1327","mati1250","west2555","mans1262","mara1404","taga1270","masb1238","pang1290","rata1245","romb1245","sout2916","wara1300","tina1248","sang1337","remo1247","west2557","cent2089","suri1273","tady1237","tbol1240","cent2090","cala1258","taus1251","tiru1241","yoga1237"
"cuyo1237",3854.9828202137,201.839916696568,694.824906604029,728.659057486579,3965.41117136314,3490.01469565402,1178.786263646,937.012130466772,1197.26777022618,979.270854034818,3488.1879446938,3661.35050635974,579.920444702853,168.700275891967,639.950050487783,922.042169810131,887.89607705665,869.148745856768,3188.65136199314,3294.31283050934,922.849429869461,1105.70329445195,3499.73647205826,3525.02382160977,1086.28366392832,1942.16884256017,954.786591190062,643.198057043044,0,3488.03946637275,4071.89246016788,1801.63442163035,2826.39378069311,560.597764635307,472.104318887686,3304.23111338038,3930.47267323826,3590.89306617513,3687.55901452854,3637.25033058482,1489.92374220304,3933.15459036794,3614.75682182251,1069.84069011863,632.73490579445,856.753638337172,1695.33499532666,3602.83967474472,3783.72900167375,3449.17562281527,129.279884052893,2913.13818336495,3663.25295226014,3531.72130574232,3686.9865492975,3550.77508674146,3401.81976089284,2495.02894857858,3445.68845546331,3435.10483555166,1129.34215456042,495.700392300558,1219.89983309838,1912.20681983646,2545.59090176516,2477.12552327884,2530.45156949528,2638.60666293722,949.08729127082,3331.35119885954,2446.4924704778,2476.3274902808,3044.2919645452,1996.1163909311,1063.68373975158,975.510812638754,1468.49353747664,503.238048683143,616.875852209686,993.283350466825,2009.86185357781,1111.16633721696,1345.18970555267,2966.06625122933,515.495937822015,527.576479974017,2107.34057866792,809.304126055007,2112.4866337683,164.847183743947,605.896406967076,1296.64854412387,1966.09701305064,3924.66917265559
"casi1235",858.859192374637,1495.96153857569,782.372411400562,1263.71707730912,144.575946969926,1568.80270109473,1150.02664923825,980.453607228708,1190.26331163211,1013.71521708606,1566.97595013451,521.233140414018,1414.39856434213,3557.08946204558,1497.05639309964,438.78070931708,664.958178835214,667.174615207062,3396.88030586629,3502.54177438249,2441.1814649283,1149.61078298868,621.784062856263,594.508045046223,1127.83353288116,2150.39778643332,994.465829612888,2345.88164091588,3488.03946637275,0,589.805091930328,369.680638762019,3034.62272456626,1606.80509034432,2307.79515758064,569.90622870588,593.71355069026,520.144450268168,429.501842952819,467.308706334679,442.246222517108,175.818477147202,1693.54482726322,443.504005308239,939.144910607552,1133.57632659634,363.488389467572,1681.62768018542,761.230739600563,1527.96362825598,1529.0637458609,3121.36712723811,617.366074822237,701.431271019241,725.526479669862,654.849468449603,466.311651830392,2703.25789245174,644.697904648276,677.498286781168,1102.9480034173,1277.55696472034,3068.82350553382,2120.43576370962,337.249850870236,2685.354467152,2738.68051336843,2846.83560681038,2834.33741483838,3539.5801427327,2654.72141435095,2684.55643415395,3252.52090841836,2680.9989434529,339.406068608479,1679.76813796978,1423.35700505586,1671.83516666212,1443.56161418704,3056.45925611191,2125.3749872469,1116.33749938254,3735.27662069921,371.832967718974,2357.72647750953,2324.11186933182,2315.56952254108,1332.06908197979,3032.17393952163,1687.89396812588,1512.36077487012,3359.82444976896,2885.78431880398,250.627704418581
"dupa1235",326.945176714694,4048.566469563,2485.90094045693,1847.57007110425,534.849854020381,1208.78703620079,1299.72698047877,1290.71194513487,1500.52164953828,1323.97355499222,589.669430496103,452.817942857906,1998.25155813726,4140.9424558407,2080.90938689476,785.21873292341,1004.32338544703,858.591847304181,3980.73329966141,4086.39476817762,3025.03445872342,1108.81992760286,1218.50881260503,602.259363195786,1277.53386412168,2734.25078022844,1176.0222935778,2929.734634711,4071.89246016788,589.805091930328,0,628.521334786576,3618.47571836139,2190.65808413944,2891.64815137576,1342.22826343526,141.699012532032,588.97736773724,526.88460089545,635.576652986668,1728.42737942471,577.626336045049,1333.52916236928,841.299954295158,1523.67381726419,1717.42932039146,721.645207820875,636.50829712031,336.399086346859,1167.94796336204,4010.53423909202,3705.22012103323,413.536361464934,542.581287303352,397.070950420564,529.357068592818,1439.81691094772,3287.11088624686,1164.46079601008,1153.87717609843,1565.63121330717,3182.78499349129,3652.67649932894,2704.28875750474,689.8652533763,3269.20746094712,3322.53350716356,3430.6886006055,3418.1904086335,4123.43313652782,3238.57440814608,3268.40942794908,3836.37390221348,3264.85193724802,1858.5991638965,2263.6211317649,1382.56614967004,2255.68816045724,2027.41460798216,3640.31224990703,1297.68263191112,1266.03783062306,4319.12961449433,1628.70725046516,2941.57947130466,2907.96486312695,2899.4225163362,1915.92207577491,3616.02693331675,4206.30956876535,2096.21376866524,3943.67744356408,3469.6373125991,399.647412502278
"gadd1244",1241.67699762342,1622.04526269535,2153.82277731989,1515.4919079672,235.447526516471,876.708873063746,967.648817341729,958.633781997826,1168.44348640123,991.895391855176,874.882122103525,276.491245024344,1666.17339500021,1743.15578059081,1748.83122375771,731.211266133017,1840.53260509266,1929.62950164044,3648.65513652437,3754.31660504057,2692.95629558637,776.741764465819,289.912965778033,264.2154739587,945.455700984636,2402.1726170914,2330.24648353886,2597.65647157395,1801.63442163035,369.680638762019,628.521334786576,0,3286.39755522434,1858.57992100239,2559.56998823871,235.810453452063,547.310988404202,186.434607697978,140.394498873815,104.863932467884,313.867418433884,193.889134524538,1001.45099923223,720.115478682356,2805.82459756469,1385.35115725442,110.434072569851,989.53385215444,1170.42317908347,835.869800224998,1710.62648623103,3373.14195789618,398.686549277085,420.522947722092,532.741616683419,372.276994800534,172.142361370854,2955.03272310981,276.361040520617,332.084299064886,1233.55305017013,2850.70683035424,3320.5983361919,2372.2105943677,660.058046012744,2937.12929781007,2990.45534402651,3098.61043746846,3086.11224549645,3791.35497339077,2906.49624500903,2936.33126481203,3504.29573907643,2932.77377411097,1526.52100075946,1931.54296862786,488.434270959986,1923.60999732019,1695.33644484511,3308.23408676999,2377.14981790498,933.959667486012,3987.05145135728,1296.62908732811,2609.50130816761,2575.8866999899,2567.34435319915,1583.84391263787,3283.94877017971,1722.75518466479,1764.1356055282,3611.59928042704,3137.55914946205,267.084191011734
"gian1241",3401.56607840721,2803.06779008823,1828.650637286,2098.88180763677,3511.99442955665,3036.59795384753,2617.82190199106,2448.24885998151,2658.05856438492,2481.51046983886,3034.77120288731,3207.93376455325,1842.72280346555,2895.44377636594,2332.22112342728,1893.66141135784,1623.34828834905,1712.44518489683,428.502747156426,475.326955742518,616.460662117617,2617.40603574149,3046.31973025177,3071.60707980328,2595.62878563397,1109.36688120523,1509.54177740521,1304.85073568779,2826.39378069311,3034.62272456626,3618.47571836139,3286.39755522434,0,2441.96982067197,1646.14947190099,2850.81437157389,3477.05593143177,3137.47632436864,3234.14227272205,3183.83358877833,3046.52230093699,3479.73784856145,3161.34008001602,2013.77018383581,1892.40408122697,2048.41743488466,3052.7830154036,3149.42293293823,3330.31225986726,2995.75888100879,2765.03555961725,93.5990613217325,3209.83621045365,3078.30456393583,3233.56980749101,3097.35834493497,2948.40301908635,719.616651688923,2992.27171365682,2981.68809374517,2570.74325617011,1937.28631401652,417.410737982576,1079.40485848153,2092.17415995867,390.769318224658,532.061325382664,336.684671651734,627.420930743318,540.290487448913,369.328499938934,421.082044378134,201.82735067592,699.911015914936,1989.88319191658,1606.37082859398,2891.15225780867,2506.99989698977,1871.88585331045,2394.81357043227,1556.44511177132,2584.13275213534,706.834525302571,2512.64950942284,1696.08079182989,1662.46618365218,1274.53861731299,2167.23381230744,562.603662340274,2960.81088929059,2347.52550519777,2698.17876408932,614.120632225682,3471.2524308491
"hanu1241",1973.74844418526,349.596475822318,418.580375559859,671.064173414825,2084.1767953347,1608.78031962559,1190.00426776911,1020.43122575957,1230.24093016297,1053.69283561691,1606.95356866537,1780.1161303313,179.449054479129,734.408451770263,110.569255728589,1266.41799354907,466.559840316911,408.040493125975,2804.22740197199,2909.8888704882,1848.528561034,1189.58840151954,1618.50209602983,1643.78944558134,1167.81115141202,1557.74488253902,420.507628049331,1753.22873702158,560.597764635307,1606.80509034432,2190.65808413944,1858.57992100239,2441.96982067197,0,783.783992792038,1422.99673735194,2049.23829720982,1709.65869014669,1806.3246385001,1756.01595455638,1618.70466671504,2051.92021433951,1733.52244579407,705.980258126313,480.358666689165,620.599800662715,1624.96538118165,1721.60529871628,1902.49462564531,1567.94124678684,387.979317550385,2528.71422334381,1782.0185762317,1650.48692971388,1805.75217326906,1669.54071071303,1520.5853848644,2110.60498855744,1564.45407943487,1553.87045952322,1142.92562194816,437.321685628212,2476.17060163952,1527.78285981532,1071.19701694095,2092.7015632577,2146.02760947413,2254.18270291608,2241.68451094408,2946.9272388384,2062.06851045666,2091.90353025965,2659.86800452406,2088.3460395586,682.09326620708,1087.11523407548,1463.33462358672,69.7890076376181,303.165702045781,2463.80635221761,651.13693669766,1156.31511791339,3142.62371680491,1084.83187520089,669.299903992126,665.181385806387,1722.91661864678,301.517104526213,2439.52103562733,459.525418366684,268.891653941846,1044.60358990668,2293.13141490968,2043.43479662715
"hili1240",2674.73851142158,494.687076050684,538.857563536033,1372.05424065114,2785.16686257102,2309.7703868619,1890.99433500543,1721.42129299588,1931.23099739929,1754.68290285323,2307.94363590168,2481.10619756762,1115.89523647992,554.835355192437,1605.39355644166,1166.83384437221,896.520721363424,985.617617911205,2008.40705320102,2114.06852171722,1052.70821226302,1890.57846875586,2319.49216326614,2344.77951281766,1868.80121864834,761.924533768049,376.494340288208,957.408388250605,472.104318887686,2307.79515758064,2891.64815137576,2559.56998823871,1646.14947190099,783.783992792038,0,2123.98680458826,2750.22836444614,2410.64875738301,2507.31470573642,2457.0060217927,2319.69473395136,2752.91028157583,2434.51251303039,1286.94261685018,324.90943609679,1321.58986789903,2325.95544841797,2422.5953659526,2603.48469288163,2268.93131402316,386.266151801506,1732.89387457283,2483.00864346802,2351.4769969502,2506.74224050538,2370.53077794935,2221.57545210072,1314.78463978646,2265.44414667119,2254.86052675954,1843.91568918448,304.104232211909,1680.35025286855,731.962511044347,1365.34659297304,1296.88121448672,1350.20726070316,1458.36235414511,1214.07602502996,2151.10689006742,1266.24816168568,1296.08318148868,1864.04765575309,1060.73755364448,1263.05562493095,879.543261608348,2164.32469082304,737.516010572867,1145.05828632483,1436.19786630349,829.617544785694,1857.30518514971,2346.80336803394,1785.82194243721,737.465087701111,703.850479523401,927.096269875804,1440.40624532181,1411.91254971321,629.316955026244,741.768997002075,1739.56305996054,1265.52292899555,2744.42486386347
"ibal1244",1125.31862348109,1570.98837455837,1718.23959366943,1079.90872431675,455.111611028065,760.350498921411,532.065633691277,523.050598347374,732.860302750777,556.312208204723,758.523747961191,429.919954628915,1230.59021134976,1483.62826941317,1313.24804010726,1675.26254445099,1404.94942144221,1494.04631798999,3213.07195287391,3318.73342139012,2257.37311193592,341.158580815366,339.812579022137,327.87098823253,509.872517334183,1966.58943344094,1894.66329988841,2162.0732879235,3304.23111338038,569.90622870588,1342.22826343526,235.810453452063,2850.81437157389,1422.99673735194,2123.98680458826,0,1200.80847650565,286.356868794867,321.110320709674,213.283870776748,280.24205928799,404.207852286294,885.092625089899,1114.82480902824,2370.24141391424,949.767973603964,206.860207504799,873.175478012105,1054.06480494113,719.511426082663,1611.47141355778,2937.55877424573,933.588755527524,802.057109009704,957.322352564884,821.110890008852,110.145677120789,2519.44953945936,211.572165216269,338.171184877833,797.969866519675,2415.12364670379,2885.01515254145,1936.62741071724,1480.04156784288,2501.54611415962,2554.87216037606,2663.027253818,2650.529061846,3355.77178974032,2470.91306135858,2500.74808116158,3068.71255542598,2497.19059046052,1090.937817109,1495.95978497741,287.526633246706,1488.02681366974,1259.75326119466,2872.65090311954,1941.56663425452,498.37648383556,3551.46826770683,861.045903677658,2173.91812451716,2140.30351633945,2131.7611695487,1148.26072898741,2848.36558652925,1607.72436365662,1328.55242187774,3176.01609677659,2701.9759658116,502.806521808662
"iban1267",265.602154644382,3907.14668263338,2344.48115352732,1706.15028417463,506.800614433594,1067.36724927118,1158.30719354916,1149.29215820526,1359.10186260866,1182.55376806261,1065.54049831096,332.025099065037,1856.83177120764,3999.52266891109,1939.48959996514,923.646129121525,2031.19098130009,1007.17898036072,3839.3135127318,3944.974981248,2883.6146717938,967.400140673249,487.644076384847,477.43776525163,1136.11407719207,2592.83099329883,2520.90485974629,2788.31484778138,3930.47267323826,593.71355069026,141.699012532032,547.310988404202,3477.05593143177,2049.23829720982,2750.22836444614,1200.80847650565,0,475.315091750942,427.927441786651,534.938681223003,1587.00759249509,539.307861433132,1192.10937543966,1741.06636888612,2996.48297377213,1576.00953346185,649.906607512608,521.191194908234,212.77790058768,485.828009279637,3869.1144521624,3563.80033410361,275.836892735908,402.871894317319,257.432461193935,392.814725334377,1298.39712401811,3145.69109931724,1023.04100908046,1012.45738916881,1424.21142637756,3041.36520656167,3511.25671239933,2562.86897057513,851.273771769515,3127.7876740175,3181.11372023394,3289.26881367589,3276.77062170389,3982.0133495982,3097.15462121646,3126.98964101946,3694.95411528386,3123.4321503184,1717.17937696689,2122.20134483529,1241.14636274043,2114.26837352762,1885.99482105254,3498.89246297742,2567.80819411241,1124.61804369344,4177.70982756471,1487.28746353554,2800.15968437504,2766.54507619733,2758.00272940658,1774.5022888453,3474.60714638714,4064.88978183574,1954.79398173563,3802.25765663447,3328.21752566948,364.052153462672
"amga1235",1092.75576676772,3567.56707557025,2004.90154646418,1366.5706771115,375.798494431885,727.787642208045,818.727586486028,809.712551142126,1019.52225554553,842.974160999475,725.960891247825,146.042413143951,1517.25216414451,3659.94306184796,1599.90999290201,909.894950507796,1691.61137423696,1780.70827078474,3499.73390566867,3605.39537418487,2544.03506473067,627.820533610118,105.241196004652,78.5376244301264,796.534470128935,2253.2513862357,2181.32525268316,2448.73524071825,3590.89306617513,520.144450268168,588.97736773724,186.434607697978,3137.47632436864,1709.65869014669,2410.64875738301,286.356868794867,475.315091750942,0,96.2340462510975,94.7012931838423,477.237860136438,351.796144208741,852.529768376533,1401.48676182299,2656.90336670899,1236.42992639872,284.653809036228,840.612621298739,482.432603485996,686.948569369297,1700.75624853735,3224.22072704048,252.657170223221,240.103369464602,383.680025465584,193.921357982127,294.412993914843,2806.11149225411,168.364061786215,157.358586813214,1084.63181931443,2701.78559949854,3171.6771053362,2223.28936351199,835.591395122661,2788.20806695437,2841.53411317081,2949.68920661275,2937.19101464075,3642.43374253507,2757.57501415333,2787.41003395633,3355.37450822073,2783.85254325527,1377.59976990375,1782.62173777216,901.566755677298,1774.68876646449,1546.41521398941,3159.31285591429,2228.22858704928,785.038436630311,3838.13022050158,1147.70785647241,2460.58007731191,2426.9654691342,2418.42312234345,1434.92268178217,3135.02753932401,3725.31017477261,1615.2143746725,3462.67804957134,2988.63791860635,334.422753930756
"bata1298",1189.42171512113,1755.90133692906,2101.56749481759,1463.23662546491,284.971524645524,824.453590561454,915.393534839437,906.378499495535,1116.18820389894,939.640109352884,822.626839601234,136.135578170022,1613.91811249792,3756.60901020137,1696.57594125542,831.928125207803,1788.27732259037,1877.37421913815,3596.39985402208,3702.06132253828,2640.70101308408,724.486481963527,192.570982535124,165.413878526955,893.200418482344,2349.91733458911,2277.99120103657,2545.40118907166,3687.55901452854,429.501842952819,526.88460089545,140.394498873815,3234.14227272205,1806.3246385001,2507.31470573642,321.110320709674,427.927441786651,96.2340462510975,0,108.703911754018,453.750753057598,267.276098545308,949.195716729942,1498.1527101764,2753.5693150624,1333.09587475212,250.686969552289,937.278569652148,476.897832704813,783.614517722707,3626.20079345268,3320.88667539389,258.336661406874,291.771486475552,392.347439115509,242.908512832874,294.436730128018,2902.77744060752,256.019181615495,250.89116098719,1181.29776766784,2798.45154785195,3268.34305368961,2319.9553118654,751.5962503637,2884.87401530778,2938.20006152422,3046.35515496616,3033.85696299416,3739.09969088848,2854.24096250674,2884.07598230974,3452.04045657414,2880.51849160868,1474.26571825716,1879.28768612557,998.232704030708,1871.3547148179,1643.08116234282,3255.9788042677,2324.89453540269,881.704384983721,3934.79616885499,1244.37380482582,2557.24602566532,2523.63141748761,2515.08907069686,1531.58863013558,3231.69348767742,1892.0698463586,1711.88032302591,3559.34399792475,3085.30386695976,238.814035716075
"kele1259",1139.11303117741,1731.03887651062,2051.25881087387,1412.92794152119,327.193676796859,774.144906617732,865.084850895715,856.069815551812,1065.87951995522,889.331425409162,772.318155657511,222.512994661008,1563.6094285542,1760.10145193704,1646.2672573117,836.084752884585,1737.96863864665,1827.06553519443,3546.09117007835,3651.75263859456,2590.39232914036,674.177798019804,190.625595640359,166.779935965082,842.891734538621,2299.60865064538,2227.68251709285,2495.09250512794,3637.25033058482,467.308706334679,635.576652986668,104.863932467884,3183.83358877833,1756.01595455638,2457.0060217927,213.283870776748,534.938681223003,94.7012931838423,108.703911754018,0,382.547824540662,292.377883576462,898.88703278622,1447.84402623267,2703.26063111868,1282.7871908084,191.873837601387,886.969885708425,1067.85921263745,733.305833778984,1609.96361477093,3270.57799145017,339.134514146028,334.733585749492,472.53035581363,288.597199477586,202.356536152054,2852.4687566638,178.508304375244,228.076300875988,1130.98908372411,2748.14286390823,3218.03436974589,2269.64662792168,767.139573338303,2834.56533136406,2887.8913775805,2996.04647102244,2983.54827905044,3688.79100694476,2803.93227856302,2833.76729836602,3401.73177263042,2830.20980766496,1423.95703431344,1828.97900218184,947.924020086985,1821.04603087418,1592.7724783991,3205.67012032397,2274.58585145896,831.395701039998,3884.48748491127,1194.0651208821,2506.9373417216,2473.32273354389,2464.78038675314,1481.27994619185,3181.38480373369,1882.88190910258,1661.57163908218,3509.03531398102,3034.99518301604,322.995880807064
"ilok1237",1511.51773947053,1298.41540717002,1913.94752303253,1275.61665367985,394.395084896458,1146.54961491085,727.773563054378,718.758527710475,445.227281841173,752.020137567824,1144.72286395063,589.315005485765,1426.29814071286,1426.97981743559,1508.95596947036,666.698622957426,1600.65735080531,1689.75424735309,3408.77988223702,3514.44135075322,2453.08104129902,727.357696804808,565.806690403837,545.226179089323,705.580446697284,2162.29736280405,2090.37122925151,2357.7812172866,1489.92374220304,442.246222517108,1728.42737942471,313.867418433884,3046.52230093699,1618.70466671504,2319.69473395136,280.24205928799,1587.00759249509,477.237860136438,453.750753057598,382.547824540662,0,341.645123681207,1271.29174107934,1310.53273839134,2565.94934327734,1145.47590296706,203.537570945395,1259.37459400155,1440.26392093058,1105.71054207211,1308.32773217437,3133.26670360883,1319.78787151697,1188.25622499915,1343.52146855433,1207.31000599829,195.079286903793,2715.15746882246,475.872452872226,1091.63975480849,993.677795882777,2610.83157606689,3080.72308190455,2132.33534008034,655.598673479821,2697.25404352272,2750.58008973916,2858.7351831811,2846.2369912091,3551.47971910342,2666.62099072168,2696.45601052468,3264.42048478908,2692.89851982362,1286.6457464721,1691.66771434051,298.131680535919,1683.73474303284,1455.46119055776,1481.56775882267,2137.27456361763,694.084413198661,3747.17619706993,1056.75383304076,2369.62605388026,2336.01144570255,2327.4690989118,1343.96865835052,3044.07351589236,1403.18616959223,1524.26035124085,3371.72402613969,2897.6838951747,510.682773491392
"ilon1239",1435.01729096054,1891.92609253254,940.517810453838,1708.83220130431,55.2731731879471,1070.04916640086,1160.98911067884,1151.97407533494,1361.78377973834,1185.23568519229,1068.22241544064,378.916729102443,822.768326426365,1893.74261421237,1942.17151709483,564.495327536799,976.61993208302,869.7554506179,3841.99542986148,3947.65689837768,2886.29658892349,970.082057802932,455.884087982512,428.604925773601,1138.79599432175,2595.51291042851,1044.32407742441,2790.99676491107,3933.15459036794,175.818477147202,577.626336045049,193.889134524538,3479.73784856145,2051.92021433951,2752.91028157583,404.207852286294,539.307861433132,351.796144208741,267.276098545308,292.377883576462,341.645123681207,0,1194.79129256935,473.945856601608,1128.63289479662,1578.69145059153,203.70099316595,1182.87414549155,668.857115334169,1029.21009356211,1877.63139826688,3566.4822512333,489.589341563199,553.635922970086,612.099628332044,505.318870898593,307.822328648322,3148.37301644693,469.103668249118,1015.1393062985,1426.89334350724,1476.92798722126,3513.93862952901,2565.55088770481,483.724276785574,3130.46959114719,3183.79563736362,3291.95073080557,3279.45253883357,3984.69526672789,3099.83653834614,3129.67155814914,3697.63603241355,3126.11406744809,563.825014184482,2124.88326196497,601.272063838329,2116.95029065731,1888.67673818223,3501.5743801071,2570.49011124209,1127.29996082313,4180.3917446944,714.789555679777,2802.84160150472,2769.22699332701,2760.68464653627,1777.18420597498,3477.28906351682,1821.33622650843,1957.47589886531,3804.93957376415,3330.89944279917,178.828050969913
"ivat1242",779.809682028604,3591.43083121763,2028.76530211157,1390.43443275888,1227.04787356454,414.841557468927,842.59134213341,833.576306789507,1043.38601119291,866.837916646857,240.347415613393,922.987208561142,1541.11591979189,3683.80681749534,1623.77374854939,945.549726354975,1715.47512988434,1804.57202643213,3523.59766131605,3629.25912983225,2567.89882037805,651.6842892575,761.373174259666,786.660523811177,820.398225776317,2277.11514188308,2205.18900833054,2472.59899636563,3614.75682182251,1693.54482726322,1333.52916236928,1001.45099923223,3161.34008001602,1733.52244579407,2434.51251303039,885.092625089899,1192.10937543966,852.529768376533,949.195716729942,898.88703278622,1271.29174107934,1194.79129256935,0,1425.35051747037,2680.76712235638,1260.2936820461,1087.06126891961,527.666536559621,1045.36570387515,710.812325016679,3553.39860074666,3248.08448268786,924.88965446154,793.35800794372,948.6232514989,812.411788942867,982.681272602358,2829.97524790149,707.32515766471,696.741537753063,1108.49557496181,2725.64935514592,3195.54086098358,2247.15311915938,1790.56727628501,2812.07182260175,2865.39786881819,2973.55296226014,2961.05477028814,3666.29749818245,2781.43876980071,2811.27378960371,3379.23826386811,2807.71629890266,1401.46352555114,1806.48549341954,925.43051132468,1798.55252211187,1570.27896963679,3183.17661156167,2252.09234269666,808.902192277693,3861.99397614896,1171.57161211979,2484.44383295929,2450.82922478158,2442.28687799083,1458.78643742955,3158.89129497139,3749.17393041999,1639.07813031988,3486.54180521872,3012.50167425373,1186.30587485699
"alab1246",1665.57651586156,872.52626805315,881.195405931354,362.89224509112,541.878093779424,1300.60839130188,881.832339445407,712.25929743586,922.069001839264,745.52090729321,1298.78164034166,1471.9442020076,393.54602361168,1244.44060717552,596.231560881632,838.218356712916,567.905233704133,657.002130251914,2376.02776513584,2481.68923365204,1420.32892419784,881.416473195837,1310.33016770612,1335.61751725763,859.639223088313,1129.54524570287,1057.61911215033,1325.02910018542,1069.84069011863,443.504005308239,841.299954295158,720.115478682356,2013.77018383581,705.980258126313,1286.94261685018,1114.82480902824,1741.06636888612,1401.48676182299,1498.1527101764,1447.84402623267,1310.53273839134,473.945856601608,1425.35051747037,0,639.66993007075,312.42787233901,656.354546477517,1413.43337039258,1594.3226973216,1259.76931846313,918.161703267882,2100.51458650765,1473.846647908,1342.31500139017,1497.58024494535,1361.36878238932,1212.4134565407,1682.40535172128,1256.28215111117,1245.69853119952,834.753693624457,1578.07945896571,2047.97096480337,1099.58322297916,642.997380104798,1664.50192642154,1717.82797263798,1825.98306607992,1813.48487410792,2518.72760200224,1633.8688736205,1663.7038934235,2231.6683676879,1660.14640272244,65.433221121376,658.915597239328,1155.16269526302,771.010334444113,422.709073456582,2035.60671538146,1104.52244651645,848.14318958969,2714.42407996875,225.830811053038,1336.87393677908,1303.25932860137,1294.71698181062,431.244249761787,2011.32139879118,953.718571874883,611.535942652117,2338.97190903851,1864.93177807352,702.531457341751
"atii1237",2920.99312074756,584.526867394024,211.958437530899,1618.30884997713,1206.12145223936,2556.02499618789,2137.24894433141,1967.67590232187,2177.48560672527,2000.93751217922,2554.19824522767,2727.3608068936,476.383197942571,674.646803509755,622.318742954923,689.566676109875,513.812424870856,522.106144307738,2254.661662527,2360.3231310432,1298.96282158901,2136.83307808184,2565.74677259213,2591.03412214364,2115.05582797432,1008.17914309403,249.115638132131,1203.66299757659,632.73490579445,939.144910607552,1523.67381726419,2805.82459756469,1892.40408122697,480.358666689165,324.90943609679,2370.24141391424,2996.48297377213,2656.90336670899,2753.5693150624,2703.26063111868,2565.94934327734,1128.63289479662,2680.76712235638,639.66993007075,0,1567.84447722502,2572.21005774395,2668.84997527858,2849.73930220761,2515.18592334914,483.796286346086,1979.14848389882,2729.263252794,2597.73160627618,2752.99684983136,2616.78538727533,2467.8300614267,1561.03924911245,2511.69875599717,2501.11513608552,2090.17029851046,197.908794271853,1926.60486219453,978.217120370329,724.712562763652,1543.13582381271,1596.46187002914,1704.61696347109,1571.44475701117,2397.36149939341,1512.50277101166,1542.33779081466,2110.30226507907,1418.10628562569,754.515322006071,417.531973788071,2410.57930014902,431.634766576143,339.106567289969,1793.56659828471,1075.87215411168,2103.5597944757,2593.05797735992,2032.07655176319,1094.83381968233,1061.21921150462,1173.35087920179,733.054035773771,1769.28128169443,635.194802200514,533.469469814416,2096.93179194176,1622.89166097677,1276.9022746312
"iray1237",1500.51968043729,500.66247068817,915.842656980206,277.511787627522,1610.94803158672,1135.55155587761,716.775504021134,547.202462011588,757.012166414991,580.464071868937,1133.72480491739,1306.88736658332,428.193274660532,917.84336519365,510.851103418034,872.865607761768,602.552484752985,691.649381300765,2410.67501618469,2516.33648470089,1454.97617524669,716.359637771564,1145.27333228185,1170.56068183336,694.58238766404,1164.19249675172,1092.26636319918,1359.67635123427,856.753638337172,1133.57632659634,1717.42932039146,1385.35115725442,2048.41743488466,620.599800662715,1321.58986789903,949.767973603964,1576.00953346185,1236.42992639872,1333.09587475212,1282.7871908084,1145.47590296706,1578.69145059153,1260.2936820461,312.42787233901,1567.84447722502,0,1151.73661743367,1248.3765349683,1429.26586189733,1094.71248303886,502.767320268958,2135.1618375565,1308.78981248372,1177.2581659659,1332.52340952108,1196.31194696505,1047.35662111642,1717.05260277013,1091.22531568689,1080.64169577525,669.696858200184,1612.72671001456,2082.61821585222,1134.23047402802,677.64463115365,1699.14917747039,1752.47522368683,1860.63031712878,1848.13212515678,2553.37485305109,1668.51612466935,1698.35114447235,2266.31561873675,1694.7936537713,288.540880419777,693.56284828818,990.105859838745,685.629876980515,457.356324505434,760.064003668636,1139.1696975653,683.086354165417,2749.07133101761,611.603111452914,1371.52118782793,1337.90657965022,1329.36423285947,345.863792298188,2045.96864984003,713.092787205091,526.155485188518,1135.14402966636,1899.57902912237,1570.20603287917
