"gloss","wordform","feature","loading"
"hand","bɨktɨn","hand::bɨktɨn",-0.00487377903355231
"blood","rogoq","blood::rogoq",0.00484705746982638
"Five","'lima","Five::'lima",-0.00483641650750883
"cloud","paŋánod","cloud::paŋánod",0.00481787944016039
"husband","ʔasawa","husband::ʔasawa",-0.00481195049443756
"star","blɔtik","star::blɔtik",-0.00480545802281372
"dirty","madumi","dirty::madumi",0.00479491206752374
"to.buy","bayad","to.buy::bayad",-0.00479066082467838
"feather","bolbol","feather::bolbol",0.00478205238609662
"breast","duduʔ","breast::duduʔ",0.00477023172913028
"short","ʔababaʔ","short::ʔababaʔ",0.00476575881090498
"bird","manukmanuk","bird::manukmanuk",-0.00475466847853825
"thin","manipis","thin::manipis",0.00473976661722869
"thick","madamɨl","thick::madamɨl",0.00473012066517611
"sharp","matarom","sharp::matarom",0.00472050648056466
"right","wanán","right::wanán",0.0047196529413018
"leg.foot","bisit","leg.foot::bisit",0.00470538320121694
"to.fly","lupad","to.fly::lupad",0.00468940861489692
"to.choose","pilí","to.choose::pilí",0.00468281616135753
"stick.wood","kayo","stick.wood::kayo",-0.00467725114478235
"louse","ku:tu","louse::ku:tu",0.00467693602903721
"to.turn","giling","to.turn::giling",-0.00466676858060972
"to.plant","tanom","to.plant::tanom",0.00466059766341251
"to.suck","sopsop","to.suck::sopsop",0.00465502712890358
"warm","minit","warm::minit",-0.0046457930832728
"to.drink","uminóm","to.drink::uminóm",0.0046439305494455
"big","dakʌl","big::dakʌl",0.00460051648491215
"name","ngalan","name::ngalan",-0.00459857872015226
"root","ramut","root::ramut",0.00458015913983568
"ear","layag","ear::layag",-0.00457183137150836
"wife","ʔasawa","wife::ʔasawa",-0.00454226876666903
"to.eat","mangan","to.eat::mangan",0.00453678415751522
"to.steal","ta:kaw","to.steal::ta:kaw",-0.00452774884849079
"rat","ʔungeh","rat::ʔungeh",-0.00451867791819097
"to.stand","magtindog","to.stand::magtindog",0.00451845963002692
"to.yawn","mowab","to.yawn::mowab",0.00450985642840635
"liver","ʔatáy","liver::ʔatáy",0.00450730832137518
"to.vomit","ʔutaʔ","to.vomit::ʔutaʔ",-0.004472396039506
"earth.soil","luta","earth.soil::luta",-0.00446630614812462
"to.eat","kuman","to.eat::kuman",0.00442875688297285
"shoulder","balikat","shoulder::balikat",0.00441871671891331
"grass","ruot","grass::ruot",0.00441072789240475
"breast","dudo","breast::dudo",0.00438643108124112
"you","kayo","you::kayo",0.00437442397841909
"to.burn","sonog","to.burn::sonog",0.00435310253031324
"to.drink","inóm","to.drink::inóm",0.00434285351331017
"eye","matah","eye::matah",-0.00433239065493205
"day","ʔaldaw","day::ʔaldaw",0.00432597163733909
"mother","nánay","mother::nánay",0.00432531831649943
"old","daan","old::daan",-0.00432171751413236
"to.throw","timbag","to.throw::timbag",-0.0043053224636812
"thin","nipís","thin::nipís",0.00428865179758748
"how.","piga","how.::piga",0.00427578663546518
"mouth","babaʔ","mouth::babaʔ",0.0042744572396646
"year","tuʔig","year::tuʔig",-0.00426573983876084
"mother","inay","mother::inay",0.00424994996122271
"intestines","tinaʔi","intestines::tinaʔi",0.00424285342846515
"Ten","sapuluʔ","Ten::sapuluʔ",-0.00424027434677729
"back","beneg","back::beneg",-0.00422379527051656
"to.turn","liko","to.turn::liko",-0.00417768444914148
"breast","kagpa","breast::kagpa",-0.00416950279437794
"Twenty","du'wam 'pulu","Twenty::du'wam 'pulu",0.00415890127525539
"spider","damáng","spider::damáng",0.00415261004971334
"person.human.being","tuʔu","person.human.being::tuʔu",0.00414808971024893
"Two","duhá","Two::duhá",0.00410391550911281
"mouth","baba","mouth::baba",0.00409432252349763
"to.swim","'languy","to.swim::'languy",-0.00409371770977995
"to.sew","tahi","to.sew::tahi",0.00406648306666454
"to.pound..beat","báyu","to.pound..beat::báyu",0.00405450607169764
"ash","ʔabuh","ash::ʔabuh",-0.00404561055030929
"in..inside","sa","in..inside::sa",0.00402861195061081
"to.fly","layug","to.fly::layug",0.0040259067494512
"fat.grease","taba","fat.grease::taba",0.00400272166100485
"ear","talíŋa","ear::talíŋa",0.00398570970503167
"bird","titit","bird::titit",0.00397327458484706
"leg.foot","ʔaʔay","leg.foot::ʔaʔay",0.00397317170069662
"star","bituen","star::bituen",-0.00395283953740956
"to.think","mag-isip","to.think::mag-isip",0.00395053015108923
"to.sniff..smell","simhot","to.sniff..smell::simhot",0.00392658357732373
"to.swim","languy","to.swim::languy",-0.00391894921581027
"father","ʔamaʔ","father::ʔamaʔ",0.00390404925973248
"fat.grease","sebo","fat.grease::sebo",0.00389062133393708
"to.laugh","katawa","to.laugh::katawa",0.00388700095240336
"to.shoot","timbak","to.shoot::timbak",-0.00387089836003649
"wing","panid","wing::panid",-0.00384756395512883
"yellow","makalawag","yellow::makalawag",-0.00383872790616601
"to.eat","kaʔɨn","to.eat::kaʔɨn",0.00383025453271024
"flower","bolak","flower::bolak",-0.00378778015116256
"fire","ʔapoy","fire::ʔapoy",-0.00378049273026021
"fish","sira","fish::sira",-0.00377884640063695
"to.vomit","úta","to.vomit::úta",0.00377806777797511
"louse","kutuʔ","louse::kutuʔ",-0.00377282337774147
"if.","ʔaw","if.::ʔaw",-0.00375690389862304
"One","ʔisa","One::ʔisa",0.00373628580531729
"we","ita","we::ita",0.00372819632941125
"big","daku","big::daku",0.00370278281818214
"lightning","linti","lightning::linti",0.00369998816815537
"hand","'lima","hand::'lima",0.00368509382574256
"ash","abo'","ash::abo'",0.00364945311495391
"to.dream","damgo","to.dream::damgo",0.00364287400103
"bone","tula:ng","bone::tula:ng",0.00363148642583252
"thin","mɨpis","thin::mɨpis",-0.00361458706278749
"dust","ʔabog","dust::ʔabog",0.00360329137610963
"belly","buyón","belly::buyón",0.00360201818052431
"belly","tinaʔi","belly::tinaʔi",0.00358679845282568
"mosquito","hilam","mosquito::hilam",-0.00356498104757905
"to.say","súlti","to.say::súlti",-0.00354974322574187
"ash","ʔabu","ash::ʔabu",-0.00352636954528838
"neck","liyɨg","neck::liyɨg",-0.00351351014218793
"tooth","ngipʌn","tooth::ngipʌn",0.00350522534999621
"left","holi","left::holi",-0.0035015337700673
"to.see","kita","to.see::kita",-0.0034631511112517
"liver","'ʔatɨy","liver::'ʔatɨy",0.003425922352858
"to.split","sipak","to.split::sipak",-0.00338017833080017
"dust","ʔapuk","dust::ʔapuk",0.00336985177381173
"Four","pat","Four::pat",-0.00336526081537336
"to.buy","gatangen","to.buy::gatangen",0.00334182081508921
"to.steal","takew","to.steal::takew",-0.00333841809169671
"to.turn","tɨyɨb","to.turn::tɨyɨb",0.00333301499386745
"fat.grease","tabaʔ","fat.grease::tabaʔ",0.0033223649187862
"to.kill","patayan","to.kill::patayan",0.00328872696282503
"Eight","wala","Eight::wala",0.00328474345428692
"to.cut..hack","utod","to.cut..hack::utod",0.00326629419823952
"to.work","hinang","to.work::hinang",-0.00326557904136577
"dog","'ʔiduʔ","dog::'ʔiduʔ",0.00326512423873879
"salt","ʔasin","salt::ʔasin",-0.00325399144686623
"bone","tolan","bone::tolan",0.00324802175642768
"snake","sawá","snake::sawá",0.00319829883756182
"rope","pisiʔ","rope::pisiʔ",-0.00316140559685713
"day","araw","day::araw",0.003150071617981
"to.live..be.alive","mabuhi","to.live..be.alive::mabuhi",0.00314724359140171
"name","ngan","name::ngan",0.00313847455827223
"to.drink","ʔinum","to.drink::ʔinum",-0.00313734322016258
"to.come","ʔabút","to.come::ʔabút",0.00311020265006651
"green","birdi","green::birdi",0.00309426842092306
"moon","búlan","moon::búlan",0.00309208748542618
"woods.forest","kagulangan","woods.forest::kagulangan",0.00308612037383745
"thatch.roof","bubong","thatch.roof::bubong",0.00307494452209231
"fruit","buŋá","fruit::buŋá",0.00305845159880836
"to.kill","patay","to.kill::patay",0.00303113546862436
"smoke","úsok","smoke::úsok",0.00302161481886409
"to.cut..hack","tigbas","to.cut..hack::tigbas",0.00300615185610478
"mouth","baʔbaʔ","mouth::baʔbaʔ",0.00300145888535651
"to.vomit","ʔota","to.vomit::ʔota",0.00299954311753218
"they","siran","they::siran",-0.00299644718182488
"eye","mataʔ","eye::mataʔ",0.00298824878239584
"to.steal","magtakaw","to.steal::magtakaw",0.00297135124498526
"left","bibang","left::bibang",-0.00297089632533302
"snake","ulay","snake::ulay",-0.00296226804961567
"fish","isdá'","fish::isdá'",-0.00293435983013248
"Four","ʔɨpat","Four::ʔɨpat",0.00293215704810747
"tongue","dela","tongue::dela",0.0029281017266157
"white","putí","white::putí",0.00290708795853122
"cloud","panganud","cloud::panganud",0.00286343931465585
"all","ʔɨmin","all::ʔɨmin",0.00285579920831062
"black","maʔitɨm","black::maʔitɨm",0.0028457477571565
"Eight","wálu","Eight::wálu",0.00282887012095902
"hair","bok","hair::bok",0.00279855004765429
"to.kill","ʔimatay","to.kill::ʔimatay",-0.00277239712306928
"road.path","dalán","road.path::dalán",0.00275737456267305
"old","daʔan","old::daʔan",-0.00271946034086187
"head","toktok","head::toktok",0.00269703106691407
"mosquito","tagnɨk","mosquito::tagnɨk",-0.0026840862520353
"bone","tulan","bone::tulan",-0.00265128623133515
"right","kánan","right::kánan",-0.00263328279399716
"to.scratch","katal","to.scratch::katal",-0.00262576221243268
"Five","li'ma","Five::li'ma",0.0026101979360248
"person.human.being","táwo","person.human.being::táwo",0.0025941061625141
"to.plant","magtanom","to.plant::magtanom",0.00257289379988327
"house","baloy","house::baloy",-0.00255372938696212
"to.live..be.alive","buhíʔ","to.live..be.alive::buhíʔ",0.00252752731832368
"neck","liug","neck::liug",0.00251298498273113
"to.fear","talaw","to.fear::talaw",0.00250617584398657
"to.vomit","sumuka","to.vomit::sumuka",0.00250058997350347
"to.turn","liso","to.turn::liso",0.00247340235781075
"moon","bulan","moon::bulan",0.00243955835326734
"left","kannigid","left::kannigid",0.00243945409753298
"they","silá","they::silá",0.00241784605859002
"shy..ashamed","sipog","shy..ashamed::sipog",0.00240915782529
"One.Hundred","gatos","One.Hundred::gatos",0.00236113553941294
"fruit","prutas","fruit::prutas",0.00235194266373647
"Eight","walo'","Eight::walo'",-0.00235059190378121
"woman.female","bahi","woman.female::bahi",-0.00234572878501235
"to.sew","dait","to.sew::dait",-0.00234503090442033
"child","ʔanak","child::ʔanak",0.00234139896224427
"to.dream","tagaynɨp","to.dream::tagaynɨp",-0.00229771300416435
"long","mahabaʔ","long::mahabaʔ",0.00228730199286486
"fire","ʔap̄uy","fire::ʔap̄uy",0.00223515563328098
"sea","taaw","sea::taaw",-0.00220117685476676
"shoulder","baga","shoulder::baga",0.00219416569974233
"rain","ʔoran","rain::ʔoran",0.0021736457975117
"louse","kúto","louse::kúto",0.00217298201082791
"to.cook","sugba","to.cook::sugba",-0.0021356900230669
"thou","sikaw","thou::sikaw",0.00212549789660191
"tongue","dilak","tongue::dilak",0.00208599314709079
"Two","doha","Two::doha",0.00207274969229042
"to.pound..beat","lɨbɨk","to.pound..beat::lɨbɨk",0.00205316064694814
"tooth","nipin","tooth::nipin",0.00204561879931628
"to.scratch","katɨl","to.scratch::katɨl",0.00203711366294281
"to.bite","kumagat","to.bite::kumagat",-0.00201786965652344
"earth.soil","daga","earth.soil::daga",0.00201556027020312
"to.hear","dɨngɨg","to.hear::dɨngɨg",-0.00200193284123636
"to.fall","ʔulug","to.fall::ʔulug",-0.00199893816206179
"yellow","duyaw","yellow::duyaw",0.00197462024911344
"Six","anem","Six::anem",0.00196306843255675
"to.sleep","túlug","to.sleep::túlug",-0.00194719328132797
"long","mahaba","long::mahaba",0.00194505550379345
"Five","dima","Five::dima",-0.00194359988538566
"skin","pánit","skin::pánit",0.00192333464327596
"to.cook","magluto","to.cook::magluto",0.00187356220069444
"flower","sabong","flower::sabong",-0.00184760482207338
"person.human.being","tao","person.human.being::tao",-0.00183010221966028
"blood","duguʔ","blood::duguʔ",-0.00181654790522793
"stick.wood","káhoy","stick.wood::káhoy",0.0018136533835423
"to.spit","ʔɨlɨb","to.spit::ʔɨlɨb",0.00181199083110114
"far","layo","far::layo",-0.00179325837410105
"to.chew","mama","to.chew::mama",0.00178719357105441
"bird","manuk","bird::manuk",0.00176218677347483
"Six","enem","Six::enem",0.00175045258160479
"to.swim","lumangoy","to.swim::lumangoy",0.00173506036558755
"dull..blunt","hábul","dull..blunt::hábul",0.0017336449968091
"to.plant","luak","to.plant::luak",-0.00170646948152007
"wife","sáwa","wife::sáwa",-0.00170602468777386
"to.bite","kaǥat","to.bite::kaǥat",-0.0017031579991338
"painful..sick","sakit","painful..sick::sakit",-0.00169854493114623
"to.bite","banga","to.bite::banga",0.00169730817088635
"to.tie.up..fasten","ʔɨkɨt","to.tie.up..fasten::ʔɨkɨt",0.0016667873990772
"cloud","gabon","cloud::gabon",0.00165240406982161
"branch","saŋa","branch::saŋa",-0.00164916480123096
"sand","buhangin","sand::buhangin",0.00164565349758015
"to.cut..hack","tadtad","to.cut..hack::tadtad",0.00164529894349438
"to.buy","bili","to.buy::bili",-0.00163630147745474
"to.buy","palit","to.buy::palit",-0.00163254220136504
"year","rahun","year::rahun",0.00162421579795427
"old","dadan","old::dadan",0.00161399760298056
"road.path","daan","road.path::daan",-0.00160423311386606
"to.blow","ʔɨyɨp","to.blow::ʔɨyɨp",0.0015950441520872
"day","aldaw","day::aldaw",-0.00159265568759645
"near","rani","near::rani",-0.00159241956950395
"to.die..be.dead","patáy","to.die..be.dead::patáy",0.00158567632346129
"to.tie.up..fasten","ʔiket","to.tie.up..fasten::ʔiket",0.00155577428902487
"to.buy","bilí","to.buy::bilí",-0.00153725793008326
"to.vomit","uta","to.vomit::uta",-0.00147334350229744
"meat.flesh","usa","meat.flesh::usa",-0.00144143805142571
"to.walk","kadang","to.walk::kadang",0.00143833905720356
"husband","banah","husband::banah",-0.00142929102451215
"flower","burak","flower::burak",0.0014108340939543
"tooth","ngipen","tooth::ngipen",-0.00136385308387895
"good","piya","good::piya",0.00135224932315477
"to.dream","magdámgo","to.dream::magdámgo",0.00133931064146684
"rope","lúbid","rope::lúbid",0.00132096188519433
"to.die..be.dead","matay","to.die..be.dead::matay",0.00129934644910683
"to.see","kitaʔ","to.see::kitaʔ",-0.0012967706901635
"sea","da:gat","sea::da:gat",-0.00129242205230412
"to.think","isip","to.think::isip",0.00129119904728816
"back","bɨnɨg","back::bɨnɨg",0.00126019653392767
"ash","dapul","ash::dapul",0.00123742981963603
"woods.forest","kalasan","woods.forest::kalasan",0.00118267883373602
"to.vomit","ota","to.vomit::ota",0.00116677109171854
"black","itúm","black::itúm",-0.00116672427816745
"to.say","ʔikagi","to.say::ʔikagi",-0.00115391269284043
"person.human.being","taw","person.human.being::taw",0.0011463822842948
"to.breathe","anges","to.breathe::anges",0.00113909718223242
"husband","sawa","husband::sawa",-0.00113400348045846
"to.buy","palít","to.buy::palít",0.00111582875837593
"to.throw","bakal","to.throw::bakal",-0.00110314955463519
"spider","lawaʔ","spider::lawaʔ",0.00109770366509537
"to.eat","kaan","to.eat::kaan",-0.00109061155030014
"woods.forest","kagurangan","woods.forest::kagurangan",0.0010625735681973
"star","bituʔun","star::bituʔun",-0.00105694562516643
"to.breathe","gináwa","to.breathe::gináwa",-0.00101993517510467
"dry","bilad","dry::bilad",0.00101940372089279
"red","mapulaʔ","red::mapulaʔ",-0.000981021877300763
"to.die..be.dead","matey","to.die..be.dead::matey",-0.000966137533103756
"Four","epat","Four::epat",-0.000962625469314599
"stick.wood","'kayu","stick.wood::'kayu",-0.000958999909503491
"to.pound..beat","lebek","to.pound..beat::lebek",-0.000946578485309274
"to.shoot","panaʔ","to.shoot::panaʔ",-0.000932130190419741
"all","lahat","all::lahat",0.000928447744267035
"worm..earthworm.","watí","worm..earthworm.::watí",0.000905616671550987
"to.hunt","ʔanup","to.hunt::ʔanup",0.000886220898702858
"rope","lobid","rope::lobid",0.000876185206044837
"to.shoot","pintik","to.shoot::pintik",0.000812626044965382
"hair","book","hair::book",0.000785525149539043
"to.fly","layog","to.fly::layog",0.000781749792425862
"fish","ʔisdaʔ","fish::ʔisdaʔ",-0.000764075198286809
"dry","tahay","dry::tahay",0.000760401757004862
"you","kamu","you::kamu",-0.000731516952392325
"no..not","ʔindiʔ","no..not::ʔindiʔ",0.000716513602156897
"feather","bubul","feather::bubul",-0.00069706052308621
"big","dakulaʔ","big::dakulaʔ",-0.000693596879913103
"moon","buan","moon::buan",-0.000677442425343561
"to.swim","molangóy","to.swim::molangóy",-0.000663369355802187
"to.dig","kutkot","to.dig::kutkot",-0.000657909894179944
"and","daw","and::daw",-0.000646648623330881
"right","wanan","right::wanan",-0.000629687577751361
"to.fly","maglupad","to.fly::maglupad",0.000576183622783633
"narrow","mapiyɨt","narrow::mapiyɨt",-0.000559742162384103
"thou","sika","thou::sika",0.000526815287895616
"woods.forest","gulangan","woods.forest::gulangan",-0.000514394131760961
"belly","tian","belly::tian",0.000513109518058809
"fat.grease","tava","fat.grease::tava",0.00050376935559479
"sharp","matalas","sharp::matalas",0.000500283346026872
"sharp","mahaʔit","sharp::mahaʔit",0.000476692180711121
"tooth","ngípen","tooth::ngípen",-0.000474973068803646
"when.","kanu","when.::kanu",0.000468339161318431
"to.bite","kagat","to.bite::kagat",-0.000457595407422952
"green","lunhaw","green::lunhaw",0.000436017032336338
"Two","dowa","Two::dowa",-0.000435655782505456
"leg.foot","paa","leg.foot::paa",-0.000415622022895091
"rain","ʔuran","rain::ʔuran",0.000410627026591423
"Two","duá","Two::duá",-0.000400302873711694
"to.fall","dagdag","to.fall::dagdag",0.00039238256156284
"to.walk","lákaw","to.walk::lákaw",0.000391763384843082
"near","duol","near::duol",-0.000379659779508447
"to.cry","sugaw","to.cry::sugaw",-0.000377701950415869
"eye","máta","eye::máta",0.000377170496203995
"tongue","díla'","tongue::díla'",0.000376445391412042
"to.say","ibaga","to.say::ibaga",0.000368047146499052
"woman.female","bayi","woman.female::bayi",-0.000358889847174052
"head","ʔolo","head::ʔolo",0.000352799936642468
"left","kaliwâ","left::kaliwâ",0.000342314193289658
"white","puraw","white::puraw",0.00034227237090861
"house","baley","house::baley",0.000340797492326439
"thou","ke","thou::ke",0.000321087009647611
"below","sirib","below::sirib",0.000293956116673472
"star","bitún","star::bitún",-0.000285991938834531
"dirty","maripaʔ","dirty::maripaʔ",0.000269681727768528
"louse","toma","louse::toma",0.000262139880136676
"thunder","daugdug","thunder::daugdug",0.000259745501697171
"to.sleep","torog","to.sleep::torog",0.000238805475229005
"to.swim","kapay","to.swim::kapay",-0.000221130881089953
"to.work","mag-uma","to.work::mag-uma",0.000212216273194739
"to.burn","sunug","to.burn::sunug",0.000211165141756177
"sea","láud","sea::láud",0.000188570652152627
"hand","kamút","hand::kamút",0.000152307456042591
"flower","burák","flower::burák",-0.000112506383982695
"house","bahay","house::bahay",8.7365058812738e-05
"wide","malakbang","wide::malakbang",8.26687733325851e-05
"meat.flesh","carne","meat.flesh::carne",-7.60635824548104e-05
"wife","ʔasáwa","wife::ʔasáwa",-7.56696040384133e-05
"shoulder","ʔaba:ga","shoulder::ʔaba:ga",6.18221217336847e-05
"to.hit","sumbag","to.hit::sumbag",-5.91766807544663e-05
"to.vomit","sukaʔ","to.vomit::sukaʔ",5.27350487545776e-05
"hair","buhuk","hair::buhuk",-5.16546733061948e-05
"to.work","buwát","to.work::buwát",4.12371571543429e-05
