ID	CONCEPT	DOCULECT	FORM	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGNATES
5203	bone	TIRURAY	bukal	b u k a l	1 7 1 7 5	AXBYN	PYKAL	149	149.P.C 149.Y.V 149.K.C 149.A.V 149.L.c	2.0 1.5 1.75 1.3 0.8	bukal	0	429
5243	bone	TURKISH	kemik	k e m i k	1 7 4 7 1	AXBYN	KEMIK	150	150.K.C 150.E.V 150.M.C 150.I.V 150.K.c	2.0 1.5 1.75 1.3 0.8	kemik	0	430
5283	bone	UGARITIC	X8Xm	x x m	3 3 4	ACC	GGM	151	151.G.C 151.G.C 151.M.C	2.0 1.5 1.5	xxm	0	431
5323	bone	WARAY WARAY	tulan	t u l a n	1 7 5 7 4	AXBYN	TYLAN	152	152.T.C 152.Y.V 152.L.C 152.A.V 152.N.c	2.0 1.5 1.75 1.3 0.8	tulan	0	289
5363	bone	YAKAN	tolaŋ	t o l a ŋ	1 7 5 7 4	AXBYN	TULAN	153	153.T.C 153.U.V 153.L.C 153.A.V 153.N.c	2.0 1.5 1.75 1.3 0.8	tolaŋ	0	289
5403	bone	YOGAD	tulaŋ	t u l a ŋ	1 7 5 7 4	AXBYN	TYLAN	154	154.T.C 154.Y.V 154.L.C 154.A.V 154.N.c	2.0 1.5 1.75 1.3 0.8	tulaŋ	0	289
5483	bone	IMOROD	totowaŋ	t o t o w a ŋ	1 7 1 7 6 7 4	AXBYBYN	TUTUWAN	52	52.T.C 52.U.V 52.T.C 52.U.V 52.W.C 52.A.V 52.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	totowaŋ	0	332
5523	bone	BABUYAN	tohaŋ	t o h a ŋ	1 7 3 7 4	AXBYN	TUHAN	4	4.T.C 4.U.V 4.H.C 4.A.V 4.N.c	2.0 1.5 1.75 1.3 0.8	tohaŋ	0	289
5563	bone	BISAYA SABAH	panah	p a n a h	1 7 4 7 3	AXBYN	PANAH	13	13.P.C 13.A.V 13.N.C 13.A.V 13.H.c	2.0 1.5 1.75 1.3 0.8	panah	0	293
5603	bone	FINALLIG	ikor	i k o r	7 1 7 5	XBYN	IKUR	36	36.I.V 36.K.C 36.U.V 36.R.c	1.5 1.75 1.3 0.8	ikor	0	288
5643	bone	HILIGAYNON	tulan	t u l a n	1 7 5 7 4	AXBYN	TYLAN	42	42.T.C 42.Y.V 42.L.C 42.A.V 42.N.c	2.0 1.5 1.75 1.3 0.8	tulan	0	289
5683	bone	INABAKNON	taʔulaŋ	t a ʔ u l a ŋ	1 7 1 7 5 7 4	AXBYBYN	TAHYLAN	53	53.T.C 53.A.V 53.H.C 53.Y.V 53.L.C 53.A.V 53.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	taʔulaŋ	0	289
5723	bone	IRARALAY IVATAN	totowaŋ	t o t o w a ŋ	1 7 1 7 6 7 4	AXBYBYN	TUTUWAN	56	56.T.C 56.U.V 56.T.C 56.U.V 56.W.C 56.A.V 56.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	totowaŋ	0	332
5763	bone	ISAMORONG IVATAN	tohaŋ	t o h a ŋ	1 7 3 7 4	AXBYN	TUHAN	58	58.T.C 58.U.V 58.H.C 58.A.V 58.N.c	2.0 1.5 1.75 1.3 0.8	tohaŋ	0	289
5803	bone	IVASAY IVATAN	tohaŋ	t o h a ŋ	1 7 3 7 4	AXBYN	TUHAN	64	64.T.C 64.U.V 64.H.C 64.A.V 64.N.c	2.0 1.5 1.75 1.3 0.8	tohaŋ	0	289
5843	bone	KANKANAEY	toŋa	t o ŋ a	1 7 4 7	AXBZ	TUNA	74	74.T.C 74.U.V 74.N.C 74.A.V	2.0 1.5 1.75 0.8	toŋa	0	285
5883	bone	LIMOS KALINGA	duli	d u l i	1 7 5 7	AXBZ	TYLI	81	81.T.C 81.Y.V 81.L.C 81.I.V	2.0 1.5 1.75 0.8	duli	0	308
5923	bone	MANDAYAN BOSO	pəsaʔ	p ə s a ʔ	1 7 3 7 1	AXBYN	PESAH	85	85.P.C 85.E.V 85.S.C 85.A.V 85.H.c	2.0 1.5 1.75 1.3 0.8	pəsaʔ	0	349
5963	bone	MANDAYAN CARAGA	pusaʔ	p u s a ʔ	1 7 3 7 1	AXBYN	PYSAH	86	86.P.C 86.Y.V 86.S.C 86.A.V 86.H.c	2.0 1.5 1.75 1.3 0.8	pusaʔ	0	349
6003	bone	MANDAYAN ISLAM PISO	pusaʔ	p u s a ʔ	1 7 3 7 1	AXBYN	PYSAH	87	87.P.C 87.Y.V 87.S.C 87.A.V 87.H.c	2.0 1.5 1.75 1.3 0.8	pusaʔ	0	349
6043	bone	MANSAKA 2	pəsaʔ	p ə s a ʔ	1 7 3 7 1	AXBYN	PESAH	96	96.P.C 96.E.V 96.S.C 96.A.V 96.H.c	2.0 1.5 1.75 1.3 0.8	pəsaʔ	0	349
6083	bone	PROTO SOUTHERN MINDANAO	tulan	t u l a n	1 7 5 7 4	AXBYN	TYLAN	116	116.T.C 116.Y.V 116.L.C 116.A.V 116.N.c	2.0 1.5 1.75 1.3 0.8	tulan	0	289
6123	bone	SINAUNA	butʔi	b u t ʔ i	1 7 1 1 7	AXMBZ	PYTHI	126	126.P.C 126.Y.V 126.T.c 126.H.C 126.I.V	2.0 1.5 1.1 1.75 0.8	butʔi	0	379
6163	bone	SOUTHERN KALINGA	Culi	c u l i	1 7 5 7	AXBZ	CYLI	130	130.C.C 130.Y.V 130.L.C 130.I.V	2.0 1.5 1.75 0.8	culi	0	308
4	breast	AGTA	susu	s u s u	3 7 3 7	AXBZ	SYSY	1	1.S.C 1.Y.V 1.S.C 1.Y.V	2.0 1.5 1.75 0.8	susu	0	471
44	breast	AKLANON	susu	s u s u	3 7 3 7	AXBZ	SYSY	2	2.S.C 2.Y.V 2.S.C 2.Y.V	2.0 1.5 1.75 0.8	susu	0	471
84	breast	ATTA PAMPLONA	gataʔ	g a t a ʔ	1 7 1 7 1	AXBYN	KATAH	3	3.K.C 3.A.V 3.T.C 3.A.V 3.H.c	2.0 1.5 1.75 1.3 0.8	gataʔ	0	434
124	breast	BALANGAW	soso	s o s o	3 7 3 7	AXBZ	SUSU	5	5.S.C 5.U.V 5.S.C 5.U.V	2.0 1.5 1.75 0.8	soso	0	471
164	breast	BALANGINGI SAMA	duduʔ	d u d u ʔ	1 7 1 7 1	AXBYN	TYTYH	6	6.T.C 6.Y.V 6.T.C 6.Y.V 6.H.c	2.0 1.5 1.75 1.3 0.8	duduʔ	0	437
204	breast	BALANGINGI SAMA (1)	duduʔ	d u d u ʔ	1 7 1 7 1	AXBYN	TYTYH	7	7.T.C 7.Y.V 7.T.C 7.Y.V 7.H.c	2.0 1.5 1.75 1.3 0.8	duduʔ	0	437
244	breast	BASQUE	diti	d i t i	1 7 1 7	AXBZ	TITI	8	8.T.C 8.I.V 8.T.C 8.I.V	2.0 1.5 1.75 0.8	diti	0	437
284	breast	BATAK PALAWAN	dudu	d u d u	1 7 1 7	AXBZ	TYTY	9	9.T.C 9.Y.V 9.T.C 9.Y.V	2.0 1.5 1.75 0.8	dudu	0	437
324	breast	BILAAN KORONADAL	tutuʔ	t u t u ʔ	1 7 1 7 1	AXBYN	TYTYH	10	10.T.C 10.Y.V 10.T.C 10.Y.V 10.H.c	2.0 1.5 1.75 1.3 0.8	tutuʔ	0	437
364	breast	BILAAN SARANGANI	tutuʔ	t u t u ʔ	1 7 1 7 1	AXBYN	TYTYH	11	11.T.C 11.Y.V 11.T.C 11.Y.V 11.H.c	2.0 1.5 1.75 1.3 0.8	tutuʔ	0	437
404	breast	BINUKID	susu	s u s u	3 7 3 7	AXBZ	SYSY	12	12.S.C 12.Y.V 12.S.C 12.Y.V	2.0 1.5 1.75 0.8	susu	0	471
444	breast	BONGGI	dudu	d u d u	1 7 1 7	AXBZ	TYTY	14	14.T.C 14.Y.V 14.T.C 14.Y.V	2.0 1.5 1.75 0.8	dudu	0	437
484	breast	BONTOC GUINAANG	soso	s o s o	3 7 3 7	AXBZ	SUSU	15	15.S.C 15.U.V 15.S.C 15.U.V	2.0 1.5 1.75 0.8	soso	0	471
564	breast	BUHI	susu	s u s u	3 7 3 7	AXBZ	SYSY	17	17.S.C 17.Y.V 17.S.C 17.Y.V	2.0 1.5 1.75 0.8	susu	0	471
604	breast	BUHINON ALBAY BICOLANO	soso	s o s o	3 7 3 7	AXBZ	SUSU	18	18.S.C 18.U.V 18.S.C 18.U.V	2.0 1.5 1.75 0.8	soso	0	471
684	breast	BUTUANON	dughan	d u gh a n	1 7 1 7 4	AXBYN	TYKAN	20	20.T.C 20.Y.V 20.K.C 20.A.V 20.N.c	2.0 1.5 1.75 1.3 0.8	dughan	0	449
724	breast	CAIJIA	mi	m i	4 7	AX	MI	21	21.M.C 21.I.V	2.0 1.5	mi	0	450
804	breast	CASIGURAN NEGRITO	gisap	g i s a p	1 7 3 7 1	AXBYN	KISAP	23	23.K.C 23.I.V 23.S.C 23.A.V 23.P.c	2.0 1.5 1.75 1.3 0.8	gisap	0	451
844	breast	CEBUANO	dughan	d u gh a n	1 7 1 7 4	AXBYN	TYKAN	24	24.T.C 24.Y.V 24.K.C 24.A.V 24.N.c	2.0 1.5 1.75 1.3 0.8	dughan	0	449
884	breast	CENTRAL BICOLANO	susu	s u s u	3 7 3 7	AXBZ	SYSY	25	25.S.C 25.Y.V 25.S.C 25.Y.V	2.0 1.5 1.75 0.8	susu	0	471
924	breast	CENTRAL BONTOC	susu	s u s u	3 7 3 7	AXBZ	SYSY	26	26.S.C 26.Y.V 26.S.C 26.Y.V	2.0 1.5 1.75 0.8	susu	0	471
964	breast	CENTRAL DUSUN	susu	s u s u	3 7 3 7	AXBZ	SYSY	27	27.S.C 27.Y.V 27.S.C 27.Y.V	2.0 1.5 1.75 0.8	susu	0	471
1004	breast	CENTRAL TAGBANWA	tuto	t u t o	1 7 1 7	AXBZ	TYTU	28	28.T.C 28.Y.V 28.T.C 28.U.V	2.0 1.5 1.75 0.8	tuto	0	437
1044	breast	CUYONON	itən	i t ə n	7 1 7 4	XBYN	ITEN	29	29.I.V 29.T.C 29.E.V 29.N.c	1.5 1.75 1.3 0.8	itən	0	457
1084	breast	DARAGA	susu	s u s u	3 7 3 7	AXBZ	SYSY	30	30.S.C 30.Y.V 30.S.C 30.Y.V	2.0 1.5 1.75 0.8	susu	0	471
1124	breast	DUMAGAT CASIGURAN	gisat	g i s a t	1 7 3 7 1	AXBYN	KISAT	31	31.K.C 31.I.V 31.S.C 31.A.V 31.T.c	2.0 1.5 1.75 1.3 0.8	gisat	0	459
1164	breast	DUPANINGAN AGTA	gisat	g i s a t	1 7 3 7 1	AXBYN	KISAT	32	32.K.C 32.I.V 32.S.C 32.A.V 32.T.c	2.0 1.5 1.75 1.3 0.8	gisat	0	459
1204	breast	ENGLISH	brEst	b r es t	1 5 7 1	ACXN	PRET	33	33.P.C 33.R.C 33.E.V 33.T.c	2.0 1.5 1.5 0.8	brest	0	461
