ID,CONCEPT,DOCULECT,FORM,TOKENS,SONARS,PROSTRINGS,CLASSES,LANGID,NUMBERS,WEIGHTS,IPA,DUPLICATES,COGID
3697,drink,INIBALOI,inom,i n o m,7 4 7 4,XBYN,INUM,48.0,48.I.V 48.N.C 48.U.V 48.M.c,1.5 1.75 1.3 0.8,inom,0.0,834.0
3789,drink,IRANUN,inem,i n e m,7 4 7 4,XBYN,INEM,49.0,49.I.V 49.N.C 49.E.V 49.M.c,1.5 1.75 1.3 0.8,inem,0.0,834.0
3881,drink,IRIGA,ʔinum,ʔ i n u m,1 7 4 7 4,AXBYN,HINYM,50.0,50.H.C 50.I.V 50.N.C 50.Y.V 50.M.c,2.0 1.5 1.75 1.3 0.8,ʔinum,0.0,834.0
3973,drink,ISNAG,inum,i n u m,7 4 7 4,XBYN,INYM,51.0,51.I.V 51.N.C 51.Y.V 51.M.c,1.5 1.75 1.3 0.8,inum,0.0,834.0
4065,drink,ITAWIT,inum,i n u m,7 4 7 4,XBYN,INYM,52.0,52.I.V 52.N.C 52.Y.V 52.M.c,1.5 1.75 1.3 0.8,inum,0.0,834.0
4157,drink,ITNEG BINONGAN,ominom,o m i n o m,7 4 7 4 7 4,XBYBYN,UMINUM,53.0,53.U.V 53.M.C 53.I.V 53.N.C 53.U.V 53.M.c,1.5 1.75 1.3 1.75 1.3 0.8,ominom,0.0,834.0
4249,drink,JAPANESE,nomu,n o m u,4 7 4 7,AXBZ,NUMY,54.0,54.N.C 54.U.V 54.M.C 54.Y.V,2.0 1.5 1.75 0.8,nomu,0.0,834.0
4341,drink,KADAZAN,inumon,i n u m o n,7 4 7 4 7 4,XBYBYN,INYMUN,55.0,55.I.V 55.N.C 55.Y.V 55.M.C 55.U.V 55.N.c,1.5 1.75 1.3 1.75 1.3 0.8,inumon,0.0,834.0
4433,drink,KAGAYANEN,inəm,i n ə m,7 4 7 4,XBYN,INEM,56.0,56.I.V 56.N.C 56.E.V 56.M.c,1.5 1.75 1.3 0.8,inəm,0.0,834.0
4525,drink,KALAGAN,inəm,i n ə m,7 4 7 4,XBYN,INEM,57.0,57.I.V 57.N.C 57.E.V 57.M.c,1.5 1.75 1.3 0.8,inəm,0.0,834.0
4617,drink,KALINGA GUINAANG,uminum,u m i n u m,7 4 7 4 7 4,XBYBYN,YMINYM,59.0,59.Y.V 59.M.C 59.I.V 59.N.C 59.Y.V 59.M.c,1.5 1.75 1.3 1.75 1.3 0.8,uminum,0.0,834.0
4709,drink,KALINGA LIMOS,inum,i n u m,7 4 7 4,XBYN,INYM,60.0,60.I.V 60.N.C 60.Y.V 60.M.c,1.5 1.75 1.3 0.8,inum,0.0,834.0
4801,drink,KALLAHAN KAYAPA PROPER,manʔinnum,m a n ʔ i nn u m,4 7 4 1 7 4 7 4,AXMBYBYN,MANHINYM,61.0,61.M.C 61.A.V 61.N.c 61.H.C 61.I.V 61.N.C 61.Y.V 61.M.c,2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8,manʔinnum,0.0,834.0
4893,drink,KANKANAY NORTHERN,ominom,o m i n o m,7 4 7 4 7 4,XBYBYN,UMINUM,63.0,63.U.V 63.M.C 63.I.V 63.N.C 63.U.V 63.M.c,1.5 1.75 1.3 1.75 1.3 0.8,ominom,0.0,834.0
4985,drink,KAPAMPANGAN,inum,i n u m,7 4 7 4,XBYN,INYM,64.0,64.I.V 64.N.C 64.Y.V 64.M.c,1.5 1.75 1.3 0.8,inum,0.0,834.0
5077,drink,KINARAY A,inom,i n o m,7 4 7 4,XBYN,INUM,65.0,65.I.V 65.N.C 65.U.V 65.M.c,1.5 1.75 1.3 0.8,inom,0.0,834.0
5169,drink,KOREAN,masi,m a s i,4 7 3 7,AXBZ,MASI,66.0,66.M.C 66.A.V 66.S.C 66.I.V,2.0 1.5 1.75 0.8,masi,0.0,823.0
5261,drink,LEGAZPI,ʔinum,ʔ i n u m,1 7 4 7 4,AXBYN,HINYM,67.0,67.H.C 67.I.V 67.N.C 67.Y.V 67.M.c,2.0 1.5 1.75 1.3 0.8,ʔinum,0.0,834.0
5353,drink,LIBON,ʔinum,ʔ i n u m,1 7 4 7 4,AXBYN,HINYM,68.0,68.H.C 68.I.V 68.N.C 68.Y.V 68.M.c,2.0 1.5 1.75 1.3 0.8,ʔinum,0.0,834.0
5445,drink,LIVE,dʒuodjo,dʒ u o d j o,1 7 7 1 6 7,AXYBCZ,TYUTJU,69.0,69.T.C 69.Y.V 69.U.V 69.T.C 69.J.C 69.U.V,2.0 1.5 1.3 1.75 1.5 0.8,dʒuodjo,0.0,888.0
5537,drink,MAMANWA,inəm,i n ə m,7 4 7 4,XBYN,INEM,70.0,70.I.V 70.N.C 70.E.V 70.M.c,1.5 1.75 1.3 0.8,inəm,0.0,834.0
5721,drink,MANOBO ATA,inum,i n u m,7 4 7 4,XBYN,INYM,74.0,74.I.V 74.N.C 74.Y.V 74.M.c,1.5 1.75 1.3 0.8,inum,0.0,834.0
5813,drink,MANOBO DIBABAWON,inəm,i n ə m,7 4 7 4,XBYN,INEM,75.0,75.I.V 75.N.C 75.E.V 75.M.c,1.5 1.75 1.3 0.8,inəm,0.0,834.0
5905,drink,MANOBO ILIANEN,inum,i n u m,7 4 7 4,XBYN,INYM,76.0,76.I.V 76.N.C 76.Y.V 76.M.c,1.5 1.75 1.3 0.8,inum,0.0,834.0
5997,drink,MANOBO KALAMANSIG COTABATO,inəm,i n ə m,7 4 7 4,XBYN,INEM,77.0,77.I.V 77.N.C 77.E.V 77.M.c,1.5 1.75 1.3 0.8,inəm,0.0,834.0
6089,drink,MANOBO SARANGANI,inom,i n o m,7 4 7 4,XBYN,INUM,78.0,78.I.V 78.N.C 78.U.V 78.M.c,1.5 1.75 1.3 0.8,inom,0.0,834.0
6181,drink,MANOBO TIGWA,inum,i n u m,7 4 7 4,XBYN,INYM,79.0,79.I.V 79.N.C 79.Y.V 79.M.c,1.5 1.75 1.3 0.8,inum,0.0,834.0
6273,drink,MANOBO WESTERN BUKIDNON,inum,i n u m,7 4 7 4,XBYN,INYM,80.0,80.I.V 80.N.C 80.Y.V 80.M.c,1.5 1.75 1.3 0.8,inum,0.0,834.0
6365,drink,MANSAKA,inəm,i n ə m,7 4 7 4,XBYN,INEM,81.0,81.I.V 81.N.C 81.E.V 81.M.c,1.5 1.75 1.3 0.8,inəm,0.0,834.0
6457,drink,MAPUN,inum,i n u m,7 4 7 4,XBYN,INYM,82.0,82.I.V 82.N.C 82.Y.V 82.M.c,1.5 1.75 1.3 0.8,inum,0.0,834.0
6549,drink,MARANAO,inom,i n o m,7 4 7 4,XBYN,INUM,83.0,83.I.V 83.N.C 83.U.V 83.M.c,1.5 1.75 1.3 0.8,inom,0.0,834.0
6641,drink,MASBATENYO,maginom,m a g i n o m,4 7 1 7 4 7 4,AXBYBYN,MAKINUM,84.0,84.M.C 84.A.V 84.K.C 84.I.V 84.N.C 84.U.V 84.M.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,maginom,0.0,834.0
6733,drink,MINANGALI LOWER TANUDAN KALINGA,uminum,u m i n u m,7 4 7 4 7 4,XBYBYN,YMINYM,85.0,85.Y.V 85.M.C 85.I.V 85.N.C 85.Y.V 85.M.c,1.5 1.75 1.3 1.75 1.3 0.8,uminum,0.0,834.0
6825,drink,MOKSHA,sjimoms,s j i m o ms,3 6 7 4 7 4,ACXBYN,SJIMUM,86.0,86.S.C 86.J.C 86.I.V 86.M.C 86.U.V 86.M.c,2.0 1.5 1.5 1.75 1.3 0.8,sjimoms,0.0,904.0
6917,drink,MOLBOG,inum,i n u m,7 4 7 4,XBYN,INYM,87.0,87.I.V 87.N.C 87.Y.V 87.M.c,1.5 1.75 1.3 0.8,inum,0.0,834.0
7009,drink,MONGOLIAN,untLa,u n t a,7 4 1 7,XMBZ,YNTA,88.0,88.Y.V 88.N.c 88.T.C 88.A.V,1.5 1.1 1.75 0.8,unta,0.0,829.0
7101,drink,MORO MAGINDANAU,inum,i n u m,7 4 7 4,XBYN,INYM,89.0,89.I.V 89.N.C 89.Y.V 89.M.c,1.5 1.75 1.3 0.8,inum,0.0,834.0
7193,drink,NORTHERN CATANDUANES,ʔinum,ʔ i n u m,1 7 4 7 4,AXBYN,HINYM,90.0,90.H.C 90.I.V 90.N.C 90.Y.V 90.M.c,2.0 1.5 1.75 1.3 0.8,ʔinum,0.0,834.0
7285,drink,NORTHERN SORSOGON,ʔinum,ʔ i n u m,1 7 4 7 4,AXBYN,HINYM,91.0,91.H.C 91.I.V 91.N.C 91.Y.V 91.M.c,2.0 1.5 1.75 1.3 0.8,ʔinum,0.0,834.0
7377,drink,OAS,ʔinum,ʔ i n u m,1 7 4 7 4,AXBYN,HINYM,92.0,92.H.C 92.I.V 92.N.C 92.Y.V 92.M.c,2.0 1.5 1.75 1.3 0.8,ʔinum,0.0,834.0
7469,drink,PALAWANO BATAK,inum,i n u m,7 4 7 4,XBYN,INYM,93.0,93.I.V 93.N.C 93.Y.V 93.M.c,1.5 1.75 1.3 0.8,inum,0.0,834.0
7561,drink,PANGASINAN,inom,i n o m,7 4 7 4,XBYN,INUM,94.0,94.I.V 94.N.C 94.U.V 94.M.c,1.5 1.75 1.3 0.8,inom,0.0,834.0
7653,drink,PANGUTARAN SAMA,inum,i n u m,7 4 7 4,XBYN,INYM,95.0,95.I.V 95.N.C 95.Y.V 95.M.c,1.5 1.75 1.3 0.8,inum,0.0,834.0
7745,drink,PROTO PALAWAN,ʔinum,ʔ i n u m,1 7 4 7 4,AXBYN,HINYM,96.0,96.H.C 96.I.V 96.N.C 96.Y.V 96.M.c,2.0 1.5 1.75 1.3 0.8,ʔinum,0.0,834.0
7837,drink,QUEZON PALAWAN,minum,m i n u m,4 7 4 7 4,AXBYN,MINYM,97.0,97.M.C 97.I.V 97.N.C 97.Y.V 97.M.c,2.0 1.5 1.75 1.3 0.8,minum,0.0,834.0
7929,drink,ROMBLOMANON 2,inum,i n u m,7 4 7 4,XBYN,INYM,98.0,98.I.V 98.N.C 98.Y.V 98.M.c,1.5 1.75 1.3 0.8,inum,0.0,834.0
8021,drink,SAMAL,inum,i n u m,7 4 7 4,XBYN,INYM,99.0,99.I.V 99.N.C 99.Y.V 99.M.c,1.5 1.75 1.3 0.8,inum,0.0,834.0
8113,drink,SAMBAL BOTOLAN,minom,m i n o m,4 7 4 7 4,AXBYN,MINUM,100.0,100.M.C 100.I.V 100.N.C 100.U.V 100.M.c,2.0 1.5 1.75 1.3 0.8,minom,0.0,834.0
8205,drink,SANGIL SARANGANI ISLANDS,maŋinuŋ,m a ŋ i n u ŋ,4 7 4 7 4 7 4,AXBYBYN,MANINYN,101.0,101.M.C 101.A.V 101.N.C 101.I.V 101.N.C 101.Y.V 101.N.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,maŋinuŋ,0.0,834.0
8297,drink,SEDANG,ou,o u,7 7,XZ,UY,102.0,102.U.V 102.Y.V,1.5 0.8,ou,1.0,920.0
8389,drink,SIBUTU SOUTHERN SAMA,inum,i n u m,7 4 7 4,XBYN,INYM,103.0,103.I.V 103.N.C 103.Y.V 103.M.c,1.5 1.75 1.3 0.8,inum,0.0,834.0
8481,drink,SOGODNIN BORACAY,iʔinom,i ʔ i n o m,7 1 7 4 7 4,XBYBYN,IHINUM,105.0,105.I.V 105.H.C 105.I.V 105.N.C 105.U.V 105.M.c,1.5 1.75 1.3 1.75 1.3 0.8,iʔinom,0.0,834.0
8573,drink,SOUTH SAAMI,jowkə,j o w k ə,6 7 6 1 7,AXMBZ,JUWKE,106.0,106.J.C 106.U.V 106.W.c 106.K.C 106.E.V,2.0 1.5 1.1 1.75 0.8,jowkə,0.0,924.0
8665,drink,SOUTHERN CATANDUANES,ʔinum,ʔ i n u m,1 7 4 7 4,AXBYN,HINYM,107.0,107.H.C 107.I.V 107.N.C 107.Y.V 107.M.c,2.0 1.5 1.75 1.3 0.8,ʔinum,0.0,834.0
8757,drink,SOUTHERN SORSOGON,ʔinum,ʔ i n u m,1 7 4 7 4,AXBYN,HINYM,109.0,109.H.C 109.I.V 109.N.C 109.Y.V 109.M.c,2.0 1.5 1.75 1.3 0.8,ʔinum,0.0,834.0
8849,drink,SOUTHWEST PALAWANO,inom,i n o m,7 4 7 4,XBYN,INUM,110.0,110.I.V 110.N.C 110.U.V 110.M.c,1.5 1.75 1.3 0.8,inom,0.0,834.0
8941,drink,SPANISH,bebe,b e b e,1 7 1 7,AXBZ,PEPE,111.0,111.P.C 111.E.V 111.P.C 111.E.V,2.0 1.5 1.75 0.8,bebe,0.0,929.0
9033,drink,SUBANON SIOCON,minum,m i n u m,4 7 4 7 4,AXBYN,MINYM,112.0,112.M.C 112.I.V 112.N.C 112.Y.V 112.M.c,2.0 1.5 1.75 1.3 0.8,minum,0.0,834.0
9125,drink,SUBANUN SINDANGAN,minum,m i n u m,4 7 4 7 4,AXBYN,MINYM,113.0,113.M.C 113.I.V 113.N.C 113.Y.V 113.M.c,2.0 1.5 1.75 1.3 0.8,minum,0.0,834.0
9217,drink,SURIGAONON,inom,i n o m,7 4 7 4,XBYN,INUM,114.0,114.I.V 114.N.C 114.U.V 114.M.c,1.5 1.75 1.3 0.8,inom,0.0,834.0
9309,drink,TAGABAWA,inam,i n a m,7 4 7 4,XBYN,INAM,115.0,115.I.V 115.N.C 115.A.V 115.M.c,1.5 1.75 1.3 0.8,inam,0.0,834.0
9401,drink,TAGABILI,minum,m i n u m,4 7 4 7 4,AXBYN,MINYM,116.0,116.M.C 116.I.V 116.N.C 116.Y.V 116.M.c,2.0 1.5 1.75 1.3 0.8,minum,0.0,834.0
9493,drink,TAGALOG,inom,i n o m,7 4 7 4,XBYN,INUM,117.0,117.I.V 117.N.C 117.U.V 117.M.c,1.5 1.75 1.3 0.8,inom,0.0,834.0
9585,drink,TAGBANWA ABORLAN,inum,i n u m,7 4 7 4,XBYN,INYM,118.0,118.I.V 118.N.C 118.Y.V 118.M.c,1.5 1.75 1.3 0.8,inum,0.0,834.0
9677,drink,TAGBANWA KALAMIAN,inəm,i n ə m,7 4 7 4,XBYN,INEM,119.0,119.I.V 119.N.C 119.E.V 119.M.c,1.5 1.75 1.3 0.8,inəm,0.0,834.0
9769,drink,TAUSUG,magʔinum,m a g ʔ i n u m,4 7 1 1 7 4 7 4,AXMBYBYN,MAKHINYM,120.0,120.M.C 120.A.V 120.K.c 120.H.C 120.I.V 120.N.C 120.Y.V 120.M.c,2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8,magʔinum,0.0,834.0
9861,drink,TIMUGON MURUT,inum,i n u m,7 4 7 4,XBYN,INYM,121.0,121.I.V 121.N.C 121.Y.V 121.M.c,1.5 1.75 1.3 0.8,inum,0.0,834.0
9953,drink,TIRURAY,inem,i n e m,7 4 7 4,XBYN,INEM,122.0,122.I.V 122.N.C 122.E.V 122.M.c,1.5 1.75 1.3 0.8,inem,0.0,834.0
10045,drink,TURKISH,iCki,i k i,7 1 7,XBZ,IKI,123.0,123.I.V 123.K.C 123.I.V,1.5 1.75 0.8,iki,0.0,941.0
10137,drink,UGARITIC,Stj,t j,1 6,AC,TJ,124.0,124.T.C 124.J.C,2.0 1.5,tj,0.0,888.0
10229,drink,UMIRAY DUMAGET AGTA,inom,i n o m,7 4 7 4,XBYN,INUM,125.0,125.I.V 125.N.C 125.U.V 125.M.c,1.5 1.75 1.3 0.8,inom,0.0,834.0
10321,drink,WARAY WARAY,inom,i n o m,7 4 7 4,XBYN,INUM,126.0,126.I.V 126.N.C 126.U.V 126.M.c,1.5 1.75 1.3 0.8,inom,0.0,834.0
10413,drink,YAKAN,inum,i n u m,7 4 7 4,XBYN,INYM,127.0,127.I.V 127.N.C 127.Y.V 127.M.c,1.5 1.75 1.3 0.8,inum,0.0,834.0
10505,drink,YOGAD,inum,i n u m,7 4 7 4,XBYN,INYM,128.0,128.I.V 128.N.C 128.Y.V 128.M.c,1.5 1.75 1.3 0.8,inum,0.0,834.0
10597,drink,ZAMBOANGUENO,toma,t o m a,1 7 4 7,AXBZ,TUMA,129.0,129.T.C 129.U.V 129.M.C 129.A.V,2.0 1.5 1.75 0.8,toma,0.0,849.0
10689,drink,IMOROD,inom,i n o m,7 4 7 4,XBYN,INUM,46.0,46.I.V 46.N.C 46.U.V 46.M.c,1.5 1.75 1.3 0.8,inom,0.0,834.0
10781,drink,BABUYAN,inom,i n o m,7 4 7 4,XBYN,INUM,5.0,5.I.V 5.N.C 5.U.V 5.M.c,1.5 1.75 1.3 0.8,inom,0.0,834.0
10873,drink,BISAYA SABAH,inum,i n u m,7 4 7 4,XBYN,INYM,14.0,14.I.V 14.N.C 14.Y.V 14.M.c,1.5 1.75 1.3 0.8,inum,0.0,834.0
10965,drink,CAPIZNON,mainum,m a i n u m,4 7 7 4 7 4,AXYBYN,MAINYM,21.0,21.M.C 21.A.V 21.I.V 21.N.C 21.Y.V 21.M.c,2.0 1.5 1.3 1.75 1.3 0.8,mainum,0.0,834.0
11057,drink,FINALLIG,omenom,o m e n o m,7 4 7 4 7 4,XBYBYN,UMENUM,31.0,31.U.V 31.M.C 31.E.V 31.N.C 31.U.V 31.M.c,1.5 1.75 1.3 1.75 1.3 0.8,omenom,0.0,834.0
11149,drink,HILIGAYNON,ilimnon,i l i m n o n,7 5 7 4 4 7 4,XBYMBYN,ILIMNUN,37.0,37.I.V 37.L.C 37.I.V 37.M.c 37.N.C 37.U.V 37.N.c,1.5 1.75 1.3 1.1 1.75 1.3 0.8,ilimnon,0.0,856.0
11241,drink,INABAKNON,talʔok,t a l ʔ o k,1 7 5 1 7 1,AXMBYN,TALHUK,47.0,47.T.C 47.A.V 47.L.c 47.H.C 47.U.V 47.K.c,2.0 1.5 1.1 1.75 1.3 0.8,talʔok,0.0,866.0
11333,drink,KALAGAN KAAGAN,inim,i n i m,7 4 7 4,XBYN,INIM,58.0,58.I.V 58.N.C 58.I.V 58.M.c,1.5 1.75 1.3 0.8,inim,0.0,834.0
11425,drink,KANKANAEY,maninom,m a n i n o m,4 7 4 7 4 7 4,AXBYBYN,MANINUM,62.0,62.M.C 62.A.V 62.N.C 62.I.V 62.N.C 62.U.V 62.M.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,maninom,0.0,834.0
11517,drink,MANDAYAN BOSO,iminəm,i m i n ə m,7 4 7 4 7 4,XBYBYN,IMINEM,71.0,71.I.V 71.M.C 71.I.V 71.N.C 71.E.V 71.M.c,1.5 1.75 1.3 1.75 1.3 0.8,iminəm,0.0,834.0
11609,drink,MANDAYAN ISLAM PISO,inim,i n i m,7 4 7 4,XBYN,INIM,72.0,72.I.V 72.N.C 72.I.V 72.M.c,1.5 1.75 1.3 0.8,inim,0.0,834.0
11701,drink,SINAUNA,inum,i n u m,7 4 7 4,XBYN,INYM,104.0,104.I.V 104.N.C 104.Y.V 104.M.c,1.5 1.75 1.3 0.8,inum,0.0,834.0
11793,drink,SOUTHERN KALINGA,uminum,u m i n u m,7 4 7 4 7 4,XBYBYN,YMINYM,108.0,108.Y.V 108.M.C 108.I.V 108.N.C 108.Y.V 108.M.c,1.5 1.75 1.3 1.75 1.3 0.8,uminum,0.0,834.0
754,dry,BASQUE,lehor,l e h o r,5 7 3 7 5,AXBYN,LEHUR,10.0,10.L.C 10.E.V 10.H.C 10.U.V 10.R.c,2.0 1.5 1.75 1.3 0.8,lehor,0.0,942.0
1398,dry,BUKIDNON BINUKID,mamara,m a m a r a,4 7 4 7 5 7,AXBYBZ,MAMARA,18.0,18.M.C 18.A.V 18.M.C 18.A.V 18.R.C 18.A.V,2.0 1.5 1.75 1.3 1.75 0.8,mamara,0.0,943.0
2226,dry,ENGLISH,drEi,d r i,1 5 7,ACX,TRI,28.0,28.T.C 28.R.C 28.I.V,2.0 1.5 1.5,dri,0.0,944.0
2410,dry,ESTONIAN,kuiv,k u i v,1 7 7 3,AXYN,KYIB,30.0,30.K.C 30.Y.V 30.I.V 30.B.c,2.0 1.5 1.3 0.8,kuiv,0.0,945.0
2502,dry,FINNISH,kuiva,k u i v a,1 7 7 3 7,AXYBZ,KYIBA,32.0,32.K.C 32.Y.V 32.I.V 32.B.C 32.A.V,2.0 1.5 1.3 1.75 0.8,kuiva,0.0,945.0
2778,dry,HANUNOO,uga,u g a,7 1 7,XBZ,YKA,35.0,35.Y.V 35.K.C 35.A.V,1.5 1.75 0.8,uga,0.0,947.0
2870,dry,HIGAONON BINUKID,mamara,m a m a r a,4 7 4 7 5 7,AXBYBZ,MAMARA,36.0,36.M.C 36.A.V 36.M.C 36.A.V 36.R.C 36.A.V,2.0 1.5 1.75 1.3 1.75 0.8,mamara,0.0,943.0
2962,dry,HUNGARIAN,saraz,s a r a z,3 7 5 7 3,AXBYN,SARAS,38.0,38.S.C 38.A.V 38.R.C 38.A.V 38.S.c,2.0 1.5 1.75 1.3 0.8,saraz,0.0,949.0
4250,dry,JAPANESE,kawaita,k a w a i t a,1 7 6 7 7 1 7,AXBYYBZ,KAWAITA,54.0,54.K.C 54.A.V 54.W.C 54.A.V 54.I.V 54.T.C 54.A.V,2.0 1.5 1.75 1.3 1.3 1.75 0.8,kawaita,0.0,951.0
4986,dry,KAPAMPANGAN,maliŋiʔ,m a l i ŋ i ʔ,4 7 5 7 4 7 1,AXBYBYN,MALINIH,64.0,64.M.C 64.A.V 64.L.C 64.I.V 64.N.C 64.I.V 64.H.c,2.0 1.5 1.75 1.3 1.75 1.3 0.8,maliŋiʔ,0.0,952.0
5170,dry,KOREAN,marun,m a r u n,4 7 5 7 4,AXBYN,MARYN,66.0,66.M.C 66.A.V 66.R.C 66.Y.V 66.N.c,2.0 1.5 1.75 1.3 0.8,marun,0.0,952.0
6826,dry,MOKSHA,kosjke,k o s j k e,1 7 3 6 1 7,AXBYBZ,KUSJKE,86.0,86.K.C 86.U.V 86.S.C 86.J.V 86.K.C 86.E.V,2.0 1.5 1.75 1.3 1.75 0.8,kosjke,0.0,954.0
8298,dry,SEDANG,koCoh,k o o h,1 7 7 3,AXYN,KUUH,102.0,102.K.C 102.U.V 102.U.V 102.H.c,2.0 1.5 1.3 0.8,kooh,0.0,955.0
8942,dry,SPANISH,seko,s e k o,3 7 1 7,AXBZ,SEKU,111.0,111.S.C 111.E.V 111.K.C 111.U.V,2.0 1.5 1.75 0.8,seko,0.0,947.0
9494,dry,TAGALOG,tujo,t u j o,1 7 6 7,AXBZ,TYJU,117.0,117.T.C 117.Y.V 117.J.C 117.U.V,2.0 1.5 1.75 0.8,tujo,0.0,957.0
10046,dry,TURKISH,kuru,k u r u,1 7 5 7,AXBZ,KYRY,123.0,123.K.C 123.Y.V 123.R.C 123.Y.V,2.0 1.5 1.75 0.8,kuru,0.0,949.0
10690,dry,IMOROD,akdʒit,a k dʒ i t,7 1 1 7 1,XMBYN,AKTIT,46.0,46.A.V 46.K.c 46.T.C 46.I.V 46.T.c,1.5 1.1 1.75 1.3 0.8,akdʒit,0.0,950.0
19,ear,AGTA,boŋboŋ,b o ŋ b o ŋ,1 7 4 1 7 4,AXMBYN,PUNPUN,1.0,1.P.C 1.U.V 1.N.c 1.P.C 1.U.V 1.N.c,2.0 1.5 1.1 1.75 1.3 0.8,boŋboŋ,0.0,958.0
111,ear,AKLANON,duxuŋgan,d u x u ŋ g a n,1 7 3 7 4 1 7 4,AXBYMBYN,TYGYNKAN,2.0,2.T.C 2.Y.V 2.G.C 2.Y.V 2.N.c 2.K.C 2.A.V 2.N.c,2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8,duxuŋgan,0.0,963.0
295,ear,ATTA PAMPLONA,taliŋa,t a l i ŋ a,1 7 5 7 4 7,AXBYBZ,TALINA,4.0,4.T.C 4.A.V 4.L.C 4.I.V 4.N.C 4.A.V,2.0 1.5 1.75 1.3 1.75 0.8,taliŋa,0.0,963.0
479,ear,BALANGAW,iŋo,i ŋ o,7 4 7,XBZ,INU,7.0,7.I.V 7.N.C 7.U.V,1.5 1.75 0.8,iŋo,0.0,963.0
571,ear,BALANGINGI SAMA,taiŋa,t a i ŋ a,1 7 7 4 7,AXYBZ,TAINA,8.0,8.T.C 8.A.V 8.I.V 8.N.C 8.A.V,2.0 1.5 1.3 1.75 0.8,taiŋa,0.0,963.0
663,ear,BANTON BANTOANON,taliŋa,t a l i ŋ a,1 7 5 7 4 7,AXBYBZ,TALINA,9.0,9.T.C 9.A.V 9.L.C 9.I.V 9.N.C 9.A.V,2.0 1.5 1.75 1.3 1.75 0.8,taliŋa,0.0,963.0
755,ear,BASQUE,belarri,b e l a rr i,1 7 5 7 5 7,AXBYBZ,PELARI,10.0,10.P.C 10.E.V 10.L.C 10.A.V 10.R.C 10.I.V,2.0 1.5 1.75 1.3 1.75 0.8,belarri,0.0,965.0
847,ear,BATAK PALAWAN,taliŋa,t a l i ŋ a,1 7 5 7 4 7,AXBYBZ,TALINA,11.0,11.T.C 11.A.V 11.L.C 11.I.V 11.N.C 11.A.V,2.0 1.5 1.75 1.3 1.75 0.8,taliŋa,0.0,963.0
939,ear,BILAAN KORONADAL,kliŋə,k l i ŋ ə,1 5 7 4 7,ACXBZ,KLINE,12.0,12.K.C 12.L.C 12.I.V 12.N.C 12.E.V,2.0 1.5 1.5 1.75 0.8,kliŋə,0.0,967.0
1031,ear,BILAAN SARANGANI,kliŋə,k l i ŋ ə,1 5 7 4 7,ACXBZ,KLINE,13.0,13.K.C 13.L.C 13.I.V 13.N.C 13.E.V,2.0 1.5 1.5 1.75 0.8,kliŋə,0.0,967.0
1215,ear,BONTOC GUINAANG,koləŋ,k o l ə ŋ,1 7 5 7 4,AXBYN,KULEN,16.0,16.K.C 16.U.V 16.L.C 16.E.V 16.N.c,2.0 1.5 1.75 1.3 0.8,koləŋ,0.0,967.0
1307,ear,BUHI,taliŋa,t a l i ŋ a,1 7 5 7 4 7,AXBYBZ,TALINA,17.0,17.T.C 17.A.V 17.L.C 17.I.V 17.N.C 17.A.V,2.0 1.5 1.75 1.3 1.75 0.8,taliŋa,0.0,963.0
1399,ear,BUKIDNON BINUKID,taliŋa,t a l i ŋ a,1 7 5 7 4 7,AXBYBZ,TALINA,18.0,18.T.C 18.A.V 18.L.C 18.I.V 18.N.C 18.A.V,2.0 1.5 1.75 1.3 1.75 0.8,taliŋa,0.0,963.0
1491,ear,BUTUANON,taliŋa,t a l i ŋ a,1 7 5 7 4 7,AXBYBZ,TALINA,19.0,19.T.C 19.A.V 19.L.C 19.I.V 19.N.C 19.A.V,2.0 1.5 1.75 1.3 1.75 0.8,taliŋa,0.0,963.0
1583,ear,CAIJIA,nikha,n i kh a,4 7 1 7,AXBZ,NIKA,20.0,20.N.C 20.I.V 20.K.C 20.A.V,2.0 1.5 1.75 0.8,nikha,0.0,974.0
1675,ear,CEBUANO,daluŋgan,d a l u ŋ g a n,1 7 5 7 4 1 7 4,AXBYMBYN,TALYNKAN,22.0,22.T.C 22.A.V 22.L.C 22.Y.V 22.N.c 22.K.C 22.A.V 22.N.c,2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8,daluŋgan,0.0,963.0
1767,ear,CENTRAL TAGBANWA,taliŋa,t a l i ŋ a,1 7 5 7 4 7,AXBYBZ,TALINA,23.0,23.T.C 23.A.V 23.L.C 23.I.V 23.N.C 23.A.V,2.0 1.5 1.75 1.3 1.75 0.8,taliŋa,0.0,963.0
1859,ear,CUYONON,taliŋa,t a l i ŋ a,1 7 5 7 4 7,AXBYBZ,TALINA,24.0,24.T.C 24.A.V 24.L.C 24.I.V 24.N.C 24.A.V,2.0 1.5 1.75 1.3 1.75 0.8,taliŋa,0.0,963.0
