"gloss","wordform","feature","loading"
"to.suck","sepsep","to.suck::sepsep",-0.00501361581372008
"feather","bolbol","feather::bolbol",0.00500487117130458
"how.","piga","how.::piga",0.00500411471148366
"ear","layag","ear::layag",-0.00498949032962676
"thick","madamɨl","thick::madamɨl",0.00498526291429402
"breast","titi","breast::titi",0.00496519324444609
"far","addawi","far::addawi",0.00494255662845692
"husband","ʔasawa","husband::ʔasawa",-0.0049326833924159
"to.buy","bayad","to.buy::bayad",-0.00492933376753209
"thatch.roof","atup","thatch.roof::atup",0.00492740541127407
"old","lakay","old::lakay",0.00492343045987568
"hair","buk","hair::buk",0.00491722524981811
"Fifty","limapolo","Fifty::limapolo",0.00488929222562736
"year","tuʔig","year::tuʔig",-0.00488689655075131
"star","blɔtik","star::blɔtik",-0.00488480748650121
"wife","ʔasawa","wife::ʔasawa",-0.00485137465293106
"to.breathe","hinawa","to.breathe::hinawa",-0.00485136823413534
"to.bite","kalat","to.bite::kalat",0.00484622227477185
"right","wanán","right::wanán",0.00482973120084625
"old","daan","old::daan",-0.00479619816496618
"breast","kagpa","breast::kagpa",-0.0047907395784908
"rain","ʔudan","rain::ʔudan",0.00478873095259116
"night","labi","night::labi",0.00478630613144056
"warm","minit","warm::minit",-0.00478240750672439
"mother","inay","mother::inay",0.00476118735410276
"black","itum","black::itum",0.00474641055565568
"neck","liʔog","neck::liʔog",0.0047457950611972
"wife","sawa","wife::sawa",0.00474098041967072
"to.vomit","ʔutaʔ","to.vomit::ʔutaʔ",-0.0047233109061526
"stick.wood","kayo","stick.wood::kayo",-0.00469136408305299
"to.drink","inóm","to.drink::inóm",0.00466624065583173
"earth.soil","luta","earth.soil::luta",-0.00465330018104626
"big","dakʌl","big::dakʌl",0.00464417725994926
"to.throw","timbag","to.throw::timbag",-0.00463917977781167
"short","ʔababaʔ","short::ʔababaʔ",0.00463817852262438
"to.steal","ta:kaw","to.steal::ta:kaw",-0.0046327723154232
"sharp","matarom","sharp::matarom",0.0046144757701438
"to.suck","sopsop","to.suck::sopsop",0.00460384193305633
"you","kayo","you::kayo",0.00460321490116828
"Ten","sapuluʔ","Ten::sapuluʔ",-0.00460104743994365
"cloud","paŋánod","cloud::paŋánod",0.00459890743748783
"breast","dudo","breast::dudo",0.00458590844179388
"liver","ʔatáy","liver::ʔatáy",0.00458240626649647
"to.choose","pilí","to.choose::pilí",0.0045607350125242
"to.swim","'languy","to.swim::'languy",-0.00453420810686004
"fire","gapuy","fire::gapuy",0.00452869618053177
"to.chew","mama","to.chew::mama",0.00450412039819268
"mother","nánay","mother::nánay",0.00448183749618293
"child","ʔanak","child::ʔanak",0.00448160096434417
"bone","tula:ng","bone::tula:ng",0.00445876064946498
"back","beneg","back::beneg",-0.00443551095223013
"to.turn","liko","to.turn::liko",-0.00442991235800793
"ear","talíŋa","ear::talíŋa",0.00436968803883892
"thin","manipis","thin::manipis",0.0043622421022632
"root","ramut","root::ramut",0.00436068947180478
"day","ʔaldaw","day::ʔaldaw",0.0043596701896331
"breast","duduʔ","breast::duduʔ",0.00431938637216807
"grass","ruot","grass::ruot",0.00430528618229333
"to.split","sipak","to.split::sipak",-0.00427672123073693
"to.think","mag-isip","to.think::mag-isip",0.00427513404285517
"tooth","nipin","tooth::nipin",0.00427229115598048
"intestines","tinaʔi","intestines::tinaʔi",0.00424255109052067
"fat.grease","taba","fat.grease::taba",0.00423107084820038
"Four","a'pat","Four::a'pat",-0.00422501985789767
"to.fly","layug","to.fly::layug",0.00421078688974558
"Two","duhá","Two::duhá",0.00419189918628936
"thin","nipís","thin::nipís",0.00417422440682334
"fish","sira","fish::sira",-0.00417289600778584
"to.plant","tanom","to.plant::tanom",0.00416611852906979
"leg.foot","ʔaʔay","leg.foot::ʔaʔay",0.00416124235103584
"to.swim","languy","to.swim::languy",-0.00416093168623278
"lake","linaw","lake::linaw",-0.00414799700015004
"to.see","kita","to.see::kita",-0.00414235255941904
"One","ʔisa","One::ʔisa",0.00413610080317125
"to.burn","sonog","to.burn::sonog",0.00412967161476061
"to.stand","magtindog","to.stand::magtindog",0.00411285412624024
"to.stab..pierce","saksak","to.stab..pierce::saksak",-0.00409162682821753
"person.human.being","tuʔu","person.human.being::tuʔu",0.00407419599254147
"to.shoot","timbak","to.shoot::timbak",-0.00405797388275967
"Two","doha","Two::doha",0.00404229258110799
"Four","pat","Four::pat",-0.00401729894700664
"thin","mɨpis","thin::mɨpis",-0.00400685635518511
"flower","bolak","flower::bolak",-0.00394085478364723
"we","ita","we::ita",0.00393855718303455
"Six","anem","Six::anem",0.00393782560672581
"mouth","baba","mouth::baba",0.00393185927062184
"belly","buyón","belly::buyón",0.00391957011527353
"rope","pisiʔ","rope::pisiʔ",-0.00390593723226267
"to.kill","patayan","to.kill::patayan",0.00388036081984448
"if.","ʔaw","if.::ʔaw",-0.00388019385296339
"to.say","súlti","to.say::súlti",-0.00385752292243857
"to.drink","ʔinum","to.drink::ʔinum",-0.00384252676615067
"star","bituen","star::bituen",-0.00383846782864063
"left","bibang","left::bibang",-0.00383517889459593
"fat.grease","sebo","fat.grease::sebo",0.00382677680178117
"Twenty","du'wam 'pulu","Twenty::du'wam 'pulu",0.00382146069406488
"yellow","makalawag","yellow::makalawag",-0.00380363077718103
"bird","titit","bird::titit",0.00380198704359436
"neck","liyɨg","neck::liyɨg",-0.00371242001103237
"old","daʔan","old::daʔan",-0.00370051617241489
"to.vomit","ʔota","to.vomit::ʔota",0.00369744183440751
"mouth","babaʔ","mouth::babaʔ",0.00369376036519188
"to.pound..beat","báyu","to.pound..beat::báyu",0.00368304653500096
"belly","tinaʔi","belly::tinaʔi",0.00368299425945695
"dust","ʔapuk","dust::ʔapuk",0.00365123005868187
"sharp","tarem","sharp::tarem",-0.00364661690204572
"to.eat","mangan","to.eat::mangan",0.00362827365162892
"ash","abo'","ash::abo'",0.00361463853926927
"no..not","di","no..not::di",-0.0036081058004067
"lightning","linti","lightning::linti",0.00359906587993859
"fruit","buŋá","fruit::buŋá",0.00359755740313225
"Nine","sasiam","Nine::sasiam",-0.00357621711739186
"to.work","hinang","to.work::hinang",-0.00354082638749051
"to.eat","koman","to.eat::koman",-0.0035332445265937
"to.fly","lupad","to.fly::lupad",0.0035302471131737
"spider","damáng","spider::damáng",0.00350564136724794
"to.vomit","úta","to.vomit::úta",0.00350198009930214
"to.kill","patay","to.kill::patay",0.00349866495096076
"dog","'ʔiduʔ","dog::'ʔiduʔ",0.00348543659035275
"to.cut..hack","utod","to.cut..hack::utod",0.00347864733506557
"hand","'lima","hand::'lima",0.00345244460145509
"tooth","ngipʌn","tooth::ngipʌn",0.00338706383884839
"to.turn","tɨyɨb","to.turn::tɨyɨb",0.00338223387035982
"to.buy","gatangen","to.buy::gatangen",0.00337461872540729
"they","siran","they::siran",-0.00337353216575009
"how.","pira","how.::pira",-0.00336241338564835
"to.eat","kaʔɨn","to.eat::kaʔɨn",0.00333200536499327
"smoke","úsok","smoke::úsok",0.0033285612148102
"to.steal","takew","to.steal::takew",-0.00330058256092075
"to.kill","ʔimatay","to.kill::ʔimatay",-0.0031877105345566
"good","piya","good::piya",0.00318554148672533
"to.swim","lumangoy","to.swim::lumangoy",0.00314945479232751
"to.fear","talaw","to.fear::talaw",0.0031442289545442
"to.sew","tahi","to.sew::tahi",0.00313877027099263
"snake","sawá","snake::sawá",0.00311754223756832
"big","daku","big::daku",0.00309515696869096
"blood","duguʔ","blood::duguʔ",-0.00309090985333762
"Eight","wala","Eight::wala",0.0030862180648287
"in..inside","sa","in..inside::sa",0.00304856908219506
"to.laugh","katawa","to.laugh::katawa",0.00304095603540257
"to.vomit","ota","to.vomit::ota",0.00301676582176184
"fish","isdá'","fish::isdá'",-0.00300203580723016
"no..not","beken","no..not::beken",-0.00299051527500758
"liver","'ʔatɨy","liver::'ʔatɨy",0.00298681486951464
"to.come","ʔabút","to.come::ʔabút",0.00297937722256225
"mosquito","tagnɨk","mosquito::tagnɨk",-0.00296648765112177
"road.path","dalán","road.path::dalán",0.00293706189954636
"bone","tulan","bone::tulan",-0.00292855806309003
"dust","ʔabog","dust::ʔabog",0.00289451650055659
"woman.female","bahi","woman.female::bahi",-0.00288824007471339
"to.cut..hack","tigbas","to.cut..hack::tigbas",0.00288767607506241
"house","baloy","house::baloy",-0.00288165354116492
"to.cook","sugba","to.cook::sugba",-0.00287271463730266
"bone","tolan","bone::tolan",0.00282748705333647
"thatch.roof","bubong","thatch.roof::bubong",0.00280907964423189
"white","putí","white::putí",0.00280704200500284
"Eight","wálu","Eight::wálu",0.0028065600315234
"to.sniff..smell","simhot","to.sniff..smell::simhot",0.00279323926246295
"moon","búlan","moon::búlan",0.002787245959746
"hair","bok","hair::bok",0.00278545006168302
"to.sew","dait","to.sew::dait",-0.00278197506075356
"to.walk","kadang","to.walk::kadang",0.00274167915885017
"fat.grease","tabaʔ","fat.grease::tabaʔ",0.00272706837883471
"hair","book","hair::book",0.00271973534691488
"painful..sick","sakit","painful..sick::sakit",-0.00271107508430242
"ash","ʔabu","ash::ʔabu",-0.00266241619364511
"all","ʔɨmin","all::ʔɨmin",0.00265415074001331
"to.dream","damgo","to.dream::damgo",0.00264679972761696
"One.Hundred","gatos","One.Hundred::gatos",0.00264471636330834
"black","maʔitɨm","black::maʔitɨm",0.00263952204658647
"tongue","dela","tongue::dela",0.0025872052396002
"woods.forest","kagulangan","woods.forest::kagulangan",0.00256987178775236
"to.vomit","sumuka","to.vomit::sumuka",0.00256769379159015
"Eight","walo'","Eight::walo'",-0.00255662998629102
"to.buy","palit","to.buy::palit",-0.00251214332055864
"tongue","dilak","tongue::dilak",0.00250738406769124
"louse","kúto","louse::kúto",0.00250333650260424
"head","toktok","head::toktok",0.00249531416651821
"to.dream","tagaynɨp","to.dream::tagaynɨp",-0.00248823955954289
"cloud","panganud","cloud::panganud",0.00246712486767779
"person.human.being","táwo","person.human.being::táwo",0.00245936345700983
"fat.grease","tava","fat.grease::tava",0.00244491889143133
"to.plant","magtanom","to.plant::magtanom",0.00242704521850311
"to.live..be.alive","mabuhi","to.live..be.alive::mabuhi",0.00234212016931116
"right","kánan","right::kánan",-0.00234154030364426
"mouth","baʔbaʔ","mouth::baʔbaʔ",0.00233527033429592
"to.live..be.alive","buhíʔ","to.live..be.alive::buhíʔ",0.00233157170522332
"left","kannigid","left::kannigid",0.00230990740717774
"Four","ʔɨpat","Four::ʔɨpat",0.00229864774222765
"to.hear","dɨngɨg","to.hear::dɨngɨg",-0.0022789297511792
"to.steal","magtakaw","to.steal::magtakaw",0.00224022195822465
"they","silá","they::silá",0.00222710473084113
"to.turn","liso","to.turn::liso",0.00222640475036874
"husband","banah","husband::banah",-0.00221740382401518
"louse","toma","louse::toma",0.00219101402046739
"name","ngan","name::ngan",0.00218821144881207
"to.see","kitaʔ","to.see::kitaʔ",-0.00218219518237281
"to.pound..beat","lɨbɨk","to.pound..beat::lɨbɨk",0.00216258587499792
"to.fall","ʔulug","to.fall::ʔulug",-0.00216227521019488
"long","mahaba","long::mahaba",0.00214096789404404
"far","layo","far::layo",-0.00211141131665254
"Six","enem","Six::enem",0.00208857027453306
"to.shoot","panaʔ","to.shoot::panaʔ",-0.00207368878967955
"to.scratch","katɨl","to.scratch::katɨl",0.00204921349954589
"to.cook","magluto","to.cook::magluto",0.00201728319135664
"to.die..be.dead","patáy","to.die..be.dead::patáy",0.00199788533219221
"Five","li'ma","Five::li'ma",0.00198675698593889
"earth.soil","daga","earth.soil::daga",0.00198182654886462
"neck","liug","neck::liug",0.00197868797742911
"rain","ʔoran","rain::ʔoran",0.00196659284007072
"husband","sawa","husband::sawa",-0.00195364151767045
"to.bite","kaǥat","to.bite::kaǥat",-0.00195296540183118
"to.vomit","uta","to.vomit::uta",-0.00191791508022964
"wing","panid","wing::panid",-0.00188760767109327
"fire","ʔapoy","fire::ʔapoy",-0.00188386094743287
"flower","sabong","flower::sabong",-0.00188375505960908
"to.cut..hack","tadtad","to.cut..hack::tadtad",0.00188115598374602
"louse","kutuʔ","louse::kutuʔ",-0.00186089079970981
"to.tie.up..fasten","ʔiket","to.tie.up..fasten::ʔiket",0.00185803057027165
"to.buy","bili","to.buy::bili",-0.00185221694119192
"salt","ʔasin","salt::ʔasin",-0.00184620898874262
"thou","sikaw","thou::sikaw",0.00182802962011708
"star","bituʔun","star::bituʔun",-0.00180428652779745
"to.scratch","katal","to.scratch::katal",-0.00177720567803641
"snake","ulay","snake::ulay",-0.00176189206771418
"shoulder","baga","shoulder::baga",0.00176117306506644
"to.sleep","túlug","to.sleep::túlug",-0.00172462624615329
"to.tie.up..fasten","ʔɨkɨt","to.tie.up..fasten::ʔɨkɨt",0.00168433778341904
"skin","pánit","skin::pánit",0.00167339292466482
"fruit","prutas","fruit::prutas",0.00162329128340395
"tooth","ngipen","tooth::ngipen",-0.00162144185438918
"shy..ashamed","sipog","shy..ashamed::sipog",0.00162016366620541
"stick.wood","'kayu","stick.wood::'kayu",-0.00161470756108576
"meat.flesh","usa","meat.flesh::usa",-0.00160764028466306
"to.spit","ʔɨlɨb","to.spit::ʔɨlɨb",0.00159038213201777
"black","itúm","black::itúm",-0.00157292599587126
"wife","sáwa","wife::sáwa",-0.00156940966793759
"stick.wood","káhoy","stick.wood::káhoy",0.00156892595028263
"long","mahabaʔ","long::mahabaʔ",0.00156740041730219
"year","rahun","year::rahun",0.00156329759779477
"to.blow","ʔɨyɨp","to.blow::ʔɨyɨp",0.00155861793124268
"road.path","daan","road.path::daan",-0.00154629802829246
"to.bite","kumagat","to.bite::kumagat",-0.00154516033465008
"dull..blunt","hábul","dull..blunt::hábul",0.00152756888427733
"to.think","isip","to.think::isip",0.00152530451719992
"person.human.being","taw","person.human.being::taw",0.00151571514082571
"fire","ʔap̄uy","fire::ʔap̄uy",0.00149641307126193
"to.plant","luak","to.plant::luak",-0.00149148767910046
"left","holi","left::holi",-0.00147392711987195
"rope","lúbid","rope::lúbid",0.00147302944566755
"day","aldaw","day::aldaw",-0.00144610272174834
"to.swim","molangóy","to.swim::molangóy",-0.00144329956646469
"woods.forest","gulangan","woods.forest::gulangan",-0.00140828267496631
"flower","burak","flower::burak",0.0013971633659074
"near","rani","near::rani",-0.00138828071707693
"old","dadan","old::dadan",0.00135781888222064
"bird","manuk","bird::manuk",0.00133580612745008
"woods.forest","kagurangan","woods.forest::kagurangan",0.00133355132418167
"Two","dowa","Two::dowa",0.00133318726069556
"near","duol","near::duol",-0.0012968600316187
"right","wanan","right::wanan",0.00129359599559338
"big","dakulaʔ","big::dakulaʔ",-0.00125039739843194
"to.dream","magdámgo","to.dream::magdámgo",0.00119477549359407
"back","bɨnɨg","back::bɨnɨg",0.00119330050162411
"to.buy","palít","to.buy::palít",0.00116698692396468
"to.shoot","pintik","to.shoot::pintik",0.00113428832582506
"dry","bilad","dry::bilad",0.00111344596042923
"all","lahat","all::lahat",0.00108145128973125
"meat.flesh","carne","meat.flesh::carne",-0.00107773903909489
"worm..earthworm.","watí","worm..earthworm.::watí",0.00107435694872105
"to.fly","layog","to.fly::layog",0.00107362739514122
"woods.forest","kalasan","woods.forest::kalasan",0.00105353082591171
"sea","da:gat","sea::da:gat",-0.00105326803140856
"you","kamu","you::kamu",-0.00102413680722745
"to.breathe","anges","to.breathe::anges",0.00102371061715365
"woman.female","bayi","woman.female::bayi",-0.00100531984271495
"red","mapulaʔ","red::mapulaʔ",-0.000999595375858948
"to.die..be.dead","matay","to.die..be.dead::matay",0.00098257567622845
"to.throw","bakal","to.throw::bakal",-0.000981475386746497
"to.say","ʔikagi","to.say::ʔikagi",-0.000979925368631255
"fish","ʔisdaʔ","fish::ʔisdaʔ",-0.00096783117508386
"to.bite","banga","to.bite::banga",0.000960990819879826
"to.breathe","gináwa","to.breathe::gináwa",-0.000952495610446615
"yellow","duyaw","yellow::duyaw",0.000939274058247703
"to.die..be.dead","matey","to.die..be.dead::matey",-0.000931002151877883
"moon","buan","moon::buan",-0.000919742806871173
"to.dig","kutkot","to.dig::kutkot",-0.000892471558169801
"to.bite","kagat","to.bite::kagat",-0.00084722252940984
"left","kaliwâ","left::kaliwâ",0.000847204772242206
"cloud","gabon","cloud::gabon",0.000835199093834841
"ash","dapul","ash::dapul",0.000821479202304199
"to.hit","sumbag","to.hit::sumbag",-0.000785120785906206
"to.eat","kaan","to.eat::kaan",-0.000773029698943408
"sharp","matalas","sharp::matalas",0.00077130792898919
"belly","tian","belly::tian",-0.000766126285715316
"shoulder","ʔaba:ga","shoulder::ʔaba:ga",0.000763017819252942
"rope","lobid","rope::lobid",0.000727149165044766
"narrow","mapiyɨt","narrow::mapiyɨt",-0.000664623620425754
"eye","máta","eye::máta",0.000650533433487588
"and","daw","and::daw",-0.000627520979646373
"below","sirib","below::sirib",0.000621553657187705
"tooth","ngípen","tooth::ngípen",-0.000606306372717884
"sand","buhangin","sand::buhangin",0.000591675820216707
"wide","malakbang","wide::malakbang",-0.000566872281063024
"moon","bulan","moon::bulan",0.00056224384930761
"no..not","ʔindiʔ","no..not::ʔindiʔ",0.000553123991402047
"to.hunt","ʔanup","to.hunt::ʔanup",0.000536501637237826
"feather","bubul","feather::bubul",-0.000521171262487837
"Two","duá","Two::duá",-0.000520732546022082
"Four","epat","Four::epat",-0.000520116267437189
"star","bitún","star::bitún",-0.000492452448439288
"to.cry","sugaw","to.cry::sugaw",-0.000489583083504981
"to.buy","bilí","to.buy::bilí",-0.000447065917036297
"hand","kamút","hand::kamút",-0.000425602408915413
"house","bahay","house::bahay",0.00040955243438146
"to.pound..beat","lebek","to.pound..beat::lebek",-0.000406743891985158
"sea","láud","sea::láud",0.000394856288258005
"thou","ke","thou::ke",0.000391555082315225
"tongue","díla'","tongue::díla'",0.000381145645666048
"hair","buhuk","hair::buhuk",-0.000369314999663122
"person.human.being","tao","person.human.being::tao",0.000368261639379592
"white","puraw","white::puraw",0.000349167304812945
"thunder","daugdug","thunder::daugdug",-0.000315642344113505
"to.burn","sunug","to.burn::sunug",-0.000287697330403173
"sharp","mahaʔit","sharp::mahaʔit",-0.000283878143338427
"green","lunhaw","green::lunhaw",-0.000279162874069426
"flower","burák","flower::burák",-0.000265639215327888
"leg.foot","paa","leg.foot::paa",-0.000263322492300482
"house","baley","house::baley",0.00023910613292737
"when.","kanu","when.::kanu",0.000222148349129337
"to.walk","lákaw","to.walk::lákaw",0.000212089170812013
"head","ʔolo","head::ʔolo",0.000198427838597268
"sea","taaw","sea::taaw",-0.000187730329847849
"to.work","buwát","to.work::buwát",0.000186709268656312
"to.say","ibaga","to.say::ibaga",-0.000173288518783317
"dry","tahay","dry::tahay",-0.000137438608492435
"branch","saŋa","branch::saŋa",-0.00011602015919399
"to.swim","kapay","to.swim::kapay",8.51484112563612e-05
"to.fly","maglupad","to.fly::maglupad",-8.32376752040525e-05
"dirty","maripaʔ","dirty::maripaʔ",8.13087394848358e-05
"spider","lawaʔ","spider::lawaʔ",5.37369701068747e-05
"to.vomit","sukaʔ","to.vomit::sukaʔ",4.95445387097494e-05
"to.fall","dagdag","to.fall::dagdag",-4.92889343423643e-05
"to.work","mag-uma","to.work::mag-uma",2.2754832158591e-05
"to.sleep","torog","to.sleep::torog",2.06478088010034e-05
"thou","sika","thou::sika",-1.44519452882312e-05
"wife","ʔasáwa","wife::ʔasáwa",3.35697299416002e-06
"rain","ʔuran","rain::ʔuran",2.75506481098773e-06
"Five","dima","Five::dima",-2.32357050738876e-06
