population,sample,PC1,PC2,subgroup,colour,rotLongitude,rotLatitude
ManoboRK,MBRK-03,-0.0164555,0.00412004,Manobo,#F16DEF,124.65289542659296,11.012556222048822
ManoboRK,MBRK-04,-0.0123381,0.00824652,Manobo,#F16DEF,124.17355172749383,10.583897450039016
ManoboRK,MBRK-05,-0.0119355,0.00657431,Manobo,#F16DEF,124.13969500344353,10.770591577429713
ManoboRK,MBRK-06,-0.00777463,0.00445229,Manobo,#F16DEF,123.69473864081506,11.030388299372946
ManoboRK,MBRK-07,-0.00769534,0.00759487,Manobo,#F16DEF,123.66630359304769,10.684775140574557
ManoboRK,MBRK-08,-0.0137203,0.00327375,Manobo,#F16DEF,124.35695805389753,11.122911289710357
ManoboRK,MBRK-10,-0.00787451,0.00845055,Manobo,#F16DEF,123.68067192654631,10.589410914344523
ManoboRK,MBRK-17,-0.011001,0.008519,Manobo,#F16DEF,124.02458096315397,10.562270613794865
ManoboRK,MBRK-18,-0.0071264,0.00746844,Manobo,#F16DEF,123.60443563664172,10.702266564016512
ManoboSarangani,MBS-03,-0.00715589,0.00948324,Manobo,#F16DEF,123.59505176134248,10.480180256149048
ManoboSarangani,MBS-04,-0.00509819,0.0144552,Manobo,#F16DEF,123.33725384381633,9.945490669850855
ManoboSarangani,MBS-05,-0.00740434,0.0101761,Manobo,#F16DEF,123.61807109562815,10.402313975001919
ManoboSarangani,MBS-07,-0.00591326,0.0127776,Manobo,#F16DEF,123.43753985748357,10.125144253479625
ManoboSarangani,MBS-11,-0.00735804,0.0119279,Manobo,#F16DEF,123.60198891219106,10.209668522795095
ManoboSarangani,MBS-12,-0.00730191,0.00983666,Manobo,#F16DEF,123.60891801243221,10.440340623360505
ManoboSarangani,MBS-13,-0.00880188,0.00800252,Manobo,#F16DEF,123.78561739779857,10.632940873710396
ManoboSarangani,MBS-20,-0.00872512,0.0112936,Manobo,#F16DEF,123.75652997345253,10.270956700748059
ManoboTagabawa,TagaMan-02,-0.00836626,0.0102976,Manobo,#F16DEF,123.72325109039103,10.382901734690567
ManoboTagabawa,TagaMan-03,-0.0087062,0.00965809,Manobo,#F16DEF,123.76470002664232,10.45120336812567
ManoboTagabawa,TagaMan-04,-0.0104649,0.00903247,Manobo,#F16DEF,123.96231801388205,10.509080308762728
ManoboTagabawa,TagaMan-07,-0.00653316,0.0109234,Manobo,#F16DEF,123.51743787811482,10.32547142000803
ManoboTagabawa,TagaMan-08,-0.0052164,0.011276,Manobo,#F16DEF,123.37020496214585,10.29489298948237
ManoboTagabawa,TagaMan-09,-0.00698591,0.0137798,Manobo,#F16DEF,123.54939363527612,10.008041275768877
ManoboTagabawa,TagaMan-10,-0.00767175,0.00758189,Manobo,#F16DEF,123.6637868697798,10.686352599410966
ManoboTagabawa,TagaMan-12,-0.00905599,0.00953676,Manobo,#F16DEF,123.80398507300187,10.462373126898495
ManoboTagabawa,TagaMan-14,-0.0120373,0.00913407,Manobo,#F16DEF,124.13485841739083,10.488032368074148
ManoboTagabawa,TagaMan-15,-0.00698924,0.00964541,Manobo,#F16DEF,123.5756809220321,10.463364359942485
Mansaka,MK-01,-0.012997,0.00364321,Central Philippine,#565153,124.27498057034482,11.086755277048656
Mansaka,MK-02,-0.0183154,-0.00127402,Central Philippine,#565153,124.8915548550457,11.594974195843454
Mansaka,MK-07,-0.0171388,4.80955e-4,Central Philippine,#565153,124.7509663774556,11.409065472263709
Mansaka,MK-08,-0.0168089,0.00116169,Central Philippine,#565153,124.71036474378704,11.336160548624614
Mansaka,MK-09,-0.0183079,-0.00227551,Central Philippine,#565153,124.89700767317363,11.705321025267882
Mansaka,MK-10,-0.0177954,-0.00178061,Central Philippine,#565153,124.83746035107424,11.654027980229154
Mansaka,MK-11,-0.0179235,-0.00204434,Central Philippine,#565153,124.85322218876661,11.682270947746776
Mansaka,MK-12,-0.0172057,0.00156935,Central Philippine,#565153,124.75151076985615,11.288774891342118
Mansaka,MK-13,-0.018937,-0.00171983,Central Philippine,#565153,124.96281021319236,11.640176677237456
Mansaka,MK-14,-0.0170476,9.85243e-4,Central Philippine,#565153,124.73776037028696,11.354097135236126
Meranao,MR-02,-0.0167537,3.56566e-4,Danaw,#C573F1,124.70933297320535,11.425179524883525
Meranao,MR-03,-0.0151224,0.00283086,Danaw,#C573F1,124.51415602366504,11.162898834481995
Meranao,MR-04,-0.0152484,0.00288225,Danaw,#C573F1,124.52771093330688,11.156449004258473
Meranao,MR-07,-0.0159605,0.0048125,Danaw,#C573F1,124.59403687803982,10.939395050778254
Meranao,MR-08,-0.0157843,0.00220655,Danaw,#C573F1,124.59096895551028,11.22750787877624
Meranao,MR-09,-0.0165173,0.0024538,Danaw,#C573F1,124.67014829553445,11.195681286086199
Meranao,MR-11,-0.0158576,0.00351477,Danaw,#C573F1,124.59084002482803,11.082966591515971
Meranao,MR-12,-0.0156106,0.00366153,Danaw,#C573F1,124.56271639444772,11.068351640412239
Meranao,MR-13,-0.0141232,0.00243154,Danaw,#C573F1,124.4066119607096,11.213142703388687
Meranao,MR-14,-0.0136021,0.00440058,Danaw,#C573F1,124.33687535909841,10.999548126337169
Molbog,Mol-01,-0.00490887,0.0130863,Palawanic-Kalamian,#87B1F1,123.32498526280553,10.097442378489644
Molbog,Mol-02,-0.00509078,0.0108595,Palawanic-Kalamian,#87B1F1,123.35898095916407,10.341552084921037
Molbog,Mol-03,-0.00279734,0.0147801,Palawanic-Kalamian,#87B1F1,123.08181114590963,9.924132745102698
Molbog,Mol-05,-0.00392908,0.0122462,Palawanic-Kalamian,#87B1F1,123.22234240163507,10.196110173007625
Molbog,Mol-06,-0.00308586,0.0115242,Palawanic-Kalamian,#87B1F1,123.13400034654919,10.280914715798287
Molbog,Mol-07,-0.00300964,0.010892,Palawanic-Kalamian,#87B1F1,123.12956937738153,10.351020370002116
Molbog,Mol-08,-0.00401771,0.0111971,Palawanic-Kalamian,#87B1F1,123.23868105580945,10.311097876901005
Molbog,Mol-09,-0.00431852,0.0129024,Palawanic-Kalamian,#87B1F1,123.2611196087756,10.121397530830862
Molbog,Mol-12,-0.00910229,0.00830653,Palawanic-Kalamian,#87B1F1,123.81679727625706,10.597575098919261
Obo,Ob-03,-0.00288953,0.0139672,Manobo,#F16DEF,123.09706102862572,10.013084075835438
Obo,Ob-05,-0.00609776,0.0109773,Manobo,#F16DEF,123.46914686596915,10.322264843305337
Obo,Ob-06,-0.00584988,0.0114648,Manobo,#F16DEF,123.43879004865374,10.270127768889228
Obo,Ob-15,-0.00410993,0.013393,Manobo,#F16DEF,123.23507058791694,10.068672707292055
Obo,Ob-16,-0.00679943,0.00956527,Manobo,#F16DEF,123.5552785009528,10.473380648150087
Obo,Ob-18,9.3088e-4,0.0139913,Manobo,#F16DEF,122.67614638119585,10.03438184433113
OvuManuvo,UvoMan-05,0.00457338,0.0221622,Manobo,#F16DEF,122.22374966043716,9.157310637322214
OvuManuvo,UvoMan-06,5.8267e-5,0.0180673,Manobo,#F16DEF,122.74669777095008,9.579997864319147
OvuManuvo,UvoMan-07,-0.00244247,0.0155868,Manobo,#F16DEF,123.03766968680276,9.837511126530048
OvuManuvo,UvoMan-08,0.00154721,0.0156114,Manobo,#F16DEF,122.5981092336686,9.85981506448583
OvuManuvo,UvoMan-18,-0.00365768,0.0130974,Manobo,#F16DEF,123.18711497740948,10.104064200821723
OvuManuvo,UvoMan-19,0.00607992,0.0243106,Manobo,#F16DEF,122.04435643217954,8.930140330578215
OvuManuvo,UvoMan-20,-0.00544347,0.0125108,Manobo,#F16DEF,123.38747190525459,10.157473805607435
OvuManuvo,UvoMan-21,0.00143862,0.0190141,Manobo,#F16DEF,122.58873566147005,9.484375493235465
Palawano,Pal-03,-0.00333225,0.00953016,Palawanic-Kalamian,#87B1F1,123.1736383057205,10.498984978300319
Palawano,Pal-04,-0.0034726,0.00957455,Palawanic-Kalamian,#87B1F1,123.18881754920429,10.493216130774599
Palawano,Pal-05,-0.00335622,0.00745561,Palawanic-Kalamian,#87B1F1,123.18928463815229,10.727316727432795
Palawano,Pal-06,-0.00556083,0.0125557,Palawanic-Kalamian,#87B1F1,123.40011593141496,10.15179292454736
Palawano,Pal-07,-0.00259809,0.00995813,Palawanic-Kalamian,#87B1F1,123.0900979202845,10.45645301218863
Palawano,Pal-11,-0.00510002,0.0111984,Palawanic-Kalamian,#87B1F1,123.35787388144348,10.304169164024636
Palawano,Pal-12,-0.00412572,0.0109225,Palawanic-Kalamian,#87B1F1,123.25229841657186,10.340663973685029
Palawano,Pal-13,-0.00598338,0.00924777,Palawanic-Kalamian,#87B1F1,123.46739282252406,10.51346495569562
Palawano,Pal-14,-0.0025841,0.00897131,Palawanic-Kalamian,#87B1F1,123.0947439841979,10.565224839824326
Pangasinan,PNG-01,-0.0131623,-0.00666704,Meso-Cordilleran,#EA7B81,124.3578260569436,12.221245592565708
Pangasinan,PNG-02,-0.0135354,-0.00386916,Meso-Cordilleran,#EA7B81,124.38137639593174,11.910759955069613
Pangasinan,PNG-08,-0.013855,-0.00320842,Meso-Cordilleran,#EA7B81,124.41243326185975,11.835985158274791
Pangasinan,PNG-09,-0.0126029,-0.00411702,Meso-Cordilleran,#EA7B81,124.28022880694922,11.94390449466842
Pangasinan,PNG-10,-0.0118067,-0.0042006,Meso-Cordilleran,#EA7B81,124.19306276216035,11.958101408399635
Pangasinan,PNG-11,-0.0135729,-0.00386396,Meso-Cordilleran,#EA7B81,124.38547388353653,11.909952143359222
Pangasinan,PNG-12,-0.0123886,0.00168727,Meso-Cordilleran,#EA7B81,124.22023676163614,11.305988470249556
Pangasinan,PNG-13,-0.0140961,-0.00460713,Meso-Cordilleran,#EA7B81,124.44775618505913,11.988521496540377
Pangasinan,PNG-15,-0.0114953,-0.00299798,Meso-Cordilleran,#EA7B81,124.15122668398041,11.827602326181124
Pangasinan,PNG-16,-0.0137651,-2.51799e-4,Meso-Cordilleran,#EA7B81,124.3839955431563,11.510919244566512
SamaBangingi,ZSB-01,-0.00537618,0.0156055,Greater Barito linkage,#A74B82,123.36065866935013,9.817058710480508
SamaBangingi,ZSB-03,-0.00615279,0.0209072,Greater Barito linkage,#A74B82,123.41295218166266,9.228283285874998
SamaBangingi,ZSB-04,-0.00395194,0.0257667,Greater Barito linkage,#A74B82,123.1400934051581,8.706877039195195
SamaBangingi,ZSB-06,-0.00385683,0.0290121,Greater Barito linkage,#A74B82,123.10927138110978,8.350038910505415
SamaBangingi,ZSB-07,-0.00494212,0.0218168,Greater Barito linkage,#A74B82,123.27391145437711,9.135694136440785
SamaBangingi,ZSB-09,-0.00924308,0.0150737,Greater Barito linkage,#A74B82,123.78987654804754,9.851385371134892
SamaBangingi,ZSB-10,-0.00826828,0.0177925,Greater Barito linkage,#A74B82,123.66547076051384,9.55805991674042
SamaBangingi,ZSB-11,-0.00565334,0.00775857,Greater Barito linkage,#A74B82,123.44038016513636,10.679548233016622
SamaBangingi,ZSB-12,-0.0055948,0.0245577,Greater Barito linkage,#A74B82,123.32861076984241,8.829731206235644
SamaDeyaBonggao,Bt-09,-0.00723603,0.0352463,Greater Barito linkage,#A74B82,123.44235667703295,7.642245016672105
SamaDeyaBonggao,St-01,-0.00613872,0.038803,Greater Barito linkage,#A74B82,123.29920495481738,7.2574049299640215
SamaDeyaBonggao,St-02,-0.00537926,0.0187575,Greater Barito linkage,#A74B82,123.34123644105016,9.469891655079673
SamaDeyaBonggao,St-03,-0.00994141,0.0160623,Greater Barito linkage,#A74B82,123.86058959348821,9.738127036160925
SamaDeyaBonggao,St-04,-0.00771514,0.0287936,Greater Barito linkage,#A74B82,123.53557896150438,8.349913909422105
SamaDeyaBonggao,St-05,-0.00840056,0.0143916,Greater Barito linkage,#A74B82,123.70136143513024,9.931791110609506
SamaDeyaBonggao,St-06,-0.00929736,0.0105966,Greater Barito linkage,#A74B82,123.82392386744272,10.344133632378298
SamaDeyaBonggao,St-07,-0.00662515,0.0322522,Greater Barito linkage,#A74B82,123.39384847005518,7.975832242775221
SamaDilautBonggao,Bt-01,-0.0025407,0.134541,Greater Barito linkage,#A74B82,122.30270562925226,-3.2642095263096245
SamaDilautBonggao,Bt-02,-0.00336368,0.145948,Greater Barito linkage,#A74B82,122.3218289902363,-4.525687193300568
SamaDilautBonggao,Bt-03,-0.00178969,0.147123,Greater Barito linkage,#A74B82,122.141109834434,-4.645228526414227
SamaDilautBonggao,Bt-04,-0.00241031,0.141936,Greater Barito linkage,#A74B82,122.24198212363133,-4.077845592916171
SamaDilautBonggao,Bt-05,-0.00246856,0.150658,Greater Barito linkage,#A74B82,122.19371499855549,-5.038814418823312
SamaDilautBonggao,Bt-08,-0.00392708,0.155321,Greater Barito linkage,#A74B82,122.32511547621469,-5.5615213989075
SamaDilautBonggao,Bt-11,-0.00292114,0.142551,Greater Barito linkage,#A74B82,122.2943870072933,-4.148781697927486
SamaDilautBonggao,St-09,-0.00426991,0.142797,Greater Barito linkage,#A74B82,122.44139244787806,-4.1843311875371825
SamaDilautMampang,ZSL-01,-0.00317511,0.116782,Greater Barito linkage,#A74B82,122.48391677313596,-1.312286953122923
SamaDilautMampang,ZSL-02,-0.00316887,0.103058,Greater Barito linkage,#A74B82,122.56927206715251,0.19925459786695043
SamaDilautMampang,ZSL-04,-0.00485774,0.145913,Greater Barito linkage,#A74B82,122.4865977754677,-4.531199444358103
SamaDilautMampang,ZSL-06,-0.00420393,0.152894,Greater Barito linkage,#A74B82,122.37082260927644,-5.2959577499280766
SamaDilautMampang,ZSL-07,-0.00428169,0.116595,Greater Barito linkage,#A74B82,122.60696313814604,-1.2986292731852522
SamaDilautMampang,ZSL-08,-0.0038053,0.155199,Greater Barito linkage,#A74B82,122.31246802825015,-5.547321343748555
SamaDilautMampang,ZSL-09,-0.00413463,0.160834,Greater Barito linkage,#A74B82,122.3134104195008,-6.170000779724058
SamaDilautMampang,ZSL-11,-0.00588319,0.122704,Greater Barito linkage,#A74B82,122.7450451301829,-1.9814888964725537
SamaDilautMampang,ZSL-14,-0.00124992,0.122245,Greater Barito linkage,#A74B82,122.23763436549521,-1.9018883472023678
SamaDilautTaluksangay,B-01,-0.00466666,0.12563,Greater Barito linkage,#A74B82,122.59271719919948,-2.2961189442776444
SamaDilautTaluksangay,B-02,-0.00219051,0.143453,Greater Barito linkage,#A74B82,122.20826347248028,-4.243543424076446
SamaDilautTaluksangay,B-03,-0.00478951,0.0946763,Greater Barito linkage,#A74B82,122.80031141876297,1.112218451603674
SamaDilautTaluksangay,B-04,-0.00536951,0.138496,Greater Barito linkage,#A74B82,122.58946276552477,-3.7175314519845166
SamaDilautTaluksangay,B-05,-0.00396614,0.141218,Greater Barito linkage,#A74B82,122.41783605608236,-4.008522423433332
SamaDilautTaluksangay,ZSD-03,-0.00523327,0.14255,Greater Barito linkage,#A74B82,122.54904134673531,-4.163167448254043
SamaDilautTaluksangay,ZSD-04,-0.00538099,0.134722,Greater Barito linkage,#A74B82,122.61438819520646,-3.301951271280698
SamaDilautTaluksangay,ZSD-05,-0.0048581299999999996,0.144456,Greater Barito linkage,#A74B82,122.4957753816995,-4.370734165797574
SamaDilautTaluksangay,ZSD-08,-0.00616322,0.121632,Greater Barito linkage,#A74B82,122.78260732990971,-1.865179066135088
SamaDilautTaluksangay,ZSD-10,-0.00379937,0.15416,Greater Barito linkage,#A74B82,122.3183289281706,-5.432853167097688
SamaKabingaan,ZSK-01,-0.00507044,0.058991,Greater Barito linkage,#A74B82,123.05498063032476,5.040682872392851
SamaKabingaan,ZSK-04,-0.0069643,0.0456521,Greater Barito linkage,#A74B82,123.34719039705537,6.497898496731837
SamaKabingaan,ZSK-05,-0.00457568,0.0471631,Greater Barito linkage,#A74B82,123.07464484095189,6.346458884601131
SamaKabingaan,ZSK-06,-0.00524394,0.0426876,Greater Barito linkage,#A74B82,123.17630324993493,6.835181584557676
SamaKabingaan,ZSK-07,-0.00446956,0.0426221,Greater Barito linkage,#A74B82,123.09142701379297,6.847250444356852
SamaKabingaan,ZSK-10,-0.00406449,0.0545495,Greater Barito linkage,#A74B82,122.97203557613223,5.536157408524855
SamaKabingaan,ZSK-11,-0.00488804,0.029774,Greater Barito linkage,#A74B82,123.21806769474374,8.259661350796943
SamaKabingaan,ZSK-12,-0.00460217,0.0424838,Greater Barito linkage,#A74B82,123.10689918083983,6.861650814849419
Sambal,SZ-02,-0.0128344,-0.00569344,Sambalic,#F1C878,124.3156085792165,12.11607323639588
Sambal,SZ-03,-0.00893226,-0.00484493,Sambalic,#F1C878,123.88052390667518,12.047086433271426
Sambal,SZ-04,0.00578131,-0.00632584,Sambalic,#F1C878,122.2693190436463,12.302434146037728
Sambal,SZ-06,-0.0135544,-0.00155145,Sambalic,#F1C878,124.36893810453483,11.655378207489262
Sambal,SZ-07,-0.0116898,-0.00661262,Sambalic,#F1C878,124.19531004395307,12.224483837913679
Sambal,SZ-08,-0.00953981,-0.00386636,Sambalic,#F1C878,123.94130171575245,11.935501904128278
Sambal,SZ-09,-0.01397,-0.00325216,Sambalic,#F1C878,124.42537309573545,11.840081502202583
Sangil,Sang-05,-0.0057796,0.0136037,Sangiric,#A852A0,123.41763988971329,10.034999127359283
Sangil,Sang-06,-0.00848242,0.0052861,Sangiric,#A852A0,123.76746402506915,10.934118560916186
Sangil,Sang-07,-0.00827677,0.00728562,Sangiric,#A852A0,123.73227863773168,10.715189335544299
Sangil,Sang-08,-0.00952967,0.00893376,Sangiric,#A852A0,123.85993465933588,10.525815223529099
Sangil,Sang-09,-0.00840287,0.00843998,Sangiric,#A852A0,123.73892949673176,10.587262498708368
Sangil,Sang-10,-0.00946319,0.0065936,Sangiric,#A852A0,123.86728445755996,10.783967193302471
Sangil,Sang-11,-0.010081,0.00629561,Sangiric,#A852A0,123.9371956447221,10.812913176017076
Sangil,Sang-14,-0.00883551,0.00745321,Sangiric,#A852A0,123.79276515754776,10.69322867528542
Sangil,Sang-15,-0.00934675,0.00666907,Sangiric,#A852A0,123.85398709721102,10.776385271494737
Sangil,Sang-16,-0.00886833,0.00774879,Sangiric,#A852A0,123.79452667427138,10.660468998496178
Subanen,PSB-01,-0.0100913,0.00729234,Subanen,#7CF2D9,123.93208104936423,10.703073037969023
Subanen,PSB-02,-0.00985343,0.00441069,Subanen,#7CF2D9,123.92394955744436,11.02193691983344
Subanen,PSB-03,-0.0108026,0.00705151,Subanen,#7CF2D9,124.01193045938312,10.725137528698578
Subanen,PSB-04,-0.0104995,0.00674733,Subanen,#7CF2D9,123.9804553816895,10.760538891499607
Subanen,PSB-05,-0.011517,0.00674077,Subanen,#7CF2D9,124.0925595904425,10.754882171203048
Subanen,PSB-06,-0.00862291,0.00525676,Subanen,#7CF2D9,123.78312093737215,10.936469141265711
Subanen,PSB-09,-0.0102541,0.00968875,Subanen,#7CF2D9,123.9349868632848,10.43812205703399
Subanen,PSB-11,-0.0107407,0.00506672,Subanen,#7CF2D9,124.0175566889242,10.944121858341282
Subanen,PSB-15,-0.00986819,0.00826256,Subanen,#7CF2D9,123.90142588316141,10.59761596016982
Subanen,PSB-16,-0.00877334,0.00718495,Subanen,#7CF2D9,123.78759987526625,10.72316345424629
Subanon,SB-05,-0.00886096,0.00854815,Subanen,#7CF2D9,123.7887033910933,10.572477126709867
Subanon,SB-06,-0.00927459,0.00911437,Subanen,#7CF2D9,123.83070891006633,10.507522836291335
Subanon,SB-07,-0.0118669,0.00515476,Subanen,#7CF2D9,124.141039554753,10.927364806217021
Subanon,SB-09,-0.00977728,0.00673749,Subanen,#7CF2D9,123.90097486391628,10.766150581075333
Subanon,SB-10,-0.0112693,0.00898492,Subanen,#7CF2D9,124.05120929025783,10.509274080307328
Subanon,SB-11,-0.0106731,0.00476759,Subanen,#7CF2D9,124.01198690905044,10.977490569901288
Subanon,SB-18,-0.0107495,0.0100159,Subanen,#7CF2D9,123.9874970269592,10.398985253297218
Subanon,SB-19,-0.00716629,0.0118753,Subanen,#7CF2D9,123.58120016596695,10.216663836478144
Subanon,SB-20,-0.0102648,0.00573518,Subanen,#7CF2D9,123.96095220022096,10.873484196672475
Subanon,SB-21,-0.0103141,0.00916697,Subanen,#7CF2D9,123.94486630242142,10.495212496055725
Sulodnon,PBkDN-02,-0.012916,-8.64423e-4,Central Philippine,#565153,124.29432015790213,11.58371444900305
Sulodnon,PBkDN-04,-0.0136073,-7.82972e-4,Central Philippine,#565153,124.3699463148836,11.570409684150029
Sulodnon,PBkDN-06,-0.0148541,-3.65511e-4,Central Philippine,#565153,124.50464624375078,11.516615516592921
Sulodnon,PBkDN-09,-0.0128112,0.0019799,Central Philippine,#565153,124.26494546885856,11.271109970275011
Sulodnon,PBkDN-10,-0.0146774,0.00257846,Central Philippine,#565153,124.46672805486914,11.1934870116776
Sulodnon,PBkDN-11,-0.0135299,0.00154655,Central Philippine,#565153,124.3468168861593,11.31433139286812
Sulodnon,PBkDN-14,-0.013954,-6.71945e-4,Central Philippine,#565153,124.40743428100674,11.556008013418033
Sulodnon,PBkDN-18,-0.0128209,0.00279532,Central Philippine,#565153,124.26090151410247,11.1812422987811
Sulodnon,PBkDN-19,-0.0133464,0.00123558,Central Philippine,#565153,124.32855660877186,11.349730745585568
Sulodnon,PBkDN-20,-0.0112797,0.00524007,Central Philippine,#565153,124.07583301761593,10.92165057623475
Surigaonon,SDS-04,-0.0159306,0.00346808,Central Philippine,#565153,124.59917265405953,11.087651154540316
Surigaonon,SDS-05,-0.00540932,0.00817878,Central Philippine,#565153,123.41087034592275,10.634797990009943
Surigaonon,SDS-07,-0.0137501,0.00262613,Central Philippine,#565153,124.36430034788484,11.194050544707142
Surigaonon,SDS-08,-0.012832,0.00551572,Central Philippine,#565153,124.2450684879376,10.881559532751286
Surigaonon,SDS-11,-0.0134452,0.0018695,Central Philippine,#565153,124.335463658651,11.279294092784374
Surigaonon,Sg-01,-0.0127815,0.003728,Central Philippine,#565153,124.25071473527049,11.078767946573794
Surigaonon,Sg-02,-0.0125682,0.00328455,Central Philippine,#565153,124.2300029964588,11.128944908556479
Surigaonon,Sg-03,-0.00783331,0.00345903,Central Philippine,#565153,123.70742864202832,11.139413796799042
Surigaonon,Sg-04,-0.0129841,0.00240794,Central Philippine,#565153,124.2813043380556,11.22288348709482
Surigaonon,Sg-05,-0.0113618,0.00221682,Central Philippine,#565153,124.10382940795327,11.254103623955215
Tagakaolo,TK-01,-0.0124874,0.00715334,Central Philippine,#565153,124.19684867426423,10.703359565629704
Tagakaolo,TK-02,-0.0126199,0.00589526,Central Philippine,#565153,124.21932918079628,10.84108838664773
Tagakaolo,TK-03,-0.0101129,0.00632491,Central Philippine,#565153,123.94052527755873,10.809486202960239
Tagakaolo,TK-04,-0.00988701,0.00663636,Central Philippine,#565153,123.91369408890354,10.77660065340667
Tagakaolo,TK-05,-0.00758848,0.00958776,Central Philippine,#565153,123.64204007885512,10.465956751584098
Tagakaolo,TK-06,-0.0141702,0.00426907,Central Philippine,#565153,124.40026795489078,11.010470373279908
Tagakaolo,TK-10,-0.0133834,0.00409252,Central Philippine,#565153,124.3147200606306,11.034847670352166
Tagakaolo,TK-11,-0.0111449,0.00548031,Central Philippine,#565153,124.05948054111617,10.896036702063734
Tagakaolo,TK-12,-0.00811071,0.0105371,Central Philippine,#565153,123.69360436681583,10.358126402387956
Tagalog,Tag-01,-0.00995357,-5.80388e-4,Central Philippine,#565153,123.96627008249797,11.571004991970739
Tagalog,Tag-02,-0.0113645,0.00534595,Central Philippine,#565153,124.0845087114214,10.9094577545588
Tagalog,Tag-04,-0.00980621,0.00353694,Central Philippine,#565153,123.92422692011775,11.11846403848819
Tagalog,Tag-08,-0.00749886,-3.86137e-4,Central Philippine,#565153,123.69470100803464,11.565000811482445
Tagalog,Tag-12,-0.0113349,-1.53796e-4,Central Philippine,#565153,124.11572932114214,11.51536174020355
Tagalog,Tag-16,-0.0046429,6.81587e-4,Central Philippine,#565153,123.37346374747149,11.465311700072967
Tagalog,Tag-17,-0.0104367,0.00166738,Central Philippine,#565153,124.0053875773093,11.320416495515532
Tagalog,Tag-18,-0.0106065,0.00362934,Central Philippine,#565153,124.01178812300383,11.103270085597927
Tagalog,Tag-19,-0.00817427,2.5295e-4,Central Philippine,#565153,123.76508101288145,11.490380034335884
Tagalog,Tag-20,-0.0100405,0.00599236,Central Philippine,#565153,123.93463637279815,10.846565743388261
Tagbanwa,Tagb-01,0.0075694000000000004,0.00632899,Palawanic-Kalamian,#87B1F1,121.99304710355895,10.919895929691984
Tagbanwa,Tagb-02,-0.00125561,0.00845749,Palawanic-Kalamian,#87B1F1,122.95165119171502,10.630143728872909
Tagbanwa,Tagb-03,-8.16366e-4,0.00599464,Palawanic-Kalamian,#87B1F1,122.9187155678873,10.904145290218953
Tagbanwa,Tagb-05,-0.00145248,0.00899267,Palawanic-Kalamian,#87B1F1,122.96997830015773,10.569967026370106
Tagbanwa,Tagb-06,-0.00117082,0.00570096,Palawanic-Kalamian,#87B1F1,122.95959483453548,10.93426769700163
Tagbanwa,Tagb-07,-0.00611163,0.00424794,Palawanic-Kalamian,#87B1F1,123.51286413288852,11.063320700045036
Tagbanwa,Tagb-08,-0.00336064,0.00697131,Palawanic-Kalamian,#87B1F1,123.19280775409938,10.780627738690542
Tagbanwa,Tagb-09,-2.58451e-4,0.0101272,Palawanic-Kalamian,#87B1F1,122.8313601437859,10.452500721926102
Tagbanwa,Tagb-10,3.62042e-4,0.00612945,Palawanic-Kalamian,#87B1F1,122.7880855802971,10.896685918020253
Tagbanwa,Tagb-11,-0.00375469,0.00306326,Palawanic-Kalamian,#87B1F1,123.26070822655224,11.208573090322039
Tausug,TS-02,-0.00591962,0.0172091,Central Philippine,#565153,123.4104570562447,9.6370379982915
Tausug,TS-09,-0.00618287,0.0150737,Central Philippine,#565153,123.45283815914446,9.870571340520575
Tausug,TS-10,-0.00473354,0.0144106,Central Philippine,#565153,123.29737247806727,9.95268889346347
Tausug,TS-11,-0.00775339,0.0210103,Central Philippine,#565153,123.58858900783949,9.206893341885978
Tausug,TS-14,-0.00731158,0.0158716,Central Philippine,#565153,123.57214700231731,9.775617619693875
Tausug,TS-17,-0.00392652,0.0222829,Central Philippine,#565153,123.1591354200198,9.090727182356058
Tausug,TS-18,-0.00823079,0.0110611,Central Philippine,#565153,123.70354424734083,10.299662451551562
Tausug,TS-19,-0.00737474,0.0108815,Central Philippine,#565153,123.61038857739699,10.324809825012732
Tausug,TS-21,-0.00466525,0.0178247,Central Philippine,#565153,123.26844662995298,9.577102723329844
Tausug,TS-22,-0.0086202,0.0121424,Central Philippine,#565153,123.73965298835076,10.178131308832803
Tboli,TBO-02,-0.00702118,0.0109025,Tboli-Blaan,#5C7193,123.57131733779656,10.324713617618153
Tboli,TBO-03,-0.00725018,0.00926006,Tboli-Blaan,#5C7193,123.60683568281752,10.504169192392641
Tboli,TBO-04,-0.00747506,0.0107149,Tboli-Blaan,#5C7193,123.6224818891875,10.342529477958928
Tboli,TBO-06,-0.00777532,0.0119423,Tboli-Blaan,#5C7193,123.64785605887782,10.20546643401509
Tboli,TBO-07,-0.00665605,0.0133101,Tboli-Blaan,#5C7193,123.51600905279874,10.061840072298963
Tboli,TBO-08,-0.00397449,0.0112244,Tboli-Blaan,#5C7193,123.23374983339903,10.308362139673754
Tboli,TBO-13,-0.00651998,0.0103025,Tboli-Blaan,#5C7193,123.51987901856786,10.393937311808404
Tboli,TBO-14,-0.00418644,0.0111252,Tboli-Blaan,#5C7193,123.25771503013097,10.317958782377323
Tboli,TBO-15,-0.00418434,0.0129885,Tboli-Blaan,#5C7193,123.24580179627675,10.112756087298429
Tboli,TBO-16,-0.00686056,0.0105788,Tboli-Blaan,#5C7193,123.55565677602613,10.361371551841835
